time;row_1;row_2;row_3;row_4;
     1;   -1.1829;   -1.3776;    0.2866;   -0.7254;
     2;   -1.1956;   -1.3600;    0.2853;   -0.7447;
     3;   -1.1925;   -1.3542;    0.2844;   -0.7306;
     4;   -1.1815;   -1.3345;    0.2669;   -0.7174;
     5;   -1.1885;   -1.3444;    0.2618;   -0.7058;
     6;   -1.2085;   -1.3360;    0.2733;   -0.7036;
     7;   -1.2079;   -1.3261;    0.2561;   -0.7193;
     8;   -1.2071;   -1.3306;    0.2550;   -0.7121;
     9;   -1.2173;   -1.3474;    0.2476;   -0.7303;
    10;   -1.2211;   -1.3392;    0.2586;   -0.7315;
    11;   -1.2378;   -1.3481;    0.2681;   -0.7216;
    12;   -1.2469;   -1.3622;    0.2630;   -0.7181;
    13;   -1.2321;   -1.3632;    0.2680;   -0.7175;
    14;   -1.2425;   -1.3626;    0.2747;   -0.7138;
    15;   -1.2575;   -1.3743;    0.2722;   -0.7067;
    16;   -1.2550;   -1.3565;    0.2715;   -0.6878;
    17;   -1.2688;   -1.3690;    0.2540;   -0.6762;
    18;   -1.2575;   -1.3587;    0.2358;   -0.6952;
    19;   -1.2772;   -1.3740;    0.2392;   -0.7132;
    20;   -1.2759;   -1.3580;    0.2416;   -0.6963;
    21;   -1.2772;   -1.3705;    0.2565;   -0.7141;
    22;   -1.2656;   -1.3869;    0.2579;   -0.7185;
    23;   -1.2525;   -1.3964;    0.2409;   -0.7167;
    24;   -1.2341;   -1.3806;    0.2551;   -0.7023;
    25;   -1.2459;   -1.3848;    0.2650;   -0.7171;
    26;   -1.2653;   -1.3772;    0.2694;   -0.7341;
    27;   -1.2690;   -1.3657;    0.2686;   -0.7505;
    28;   -1.2838;   -1.3611;    0.2622;   -0.7552;
    29;   -1.2655;   -1.3751;    0.2683;   -0.7389;
    30;   -1.2694;   -1.3627;    0.2682;   -0.7464;
    31;   -1.2788;   -1.3644;    0.2688;   -0.7459;
    32;   -1.2869;   -1.3744;    0.2848;   -0.7334;
    33;   -1.2832;   -1.3546;    0.2790;   -0.7144;
    34;   -1.2886;   -1.3623;    0.2828;   -0.7145;
    35;   -1.3054;   -1.3456;    0.2723;   -0.7216;
    36;   -1.3154;   -1.3533;    0.2775;   -0.7406;
    37;   -1.3159;   -1.3712;    0.2854;   -0.7574;
    38;   -1.3335;   -1.3865;    0.3018;   -0.7616;
    39;   -1.3348;   -1.3870;    0.2950;   -0.7738;
    40;   -1.3486;   -1.3802;    0.2934;   -0.7713;
    41;   -1.3643;   -1.3607;    0.2801;   -0.7822;
    42;   -1.3466;   -1.3409;    0.2631;   -0.7959;
    43;   -1.3604;   -1.3216;    0.2713;   -0.8062;
    44;   -1.3796;   -1.3163;    0.2654;   -0.8156;
    45;   -1.3700;   -1.3123;    0.2851;   -0.7990;
    46;   -1.3680;   -1.3247;    0.2658;   -0.7988;
    47;    0.5211;    1.2827;    1.0009;   -1.9344;
    48;    0.2181;    0.7191;    0.9576;   -1.2596;
    49;    0.1193;    0.2405;    0.8727;   -1.0146;
    50;    0.0671;   -0.1516;    0.7499;   -0.8796;
    51;    0.0331;   -0.4578;    0.5951;   -0.7661;
    52;    0.0068;   -0.6764;    0.4139;   -0.6339;
    53;   -0.0153;   -0.8083;    0.2152;   -0.4635;
    54;   -0.0359;   -0.8516;    0.0078;   -0.2462;
    55;   -0.0565;   -0.8074;   -0.1998;    0.0181;
    56;   -0.0788;   -0.6757;   -0.3984;    0.3236;
    57;   -0.1050;   -0.4567;   -0.5792;    0.6585;
    58;   -0.1394;   -0.1503;   -0.7343;    1.0084;
    59;   -0.1913;    0.2424;   -0.8572;    1.3561;
    60;   -0.2897;    0.7211;   -0.9424;    1.6846;
    61;   -0.5931;    1.2846;   -0.9860;    1.9763;
    62;   -1.5091;   -1.2605;    0.3401;   -0.8031;
    63;   -1.5115;   -1.2722;    0.3472;   -0.7865;
    64;   -1.5108;   -1.2759;    0.3371;   -0.7868;
    65;   -1.5111;   -1.2685;    0.3344;   -0.7900;
    66;   -1.5285;   -1.2648;    0.3458;   -0.8005;
    67;   -1.5113;   -1.2756;    0.3362;   -0.8176;
    68;   -1.5209;   -1.2816;    0.3288;   -0.8119;
    69;   -1.5238;   -1.2951;    0.3099;   -0.8229;
    70;   -1.5372;   -1.3038;    0.2972;   -0.8193;
    71;   -1.5258;   -1.3206;    0.2960;   -0.8182;
    72;   -1.5251;   -1.3208;    0.2807;   -0.8074;
    73;   -1.5402;   -1.3397;    0.2744;   -0.8220;
