time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 106; 287;106;287;-27;-6;305.536;1.21941;
2; 79; 281;92.5;284;-29;-12;291.541;1.29936;
3; 50; 269;78.3333;279;-38;-21;273.325;1.38993;
4; 12; 248;61.75;271.25;-37;-52;248.118;1.52578;
5; -25; 196;44.4;256.2;-19;-36;197.563;1.70193;
6; -44; 160;29.6667;240.167;-20;-47;166.034;1.84421;
7; -64; 113;16.2857;222;-14;-54;130.162;2.0922;
8; -78; 59;4.5;201.625;-10;-60;98.3869;2.50019;
9; -88; -1;-5.77778;179.111;-15;-38;88.8406;-3.12884;
10; -103; -39;-15.5;157.3;-2;-26;110.963;-2.78117;
11; -105; -65;-23.6364;137.091;2;-21;124.27;-2.5899;
12; -103; -86;-30.25;118.5;8;-18;134.909;-2.4491;
13; -95; -104;-35.2308;101.385;9;-13;141.52;-2.31471;
14; -86; -117;-38.8571;85.7857;19;-15;145.809;-2.20872;
15; -67; -132;-40.7333;71.2667;38;-2;148.528;-2.04508;
16; -29; -134;-40;58.4375;39;1;137.411;-1.78965;
17; 10; -133;-37.0588;47.1765;40;6;133.449;-1.50205;
18; 50; -127;-32.2222;37.5;28;9;136.309;-1.20178;
19; 78; -118;-26.4211;29.3158;16;13;141.103;-0.992163;
20; 94; -105;-20.4;22.6;25;30;140.474;-0.845671;
21; 119; -75;-13.7619;17.9524;4;10;140.03;-0.566346;
22; 123; -65;-7.54545;14.1818;-2;11;138.445;-0.489816;
23; 121; -54;-1.95652;11.2174;-7;9;131.797;-0.423258;
24; 114; -45;2.875;8.875;-26;12;121.835;-0.37949;
25; 88; -33;6.28;7.2;-33;12;93.2515;-0.363247;
26; 55; -21;8.15385;6.11538;-68;-1;58.1433;-0.37199;
27; -13; -22;7.37037;5.07407;-32;-11;26.1007;-2.1294;
28; -45; -33;5.5;3.71429;-20;-11;56.5554;-2.51566;
29; -65; -44;3.06897;2.06897;1;-12;79.2577;-2.55102;
30; -64; -56;0.833333;0.133333;-42;-35;85.7573;-2.42799;
