time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 115; 296;115;296;-76;-31;317.247;1.20024;
2; 39; 265;77;280.5;-31;-16;267.555;1.42494;
3; 8; 249;54;270;-35;-20;248.839;1.5391;
4; -27; 229;33.75;259.75;-23;-23;230.316;1.6888;
5; -50; 206;17;249;-17;-30;211.731;1.80975;
6; -67; 176;3;236.833;-18;-62;188.095;1.93565;
7; -85; 114;-9.57143;219.286;-11;-51;142.04;2.21333;
8; -96; 63;-20.375;199.75;-9;-43;114.765;2.56346;
9; -105; 20;-29.7778;179.778;-8;-48;106.947;2.9562;
10; -113; -28;-38.1;159;0;-49;116.597;-2.89655;
11; -113; -77;-44.9091;137.545;0;-38;136.996;-2.54219;
12; -113; -115;-50.5833;116.5;1;-14;161.51;-2.34669;
13; -112; -129;-55.3077;97.6154;7;-11;171.127;-2.28518;
14; -105; -140;-58.8571;80.6429;15;-6;175.297;-2.21384;
15; -90; -146;-60.9333;65.5333;15;-2;171.814;-2.12291;
16; -75; -148;-61.8125;52.1875;50;4;166.225;-2.03967;
17; -25; -144;-59.6471;40.6471;42;5;146.455;-1.74313;
18; 17; -139;-55.3889;30.6667;35;6;140.306;-1.45015;
19; 52; -133;-49.7368;22.0526;22;4;143.029;-1.19956;
20; 74; -129;-43.55;14.5;15;9;148.909;-1.0516;
21; 89; -120;-37.2381;8.09524;11;8;149.564;-0.934402;
22; 100; -112;-31;2.63636;25;30;150.284;-0.843775;
23; 125; -82;-24.2174;-1.04348;6;27;149.557;-0.582598;
24; 131; -55;-17.75;-3.29167;-1;23;142.083;-0.399664;
25; 130; -32;-11.84;-4.44;-1;16;133.838;-0.243632;
26; 129; -16;-6.42308;-4.88462;-5;15;129.911;-0.125692;
27; 124; -1;-1.59259;-4.74074;-10;13;123.892;-0.0103779;
28; 114; 12;2.53571;-4.14286;-9;11;114.487;0.1025;
29; 105; 23;6.06897;-3.2069;-26;11;107.317;0.213269;
30; 79; 34;8.5;-1.96667;-66;0;85.7882;0.403886;
31; 13; 34;8.64516;-0.806452;-45;-11;36.0929;1.20573;
32; -32; 23;7.375;-0.0625;-34;-12;39.3353;2.52599;
33; -66; 11;5.15152;0.272727;-15;-7;66.9768;2.98093;
34; -81; 4;2.61765;0.382353;-4;-7;81.1993;3.09583;
35; -85; -3;0.114286;0.285714;1.54014e-071;2.52456e-052;85.1777;-3.10301;
