time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 169; 299;169;299;-21;-8;343.108;1.05773;
2; 148; 291;158.5;295;-49;-24;326.147;1.10181;
3; 99; 267;138.667;285.667;-30;-16;284.495;1.21757;
4; 69; 251;121.25;277;-30;-28;260.09;1.30463;
5; 39; 223;104.8;266.2;-44;-30;226.216;1.40016;
6; -5; 193;86.5;254;-63;-48;193.012;1.59974;
7; -68; 145;64.4286;238.429;-43;-52;160.34;2.0128;
8; -111; 93;42.5;220.25;-22;-54;145.216;2.44716;
9; -133; 39;23;200.111;-14;-59;139.143;2.85802;
10; -147; -20;6;178.1;4;-61;148.944;-3.00644;
11; -143; -81;-7.54545;154.545;14;-46;164.891;-2.62761;
12; -129; -127;-17.6667;131.083;26;-18;181.491;-2.366;
13; -103; -145;-24.2308;109.846;45;-11;178.256;-2.19089;
14; -58; -156;-26.6429;90.8571;50;-3;166.703;-1.92991;
15; -8; -159;-25.4;74.2;60;6;159.301;-1.62472;
16; 52; -153;-20.5625;60;29;11;161.473;-1.24675;
17; 81; -142;-14.5882;48.1176;18;12;163.248;-1.05574;
18; 99; -130;-8.27778;38.2222;16;16;163.105;-0.923067;
19; 115; -114;-1.78947;30.2105;9;30;161.562;-0.783889;
20; 124; -84;4.5;24.5;3;28;149.327;-0.597994;
21; 127; -56;10.3333;20.6667;-11;22;138.29;-0.417465;
22; 116; -34;15.1364;18.1818;-19;16;120.337;-0.287038;
23; 97; -18;18.6957;16.6087;-36;5;98.0923;-0.185262;
24; 61; -13;20.4583;15.375;-51;-12;61.8112;-0.213042;
25; 10; -25;20.04;13.76;-80;-26;26.7782;-1.21157;
26; -70; -51;16.5769;11.2692;-52;-27;87.1232;-2.51527;
27; -122; -78;11.4444;7.96296;-21;-23;145.335;-2.57452;
28; -143; -101;5.92857;4.07143;-6;-11;175.59;-2.52826;
29; -149; -112;0.586207;0.0689655;1.36024e-231;2.9987e-306;186.91;-2.49861;
