time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 75; 246;75;246;-17;-5;256.225;1.27668;
2; 58; 241;66.5;243.5;-41;-14;246.956;1.33673;
3; 17; 227;50;238;-16;-7;226.807;1.49897;
4; 1; 220;37.75;233.5;-13;-13;219.222;1.56953;
5; -12; 207;27.8;228.2;-13;-13;206.614;1.63241;
6; -25; 194;19;222.5;-16;-17;194.927;1.70314;
7; -41; 177;10.4286;216;-26;-32;181.094;1.80327;
8; -67; 145;0.75;207.125;-15;-29;159.331;2.0098;
9; -82; 116;-8.44444;197;-14;-32;141.842;2.19346;
10; -96; 84;-17.2;185.7;-5;-43;127.598;2.43108;
11; -101; 41;-24.8182;172.545;-1;-28;109.386;2.76505;
12; -102; 13;-31.25;159.25;5;-31;103.447;3.02317;
13; -97; -18;-36.3077;145.615;5;-62;99.51;-2.95175;
14; -92; -80;-40.2857;129.5;12;-35;122.973;-2.42493;
15; -80; -115;-42.9333;113.2;14;-30;141.14;-2.17965;
16; -66; -145;-44.375;97.0625;16;-12;160.322;-2.00003;
17; -50; -157;-44.7059;82.1176;26;-7;165.73;-1.88184;
18; -24; -164;-43.5556;68.4444;22;-3;166.622;-1.71972;
19; -2; -167;-41.3684;56.0526;28;3;167.8;-1.58702;
20; 26; -164;-38;45.05;36;12;166.705;-1.41858;
21; 62; -152;-33.2381;35.6667;37;26;164.609;-1.18935;
22; 99; -126;-27.2273;28.3182;14;20;160.409;-0.911363;
23; 113; -106;-21.1304;22.4783;15;30;154.944;-0.760296;
24; 128; -76;-14.9167;18.375;10;26;148.642;-0.542791;
25; 138; -50;-8.8;15.64;1;21;146.368;-0.354284;
26; 139; -29;-3.11538;13.9231;-1;9;141.448;-0.212108;
27; 138; -20;2.11111;12.6667;-20;23;138.841;-0.150216;
28; 118; 3;6.25;12.3214;-22;7;117.299;0.0189461;
29; 96; 10;9.34483;12.2414;-32;-1;95.7231;0.0964924;
30; 64; 9;11.1667;12.1333;-45;-11;63.8097;0.129215;
31; 19; -2;11.4194;11.6774;-36;-20;18.4877;-0.150822;
32; -17; -22;10.5313;10.625;-34;-23;28.8601;-2.23201;
33; -51; -45;8.66667;8.93939;-29;-31;69.0709;-2.41709;
34; -80; -76;6.05882;6.44118;-10;-18;111.404;-2.38123;
35; -90; -94;3.31429;3.57143;0;-3;131.2;-2.33434;
36; -90; -97;0.722222;0.777778;2.32023e-052;1.83597e-023;133.383;-2.31878;
