time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 128; 315;128;315;-24;-25;339.518;1.18573;
2; 104; 290;116;302.5;-61;-39;307.603;1.22752;
3; 43; 251;91.6667;285.333;-41;-25;254.239;1.40272;
4; 2; 226;69.25;270.5;-35;-28;225.661;1.56401;
5; -33; 198;48.8;256;-47;-35;200.47;1.73853;
6; -80; 163;27.3333;240.5;-31;-42;181.473;2.03021;
7; -111; 121;7.57143;223.429;-15;-45;164.266;2.31664;
8; -126; 76;-9.125;205;-10;-47;147.371;2.60248;
9; -136; 29;-23.2222;185.444;-3;-40;139.445;2.93462;
10; -139; -11;-34.8;165.8;6;-41;139.929;-3.06044;
11; -133; -52;-43.7273;146;11;-57;143.366;-2.76785;
12; -122; -109;-50.25;124.75;10;-24;164.179;-2.41275;
13; -112; -133;-55;104.923;29;-16;174.441;-2.27148;
14; -83; -149;-57;86.7857;44;-22;171.086;-2.08045;
15; -39; -171;-55.8;69.6;31;-3;175.831;-1.7972;
16; -8; -174;-52.8125;54.375;39;0;174.549;-1.61933;
17; 31; -174;-47.8824;40.9412;43;10;176.997;-1.39743;
18; 74; -164;-41.1111;29.5556;40;12;180.044;-1.15009;
19; 114; -152;-32.9474;20;25;17;189.995;-0.930355;
20; 139; -135;-24.35;12.25;17;31;193.672;-0.77376;
21; 156; -104;-15.7619;6.71429;4;29;187.29;-0.590918;
22; 160; -75;-7.77273;3;-2;23;176.428;-0.441228;
23; 158; -52;-0.565217;0.608696;-11;21;166;-0.320798;
24; 147; -31;5.58333;-0.708333;-37;21;149.846;-0.210729;
25; 110; -10;9.76;-1.08;-41;13;110.019;-0.0941573;
26; 69; 3;12.0385;-0.923077;-38;15;68.5827;0.0387403;
27; 31; 18;12.7407;-0.222222;-38;3;35.269;0.524311;
28; -7; 21;12.0357;0.535714;-35;-2;21.965;1.91774;
29; -42; 19;10.1724;1.17241;-47;-15;46.3859;2.72768;
30; -89; 4;6.86667;1.26667;-8;-11;89.5434;3.10075;
31; -97; -7;3.51613;1;3;-13;97.745;-3.06639;
32; -94; -20;0.46875;0.34375;18;10;96.6344;-2.92948;
