time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 139; 295;139;295;-18;-8;325.18;1.13186;
2; 121; 287;130;291;-47;-21;310.557;1.17339;
3; 74; 266;111.333;282.667;-47;-29;275.264;1.30166;
4; 27; 237;90.25;271.25;-39;-27;237.802;1.46042;
5; -12; 210;69.8;259;-77;-59;209.746;1.63189;
6; -89; 151;43.3333;241;-35;-53;175.134;2.10923;
7; -124; 98;19.4286;220.571;-24;-61;158.286;2.47914;
8; -148; 37;-1.5;197.625;-7;-54;153.183;2.90198;
9; -155; -17;-18.5556;173.778;-3;-31;156.802;-3.02882;
10; -158; -48;-32.5;151.6;7;-19;166.09;-2.84435;
11; -151; -67;-43.2727;131.727;9;-17;166.196;-2.7224;
12; -142; -84;-51.5;113.75;22;-22;166.007;-2.60654;
13; -120; -106;-56.7692;96.8462;36;-30;161.144;-2.41837;
14; -84; -136;-58.7143;80.2143;37;-9;160.823;-2.12625;
15; -47; -145;-57.9333;65.2;53;5;153.29;-1.88796;
16; 6; -140;-53.9375;52.375;44;-1;140.741;-1.53389;
17; 50; -141;-47.8235;41;33;8;149.945;-1.23653;
18; 83; -133;-40.5556;31.3333;20;18;156.897;-1.01941;
19; 103; -115;-33;23.6316;28;26;154.329;-0.84707;
20; 131; -89;-24.8;18;13;19;158.072;-0.603002;
21; 144; -70;-16.7619;13.8095;5;22;159.672;-0.458317;
22; 149; -48;-9.22727;11;-1;15;155.973;-0.317172;
23; 148; -33;-2.3913;9.08696;-3;12;150.99;-0.224717;
24; 145; -21;3.75;7.83333;-17;15;145.809;-0.148999;
25; 128; -6;8.72;7.28;-43;7;127.367;-0.052197;
26; 85; 1;11.6538;7.03846;-49;-7;84.1943;0.00421453;
27; 36; -6;12.5556;6.55556;-75;-9;35.8154;-0.18662;
28; -39; -15;10.7143;5.78571;-46;-17;42.7706;-2.76711;
29; -85; -32;7.41379;4.48276;-12;-17;91.8066;-2.77805;
30; -97; -49;3.93333;2.7;4;-12;109.685;-2.67189;
31; -93; -61;0.806452;0.645161;2.34972e-076;2.08482e-023;112.249;-2.56021;
