time;row_1;row_2;row_3;
   1;   -0.0959;   -0.0304;    0.5172;
   2;   -0.1229;   -0.0590;    0.6778;
   3;   -0.1433;   -0.1002;    0.8069;
   4;   -0.1582;   -0.1527;    0.9024;
   5;   -0.1709;   -0.2151;    0.9736;
   6;   -0.1848;   -0.2866;    1.0288;
   7;   -0.2032;   -0.3675;    1.0693;
   8;   -0.2291;   -0.4574;    1.0916;
   9;   -0.2650;   -0.5549;    1.0897;
  10;   -0.3121;   -0.6581;    1.0592;
  11;   -0.3701;   -0.7660;    0.9994;
  12;   -0.4375;   -0.8792;    0.9137;
  13;   -0.5120;   -0.9993;    0.8078;
  14;   -0.5907;   -1.1272;    0.6915;
  15;   -0.6701;   -1.2621;    0.5788;
  16;   -0.7470;   -1.4014;    0.4831;
  17;   -0.8188;   -1.5410;    0.4108;
  18;   -0.8850;   -1.6767;    0.3629;
  19;   -0.9467;   -1.8036;    0.3398;
  20;   -1.0053;   -1.9170;    0.3400;
  21;   -1.0617;   -2.0120;    0.3518;
  22;   -1.1163;   -2.0851;    0.3513;
  23;   -1.1685;   -2.1342;    0.3162;
  24;   -1.2162;   -2.1586;    0.2446;
  25;   -1.2550;   -2.1583;    0.1589;
  26;   -1.2777;   -2.1324;    0.0871;
  27;   -1.2763;   -2.0796;    0.0422;
  28;   -1.2446;   -1.9985;    0.0192;
  29;   -1.1805;   -1.8886;    0.0086;
  30;   -1.0856;   -1.7506;    0.0068;
  31;   -0.9647;   -1.5864;    0.0143;
  32;   -0.8240;   -1.3988;    0.0267;
  33;   -0.6706;   -1.1923;    0.0333;
  34;   -0.5116;   -0.9735;    0.0252;
  35;   -0.3530;   -0.7493;    0.0027;
  36;   -0.1979;   -0.5248;   -0.0216;
  37;   -0.0451;   -0.3011;   -0.0300;
  38;    0.1097;   -0.0774;   -0.0130;
  39;    0.2712;    0.1469;    0.0202;
  40;    0.4407;    0.3701;    0.0481;
  41;    0.6167;    0.5886;    0.0568;
  42;    0.7951;    0.7984;    0.0512;
  43;    0.9714;    0.9956;    0.0477;
  44;    1.1413;    1.1753;    0.0572;
  45;    1.3010;    1.3309;    0.0811;
  46;    1.4474;    1.4546;    0.1154;
  47;    1.5760;    1.5391;    0.1517;
  48;    1.6813;    1.5786;    0.1741;
  49;    1.7564;    1.5698;    0.1694;
  50;    1.7941;    1.5115;    0.1413;
  51;    1.7885;    1.4058;    0.1088;
  52;    1.7360;    1.2573;    0.0882;
  53;    1.6355;    1.0727;    0.0831;
  54;    1.4897;    0.8603;    0.0908;
  55;    1.3057;    0.6285;    0.1073;
  56;    1.0944;    0.3864;    0.1272;
  57;    0.8683;    0.1432;    0.1455;
  58;    0.6389;   -0.0934;    0.1628;
  59;    0.4153;   -0.3169;    0.1814;
  60;    0.2034;   -0.5229;    0.1992;
  61;    0.0077;   -0.7075;    0.2147;
  62;   -0.1672;   -0.8662;    0.2357;
  63;   -0.3173;   -0.9946;    0.2719;
  64;   -0.4388;   -1.0886;    0.3161;
  65;   -0.5287;   -1.1461;    0.3412;
  66;   -0.5838;   -1.1668;    0.3233;
  67;   -0.6009;   -1.1525;    0.2636;
  68;   -0.5789;   -1.1069;    0.1850;
  69;   -0.5203;   -1.0351;    0.1124;
  70;   -0.4315;   -0.9434;    0.0590;
  71;   -0.3215;   -0.8382;    0.0266;
  72;   -0.1989;   -0.7247;    0.0101;
  73;   -0.0702;   -0.6066;    0.0032;
  74;    0.0617;   -0.4855;    0.0008;
  75;    0.1966;   -0.3613;    0.0002;
  76;    0.3343;   -0.2328;    0.0000;
  77;    0.4737;   -0.0986;   -0.0000;
  78;    0.6132;    0.0419;   -0.0000;
  79;    0.7507;    0.1882;   -0.0003;
  80;    0.8838;    0.3380;   -0.0017;
  81;    1.0091;    0.4873;   -0.0081;
  82;    1.1219;    0.6307;   -0.0306;
  83;    1.2163;    0.7620;   -0.0945;
  84;    1.2863;    0.8750;   -0.2415;
  85;    1.3272;    0.9652;   -0.5189;
  86;    1.3370;    1.0297;   -0.9533;
  87;    1.3177;    1.0679;   -1.5254;
  88;    1.2752;    1.0815;   -2.1597;
  89;    1.2187;    1.0738;   -2.7352;
  90;    1.1586;    1.0498;   -3.1248;
  91;    1.1051;    1.0162;   -3.2597;
  92;    1.0646;    0.9809;   -3.1759;
  93;    1.0389;    0.9515;   -2.9889;
  94;    1.0253;    0.9317;   -2.8127;
  95;    1.0193;    0.9211;   -2.7002;
  96;    1.0172;    0.9165;   -2.6470;
  97;    1.0166;    0.9149;   -2.6278;
  98;    1.0164;    0.9145;   -2.6224;
  99;    1.0164;    0.9144;   -2.6212;
 100;    1.0164;    0.9144;   -2.6210;
 101;    1.0164;    0.9144;   -2.6210;
 102;    1.0164;    0.9144;   -2.6210;
 103;    1.0164;    0.9143;   -2.6210;
 104;    1.0163;    0.9143;   -2.6207;
 105;    1.0156;    0.9137;   -2.6192;
 106;    1.0128;    0.9112;   -2.6119;
 107;    1.0024;    0.9018;   -2.5851;
 108;    0.9725;    0.8749;   -2.5078;
 109;    0.9041;    0.8134;   -2.3316;
 110;    0.7812;    0.7028;   -2.0146;
 111;    0.6064;    0.5456;   -1.5639;
