time;row_1;row_2;row_3;
   1;   -0.0648;    0.0972;    0.7846;
   2;   -0.1064;    0.1300;    1.0544;
   3;   -0.1565;    0.1584;    1.2635;
   4;   -0.2127;    0.1805;    1.3897;
   5;   -0.2739;    0.1953;    1.4473;
   6;   -0.3407;    0.2020;    1.4637;
   7;   -0.4151;    0.1990;    1.4542;
   8;   -0.4987;    0.1853;    1.4173;
   9;   -0.5920;    0.1597;    1.3469;
  10;   -0.6939;    0.1221;    1.2406;
  11;   -0.8019;    0.0729;    1.1014;
  12;   -0.9126;    0.0132;    0.9391;
  13;   -1.0229;   -0.0560;    0.7712;
  14;   -1.1295;   -0.1335;    0.6162;
  15;   -1.2297;   -0.2180;    0.4854;
  16;   -1.3206;   -0.3075;    0.3835;
  17;   -1.4005;   -0.4004;    0.3150;
  18;   -1.4687;   -0.4949;    0.2817;
  19;   -1.5251;   -0.5889;    0.2740;
  20;   -1.5684;   -0.6801;    0.2736;
  21;   -1.5940;   -0.7654;    0.2651;
  22;   -1.5947;   -0.8413;    0.2412;
  23;   -1.5618;   -0.9035;    0.2018;
  24;   -1.4877;   -0.9486;    0.1544;
  25;   -1.3680;   -0.9747;    0.1117;
  26;   -1.2023;   -0.9822;    0.0817;
  27;   -0.9943;   -0.9721;    0.0615;
  28;   -0.7510;   -0.9455;    0.0445;
  29;   -0.4826;   -0.9026;    0.0315;
  30;   -0.2011;   -0.8440;    0.0284;
  31;    0.0805;   -0.7708;    0.0370;
  32;    0.3512;   -0.6849;    0.0540;
  33;    0.6037;   -0.5871;    0.0766;
  34;    0.8345;   -0.4762;    0.1027;
  35;    1.0431;   -0.3506;    0.1258;
  36;    1.2294;   -0.2097;    0.1381;
  37;    1.3920;   -0.0556;    0.1389;
  38;    1.5285;    0.1073;    0.1328;
  39;    1.6359;    0.2735;    0.1200;
  40;    1.7113;    0.4373;    0.0971;
  41;    1.7521;    0.5929;    0.0672;
  42;    1.7569;    0.7356;    0.0404;
  43;    1.7261;    0.8614;    0.0237;
  44;    1.6622;    0.9676;    0.0155;
  45;    1.5691;    1.0525;    0.0106;
  46;    1.4522;    1.1155;    0.0064;
  47;    1.3175;    1.1568;    0.0031;
  48;    1.1721;    1.1772;    0.0012;
  49;    1.0227;    1.1777;    0.0003;
  50;    0.8743;    1.1582;    0.0001;
  51;    0.7306;    1.1176;    0.0000;
  52;    0.5939;    1.0545;    0.0000;
  53;    0.4664;    0.9692;    0.0000;
  54;    0.3496;    0.8641;    0.0000;
  55;    0.2448;    0.7431;    0.0000;
  56;    0.1522;    0.6107;    0.0000;
  57;    0.0704;    0.4697;    0.0000;
  58;   -0.0047;    0.3217;    0.0000;
  59;   -0.0786;    0.1672;    0.0000;
  60;   -0.1549;    0.0070;    0.0000;
  61;   -0.2337;   -0.1577;    0.0000;
  62;   -0.3118;   -0.3255;    0.0000;
  63;   -0.3859;   -0.4949;    0.0000;
  64;   -0.4542;   -0.6647;    0.0000;
  65;   -0.5169;   -0.8331;    0.0000;
  66;   -0.5752;   -0.9976;    0.0000;
  67;   -0.6313;   -1.1546;    0.0000;
  68;   -0.6880;   -1.3007;    0.0000;
  69;   -0.7488;   -1.4336;    0.0000;
  70;   -0.8179;   -1.5528;    0.0000;
  71;   -0.8985;   -1.6588;    0.0000;
  72;   -0.9928;   -1.7520;    0.0000;
  73;   -1.1006;   -1.8313;   -0.0000;
  74;   -1.2195;   -1.8946;   -0.0000;
  75;   -1.3446;   -1.9396;   -0.0000;
  76;   -1.4701;   -1.9650;   -0.0000;
  77;   -1.5903;   -1.9710;   -0.0000;
  78;   -1.7010;   -1.9585;   -0.0000;
  79;   -1.7984;   -1.9287;   -0.0000;
  80;   -1.8778;   -1.8820;   -0.0000;
  81;   -1.9333;   -1.8176;   -0.0001;
  82;   -1.9578;   -1.7327;   -0.0006;
  83;   -1.9446;   -1.6237;   -0.0032;
  84;   -1.8883;   -1.4869;   -0.0137;
  85;   -1.7862;   -1.3199;   -0.0474;
  86;   -1.6389;   -1.1227;   -0.1350;
  87;   -1.4510;   -0.8968;   -0.3183;
  88;   -1.2292;   -0.6460;   -0.6308;
  89;   -0.9814;   -0.3764;   -1.0698;
  90;   -0.7169;   -0.0972;   -1.5853;
  91;   -0.4487;    0.1777;   -2.0972;
  92;   -0.1961;    0.4286;   -2.5240;
  93;    0.0146;    0.6301;   -2.8050;
  94;    0.1580;    0.7582;   -2.9165;
  95;    0.2228;    0.8039;   -2.8830;
  96;    0.2223;    0.7839;   -2.7685;
  97;    0.1879;    0.7329;   -2.6436;
  98;    0.1501;    0.6837;   -2.5519;
  99;    0.1245;    0.6519;   -2.5014;
 100;    0.1120;    0.6366;   -2.4800;
 101;    0.1074;    0.6310;   -2.4728;
 102;    0.1061;    0.6295;   -2.4710;
 103;    0.1058;    0.6291;   -2.4706;
 104;    0.1057;    0.6291;   -2.4705;
 105;    0.1057;    0.6290;   -2.4705;
 106;    0.1057;    0.6290;   -2.4705;
 107;    0.1057;    0.6290;   -2.4705;
 108;    0.1057;    0.6290;   -2.4702;
 109;    0.1057;    0.6286;   -2.4687;
 110;    0.1054;    0.6268;   -2.4619;
 111;    0.1043;    0.6204;   -2.4367;
 112;    0.1012;    0.6019;   -2.3638;
 113;    0.0941;    0.5596;   -2.1977;
 114;    0.0813;    0.4835;   -1.8989;
 115;    0.0631;    0.3753;   -1.4741;
