time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-52;122;-52;122;-58.3265;51.8029;-173.333;145;132.398;1.97442;-58.3265;51.8029;80.1341;2.39002;-173.333;145;223.012;2.41413;
2;-93;83;-93;83;-57.1977;46.0837;-168.333;129.667;124.491;2.4144;-47.7551;41.8984;65.6478;2.3903;-168.333;129.667;209.239;2.45298;
3;-102;55;-102;55;-47.7551;41.8984;-137;122.333;115.769;2.6489;-33.9411;39.1407;54.1798;2.25303;-137;122.333;180.948;2.37415;
4;-78;37;-78;37;-33.9411;39.1407;-97.3333;124;86.2276;2.7012;-16.0944;32.8402;39.2987;1.99891;-97.3333;124;156.223;2.18913;
5;-8;33;-8;33;-16.0944;32.8402;-55;102;33.7213;1.81032;7.14419;33.8885;37.4458;1.38484;-55;102;115.816;2.00028;
6;41;42;41;42;7.14419;33.8885;6.66667;101.667;58.5216;0.794565;30.2094;42.641;54.5378;0.988591;6.66667;101.667;105.821;1.44344;
7;75;56;75;56;30.2094;42.641;74;124.333;93.456;0.639295;48.4041;60.4678;79.6153;0.920778;74;124.333;151.043;1.00656;
8;92;82;92;82;48.4041;60.4678;132.667;174.333;123.079;0.726526;55.307;85.5277;104.192;1.01373;132.667;174.333;225.824;0.905268;
9;100;123;100;123;55.307;85.5277;156.667;244.667;158.334;0.887212;51.2118;110.477;124.327;1.14819;156.667;244.667;296.983;0.98803;
10;98;187;98;187;51.2118;110.477;148.333;312.667;210.909;1.08755;40.92;107.586;117.755;1.21789;148.333;312.667;351.982;1.11445;
11;64;244;64;244;40.92;107.586;123.333;297;252.02;1.31404;28.3601;95.3307;102.193;1.29184;123.333;297;327.271;1.16195;
12;16;246;16;246;28.3601;95.3307;91.6667;272.667;246.279;1.50578;15.1833;74.9779;79.3138;1.38101;91.6667;272.667;292.996;1.22815;
13;0;9;0;9;15.1833;74.9779;54.6667;233.667;8.75862;1.5708;1.03674;47.5745;50.4928;1.55464;54.6667;233.667;244.8;1.3171;
14;-3;9;-11;6;1.03674;47.5745;9.33333;167;9.25816;1.90079;-12.5707;15.877;22.7297;2.16852;9.33333;167;171.058;1.47649;
15;-11;6;-38;-13;-12.5707;15.877;-34.6667;69.3333;12.4162;2.65931;-26.2782;-17.5927;30.294;-2.63567;-34.6667;69.3333;77.8028;1.93746;
16;-38;-13;-68;-49;-26.2782;-17.5927;-74.3333;-50.6667;40.241;-2.80629;-40.0126;-38.1644;53.4927;-2.42208;-74.3333;-50.6667;82.5113;-2.5301;
17;-68;-49;-103;-114;-40.0126;-38.1644;-111.333;-107;83.9566;-2.51485;-51.1572;-63.9672;79.7963;-2.27033;-111.333;-107;147.265;-2.36031;
18;-103;-114;-111;-160;-51.1572;-63.9672;-141.667;-177.667;153.818;-2.30449;-56.1306;-92.2304;105.609;-2.13363;-141.667;-177.667;220.456;-2.22923;
19;-111;-160;-94;-203;-56.1306;-92.2304;-157.667;-257.333;194.932;-2.17661;-51.7219;-116.908;125.272;-1.99834;-157.667;-257.333;295.47;-2.10678;
20;-94;-203;-59;-233;-51.7219;-116.908;-149.333;-329.333;223.926;-2.004;-38.3451;-133.495;136.159;-1.85797;-149.333;-329.333;355.841;-1.983;
21;-59;-233;-13;-229;-38.3451;-133.495;-117;-381.667;240.588;-1.81856;-17.3305;-135.531;133.776;-1.70238;-117;-381.667;394.098;-1.85427;
22;-13;-229;29;-206;-17.3305;-135.531;-60.3333;-391.667;229.61;-1.62744;4.55835;-123.059;120.226;-1.53471;-60.3333;-391.667;392.045;-1.70784;
23;29;-206;67;-144;4.55835;-123.059;1;-362;208.27;-1.4311;23.5839;-97.4913;97.4224;-1.32862;1;-362;358.787;-1.54913;
24;67;-144;73;-71;23.5839;-97.4913;57.3333;-295.333;159.043;-1.13595;36.5312;-65.3578;72.2354;-1.04411;57.3333;-295.333;298.989;-1.35471;
25;73;-71;75;-3;36.5312;-65.3578;98.6667;-208.333;102.002;-0.773207;41.8113;-33.4976;51.6262;-0.634095;98.6667;-208.333;230.559;-1.09581;
26;75;-3;65;28;41.8113;-33.4976;118.667;-118.667;75.07;-0.0431915;36.2096;-7.60253;36.2932;-0.129609;118.667;-118.667;170.427;-0.743599;
27;65;28;47;40;36.2096;-7.60253;106;-40;70.6791;0.403611;35.1549;6.24977;36.1155;0.256476;106;-40;118.596;-0.31464;
28;47;40;0;0;35.1549;6.24977;108.667;7;61.5609;0.702125;0;0;0;0;108.667;7;115.899;0.0889675;
29;-9;30;0;0;30.5199;19.774;96.6667;54.3333;31.0898;1.86448;0;0;0;0;0;0;0;0;
