time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.5923;    0.1822;   -0.0056;   -0.7023;   -0.0946;   -0.7940;    0.1277;    0.2849;   -0.1318;   -0.0156;    0.0002;    0.1315;
   2;    0.6484;    0.0607;    0.0044;   -0.6972;    0.0594;   -0.7607;    0.1188;    0.2759;   -0.2072;   -0.0677;   -0.0177;    0.2143;
   3;    0.6709;   -0.0363;    0.0124;   -0.6767;    0.1263;   -0.7106;    0.0714;    0.2237;   -0.2369;   -0.1179;    0.0230;    0.2523;
   4;    0.7025;   -0.1507;   -0.0591;   -0.5049;    0.0577;   -0.6476;    0.0715;    0.0816;   -0.2079;   -0.1254;    0.0573;    0.2834;
   5;    0.5942;   -0.2413;    0.0622;   -0.5248;    0.0415;   -0.4395;    0.0247;    0.0743;   -0.2019;   -0.2712;    0.0491;    0.3068;
   6;    0.5993;   -0.3464;    0.1157;   -0.5390;    0.1156;   -0.4071;   -0.0326;    0.0497;   -0.2245;   -0.2721;   -0.0079;    0.3411;
   7;    0.5006;   -0.3197;    0.2175;   -0.3590;    0.1735;   -0.4341;   -0.0280;   -0.0497;   -0.2263;   -0.2392;    0.0424;    0.3536;
   8;    0.3557;   -0.2866;    0.3507;   -0.1586;    0.2625;   -0.4786;   -0.0155;   -0.0747;   -0.2382;   -0.1673;    0.0299;    0.2658;
   9;    0.5064;   -0.2917;    0.4240;   -0.0078;    0.3382;   -0.4088;   -0.0089;   -0.2169;   -0.2943;   -0.0905;    0.0026;    0.1107;
  10;    0.5235;   -0.1119;    0.4015;   -0.1136;    0.4268;   -0.3709;    0.0221;   -0.2957;   -0.4487;    0.0253;    0.0283;   -0.0633;
