time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    1.7550;   -0.6381;   -0.3003;   -0.1524;   -0.0751;   -0.3898;    0.0770;    0.0031;   -0.1218;   -0.1333;    0.0093;    0.2510;
   2;    1.7109;   -0.6547;   -0.2807;   -0.0790;   -0.0789;   -0.3812;    0.0468;   -0.0895;   -0.0885;   -0.1221;    0.0236;    0.2714;
   3;    1.7462;   -0.6491;   -0.3046;   -0.0458;   -0.1335;   -0.2407;   -0.0520;   -0.1607;   -0.0645;   -0.1344;    0.0399;    0.2607;
   4;    1.5098;   -0.6460;   -0.1930;   -0.1679;    0.0001;   -0.1466;   -0.1752;   -0.1361;   -0.1052;   -0.1697;    0.0817;    0.2895;
   5;    1.3219;   -0.6568;   -0.1817;   -0.1322;    0.1003;   -0.1402;   -0.2638;   -0.1454;   -0.0929;   -0.1658;    0.0836;    0.2587;
   6;    1.2702;   -0.6830;   -0.1480;   -0.0908;    0.1833;   -0.1677;   -0.3211;   -0.1892;   -0.0639;   -0.1324;    0.0645;    0.2187;
   7;    1.2621;   -0.6814;   -0.1416;    0.0053;    0.1650;   -0.1077;   -0.3869;   -0.2257;   -0.0565;   -0.1070;    0.0732;    0.1645;
   8;    1.3747;   -0.7443;   -0.1112;    0.1271;    0.1031;   -0.0784;   -0.3736;   -0.2912;   -0.0571;   -0.0641;    0.0364;    0.1202;
   9;    1.4231;   -0.8359;   -0.0230;    0.2101;    0.1033;   -0.0822;   -0.3892;   -0.2432;   -0.1157;   -0.0557;    0.0465;    0.0678;
  10;    1.5406;   -0.9815;    0.1696;    0.1846;    0.1817;   -0.1207;   -0.4033;   -0.1940;   -0.1456;   -0.0855;    0.0607;    0.0154;
  11;    1.6951;   -1.1821;    0.4158;    0.1389;    0.2082;   -0.1231;   -0.4554;   -0.1865;   -0.1421;   -0.0850;    0.0471;   -0.0448;
  12;    1.4915;   -1.1185;    0.4369;    0.1994;    0.2002;   -0.0990;   -0.4518;   -0.2076;   -0.1214;   -0.0994;    0.0281;   -0.0540;
  13;    1.3298;   -1.0183;    0.4672;    0.2326;    0.2239;   -0.0884;   -0.4674;   -0.1915;   -0.0928;   -0.1141;    0.0080;   -0.0560;
  14;    1.1827;   -0.9510;    0.4643;    0.3769;    0.1972;   -0.0983;   -0.4222;   -0.1876;   -0.0999;   -0.0866;   -0.0021;   -0.0776;
  15;    1.2270;   -1.0120;    0.5552;    0.3976;    0.1911;   -0.1328;   -0.3620;   -0.1757;   -0.1306;   -0.0541;    0.0008;   -0.1283;
  16;    1.2848;   -1.1052;    0.7008;    0.3595;    0.1609;   -0.1407;   -0.3327;   -0.1282;   -0.1424;   -0.0689;    0.0015;   -0.1641;
