time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.3574;   -0.2030;    0.2260;   -0.8156;   -0.0887;   -0.7817;   -0.0696;    0.3489;   -0.1172;    0.0237;    0.0416;    0.1562;
   2;    0.1876;   -0.1913;    0.1123;   -0.7766;   -0.0846;   -0.7309;    0.0069;    0.3027;   -0.0919;   -0.0303;   -0.0137;    0.1518;
   3;    0.2357;   -0.2633;    0.1093;   -0.7918;   -0.0456;   -0.6390;   -0.0030;    0.2948;   -0.1126;   -0.1050;   -0.0557;    0.1650;
   4;    0.3979;   -0.4360;    0.1760;   -0.8175;    0.0105;   -0.5313;   -0.0734;    0.2857;   -0.1753;   -0.1730;   -0.0583;    0.1861;
   5;    0.3854;   -0.5285;    0.1854;   -0.7818;    0.1036;   -0.4718;   -0.0855;    0.2446;   -0.2853;   -0.2307;   -0.0470;    0.2274;
   6;    0.3065;   -0.5582;    0.2001;   -0.6831;    0.1523;   -0.4323;   -0.0867;    0.1776;   -0.3326;   -0.2635;   -0.0513;    0.2566;
   7;    0.3114;   -0.6036;    0.2324;   -0.5529;    0.2307;   -0.4012;   -0.0818;    0.0752;   -0.4162;   -0.2443;   -0.0081;    0.2660;
   8;    0.4017;   -0.5726;    0.2001;   -0.4469;    0.3072;   -0.3962;   -0.0675;   -0.0195;   -0.5154;   -0.1944;    0.0575;    0.2463;
   9;    0.6197;   -0.3635;    0.1108;   -0.3345;    0.3925;   -0.4331;   -0.0410;   -0.0910;   -0.5444;   -0.1492;    0.0824;    0.2209;
  10;    0.8284;   -0.2705;   -0.0912;   -0.0425;    0.3572;   -0.3963;   -0.0068;   -0.2173;   -0.5017;   -0.0515;    0.0106;    0.1312;
  11;    0.8615;   -0.4357;    0.0870;    0.1082;    0.3794;   -0.3515;    0.0197;   -0.2670;   -0.4720;   -0.0006;   -0.0241;    0.0018;
  12;    0.5307;   -0.3454;    0.2740;    0.0584;    0.4781;   -0.3563;    0.0121;   -0.2682;   -0.4508;    0.0339;   -0.0175;   -0.0867;
  13;    0.2749;   -0.1539;    0.3984;   -0.0657;    0.6310;   -0.4415;   -0.0123;   -0.2454;   -0.4719;    0.1179;   -0.0587;   -0.1678;
  14;    0.0727;   -0.1096;    0.5221;   -0.0699;    0.6695;   -0.4134;   -0.0281;   -0.2351;   -0.4655;    0.1258;   -0.1070;   -0.1692;
  15;    0.0783;   -0.1916;    0.5128;   -0.0123;    0.6911;   -0.4431;   -0.0481;   -0.1843;   -0.4400;    0.1218;   -0.1143;   -0.1685;
  16;    0.0740;   -0.2917;    0.5458;    0.0311;    0.6692;   -0.4200;   -0.0621;   -0.1709;   -0.4025;    0.1329;   -0.1055;   -0.1795;
  17;   -0.0023;   -0.3295;    0.5656;    0.0695;    0.6508;   -0.4145;   -0.0463;   -0.1674;   -0.3838;    0.1364;   -0.1099;   -0.1919;
