time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;
   1;    0.9432;    0.1644;   -0.0423;   -0.3756;   -0.4421;   -0.3039;    0.0999;    0.1566;    0.1512;   -0.3266;    0.0968;   -0.0143;
   2;    0.9753;    0.1710;   -0.1029;   -0.3207;   -0.4163;   -0.2990;    0.1074;    0.1326;    0.0983;   -0.3783;    0.1389;    0.0081;
   3;    0.9055;    0.1837;   -0.1874;   -0.2534;   -0.3744;   -0.2644;    0.0572;    0.1057;    0.0725;   -0.4385;    0.1608;    0.0352;
   4;    1.0623;    0.1253;   -0.1854;   -0.2968;   -0.3522;   -0.2507;    0.0378;    0.1158;    0.0596;   -0.4433;    0.1012;    0.0683;
   5;    1.1892;    0.0415;   -0.2076;   -0.2812;   -0.3652;   -0.2710;    0.0628;    0.0664;    0.0470;   -0.4249;    0.0441;    0.1007;
   6;    1.2373;   -0.0598;   -0.3581;   -0.2365;   -0.2408;   -0.2620;    0.0662;    0.0463;   -0.0298;   -0.3773;    0.0146;    0.1223;
   7;    1.3474;   -0.3006;   -0.3951;   -0.1887;   -0.1179;   -0.2472;    0.0233;    0.0382;   -0.1470;   -0.3146;    0.0246;    0.2209;
   8;    1.3499;   -0.2788;   -0.2364;   -0.2299;   -0.0036;   -0.2615;   -0.0058;    0.1223;   -0.2633;   -0.2895;    0.0353;    0.2235;
   9;    1.3177;   -0.3026;   -0.0678;   -0.2479;    0.1554;   -0.2497;   -0.0689;    0.1534;   -0.3684;   -0.2099;    0.0742;    0.1903;
  10;    1.3038;   -0.4132;    0.0131;   -0.2264;    0.2833;   -0.2329;   -0.0902;    0.1405;   -0.4038;   -0.1813;    0.0796;    0.1961;
  11;    1.2533;   -0.4370;   -0.0176;   -0.1361;    0.3103;   -0.1396;   -0.1749;    0.1007;   -0.3837;   -0.1931;    0.1444;    0.1507;
  12;    1.2138;   -0.4829;   -0.0271;   -0.0069;    0.3549;   -0.1088;   -0.2094;    0.0385;   -0.3485;   -0.1613;    0.1418;    0.1185;
  13;    1.1343;   -0.5504;    0.0376;    0.1287;    0.4209;   -0.1043;   -0.2217;    0.0355;   -0.3771;   -0.1255;    0.1164;    0.0683;
  14;    1.1854;   -0.6447;    0.1157;    0.1598;    0.4852;   -0.0875;   -0.2597;    0.0458;   -0.3774;   -0.1105;    0.1432;   -0.0222;
  15;    1.1191;   -0.6519;    0.2099;    0.1927;    0.5131;   -0.0576;   -0.2820;   -0.0012;   -0.3088;   -0.1201;    0.1312;   -0.0496;
  16;    1.0884;   -0.6532;    0.3042;    0.1561;    0.6084;   -0.1177;   -0.2891;    0.0025;   -0.3135;   -0.0707;    0.0835;   -0.1131;
  17;    1.1294;   -0.7192;    0.4293;    0.1269;    0.6129;   -0.1251;   -0.2900;   -0.0079;   -0.3445;   -0.0144;    0.0745;   -0.1832;
