time;row_1;row_2;row_3;row_4;
1;40.2;230;262.01;1.48199;
2;52;215.2;248.659;1.42942;
3;59;198.4;233.198;1.38954;
4;60.6;181.2;216.619;1.36796;
5;54.8;165.4;199.99;1.38045;
6;39.2;149.6;181.942;1.44827;
7;31.6;115.2;146.909;1.471;
8;15.8;85.2;116.184;1.58081;
9;-5.4;59.8;93.4918;1.81234;
10;-28.2;35.8;80.6162;2.16545;
11;-52.2;14.8;82.9405;2.55691;
12;-73;-6.4;93.2599;2.8749;
13;-90.8;-28.4;107.794;3.11768;
14;-102.4;-52.4;121.27;-2.96401;
15;-105.6;-76;130.571;-2.78955;
16;-96;-98.6;131.656;-2.60219;
17;-74.2;-121.4;128.401;-2.36027;
18;-46;-145.4;130.602;-2.07385;
19;-15.4;-170;142.739;-1.79951;
20;15.6;-189.8;158.828;-1.57938;
21;47.4;-201.8;173.513;-1.39447;
22;78;-203.8;183.284;-1.23129;
23;106;-198.2;189.449;-1.08153;
24;114;-204.4;198.725;-1.06066;
25;129.6;-210.4;211.848;-1.0102;
26;143.2;-203.8;214.017;-0.939929;
27;160.2;-176.2;203.976;-0.79228;
