time;row_1;row_2;row_3;
   1;    0.0025;    0.0952;    1.0282;
   2;   -0.0207;    0.1233;    1.3272;
   3;   -0.0588;    0.1423;    1.5187;
   4;   -0.1066;    0.1507;    1.5797;
   5;   -0.1557;    0.1509;    1.5289;
   6;   -0.1996;    0.1462;    1.4031;
   7;   -0.2355;    0.1384;    1.2380;
   8;   -0.2644;    0.1279;    1.0624;
   9;   -0.2888;    0.1141;    0.8968;
  10;   -0.3107;    0.0974;    0.7540;
  11;   -0.3309;    0.0791;    0.6394;
  12;   -0.3496;    0.0609;    0.5519;
  13;   -0.3673;    0.0432;    0.4846;
  14;   -0.3851;    0.0253;    0.4301;
  15;   -0.4049;    0.0063;    0.3888;
  16;   -0.4282;   -0.0150;    0.3697;
  17;   -0.4560;   -0.0395;    0.3746;
  18;   -0.4886;   -0.0670;    0.3885;
  19;   -0.5271;   -0.0970;    0.3929;
  20;   -0.5728;   -0.1291;    0.3849;
  21;   -0.6266;   -0.1645;    0.3748;
  22;   -0.6877;   -0.2046;    0.3668;
  23;   -0.7536;   -0.2507;    0.3558;
  24;   -0.8211;   -0.3032;    0.3429;
  25;   -0.8871;   -0.3618;    0.3383;
  26;   -0.9483;   -0.4257;    0.3424;
  27;   -1.0014;   -0.4938;    0.3365;
  28;   -1.0426;   -0.5644;    0.3029;
  29;   -1.0682;   -0.6361;    0.2471;
  30;   -1.0754;   -0.7068;    0.1915;
  31;   -1.0621;   -0.7745;    0.1520;
  32;   -1.0273;   -0.8366;    0.1283;
  33;   -0.9703;   -0.8902;    0.1100;
  34;   -0.8907;   -0.9325;    0.0880;
  35;   -0.7886;   -0.9606;    0.0609;
  36;   -0.6655;   -0.9721;    0.0361;
  37;   -0.5257;   -0.9651;    0.0214;
  38;   -0.3757;   -0.9391;    0.0154;
  39;   -0.2227;   -0.8946;    0.0120;
  40;   -0.0725;   -0.8331;    0.0126;
  41;    0.0717;   -0.7571;    0.0241;
  42;    0.2075;   -0.6692;    0.0465;
  43;    0.3316;   -0.5725;    0.0721;
  44;    0.4403;   -0.4697;    0.0958;
  45;    0.5315;   -0.3637;    0.1171;
  46;    0.6054;   -0.2568;    0.1303;
  47;    0.6639;   -0.1507;    0.1254;
  48;    0.7086;   -0.0462;    0.1003;
  49;    0.7413;    0.0572;    0.0663;
  50;    0.7639;    0.1603;    0.0371;
  51;    0.7792;    0.2624;    0.0185;
  52;    0.7896;    0.3614;    0.0087;
  53;    0.7966;    0.4542;    0.0038;
  54;    0.8002;    0.5384;    0.0015;
  55;    0.7987;    0.6122;    0.0005;
  56;    0.7905;    0.6745;    0.0001;
  57;    0.7737;    0.7247;    0.0000;
  58;    0.7474;    0.7633;    0.0000;
  59;    0.7115;    0.7912;    0.0000;
  60;    0.6674;    0.8102;    0.0000;
  61;    0.6175;    0.8215;    0.0000;
  62;    0.5646;    0.8257;    0.0000;
  63;    0.5108;    0.8220;    0.0000;
  64;    0.4585;    0.8096;    0.0000;
  65;    0.4095;    0.7872;    0.0000;
  66;    0.3648;    0.7542;    0.0000;
  67;    0.3233;    0.7100;    0.0000;
  68;    0.2829;    0.6551;    0.0000;
  69;    0.2414;    0.5905;    0.0000;
  70;    0.1986;    0.5186;    0.0000;
  71;    0.1566;    0.4423;    0.0000;
  72;    0.1185;    0.3651;    0.0000;
  73;    0.0863;    0.2904;    0.0000;
  74;    0.0602;    0.2215;    0.0000;
  75;    0.0391;    0.1610;    0.0000;
  76;    0.0221;    0.1105;    0.0000;
  77;    0.0090;    0.0691;    0.0000;
  78;   -0.0028;    0.0325;    0.0000;
  79;   -0.0179;   -0.0059;    0.0000;
  80;   -0.0419;   -0.0512;    0.0000;
  81;   -0.0781;   -0.1057;    0.0000;
  82;   -0.1258;   -0.1695;    0.0000;
  83;   -0.1811;   -0.2419;    0.0000;
  84;   -0.2403;   -0.3220;    0.0000;
  85;   -0.3009;   -0.4083;    0.0000;
  86;   -0.3612;   -0.4984;    0.0000;
  87;   -0.4186;   -0.5891;    0.0000;
  88;   -0.4695;   -0.6774;    0.0000;
  89;   -0.5102;   -0.7603;    0.0000;
  90;   -0.5383;   -0.8359;    0.0000;
  91;   -0.5531;   -0.9032;    0.0000;
  92;   -0.5553;   -0.9618;    0.0000;
  93;   -0.5450;   -1.0110;    0.0000;
  94;   -0.5216;   -1.0487;    0.0000;
