time;row_1;row_2;row_3;
   1;   -0.1587;    0.0735;    0.7197;
   2;   -0.2189;    0.1046;    0.9126;
   3;   -0.2750;    0.1369;    1.0414;
   4;   -0.3248;    0.1690;    1.1047;
   5;   -0.3696;    0.1995;    1.1239;
   6;   -0.4110;    0.2263;    1.1223;
   7;   -0.4493;    0.2470;    1.1105;
   8;   -0.4837;    0.2592;    1.0865;
   9;   -0.5137;    0.2607;    1.0472;
  10;   -0.5399;    0.2497;    0.9932;
  11;   -0.5634;    0.2249;    0.9249;
  12;   -0.5865;    0.1865;    0.8394;
  13;   -0.6118;    0.1354;    0.7403;
  14;   -0.6429;    0.0726;    0.6433;
  15;   -0.6822;   -0.0017;    0.5664;
  16;   -0.7301;   -0.0875;    0.5148;
  17;   -0.7847;   -0.1837;    0.4796;
  18;   -0.8426;   -0.2871;    0.4491;
  19;   -0.9000;   -0.3934;    0.4181;
  20;   -0.9526;   -0.4988;    0.3896;
  21;   -0.9964;   -0.6001;    0.3699;
  22;   -1.0271;   -0.6947;    0.3584;
  23;   -1.0404;   -0.7805;    0.3417;
  24;   -1.0332;   -0.8559;    0.3023;
  25;   -1.0035;   -0.9198;    0.2338;
  26;   -0.9501;   -0.9706;    0.1466;
  27;   -0.8724;   -1.0061;    0.0624;
  28;   -0.7699;   -1.0234;    0.0048;
  29;   -0.6434;   -1.0196;   -0.0131;
  30;   -0.4952;   -0.9925;    0.0028;
  31;   -0.3306;   -0.9411;    0.0336;
  32;   -0.1565;   -0.8663;    0.0625;
  33;    0.0202;   -0.7711;    0.0859;
  34;    0.1928;   -0.6601;    0.1082;
  35;    0.3554;   -0.5388;    0.1335;
  36;    0.5030;   -0.4126;    0.1623;
  37;    0.6318;   -0.2858;    0.1935;
  38;    0.7406;   -0.1609;    0.2223;
  39;    0.8297;   -0.0385;    0.2367;
  40;    0.9010;    0.0812;    0.2244;
  41;    0.9558;    0.1972;    0.1858;
  42;    0.9948;    0.3065;    0.1390;
  43;    1.0181;    0.4056;    0.1071;
  44;    1.0263;    0.4914;    0.1014;
  45;    1.0205;    0.5617;    0.1167;
  46;    1.0021;    0.6149;    0.1409;
  47;    0.9725;    0.6503;    0.1634;
  48;    0.9327;    0.6689;    0.1764;
  49;    0.8845;    0.6733;    0.1752;
  50;    0.8304;    0.6676;    0.1587;
  51;    0.7737;    0.6568;    0.1291;
  52;    0.7180;    0.6458;    0.0921;
  53;    0.6663;    0.6386;    0.0560;
  54;    0.6212;    0.6379;    0.0283;
  55;    0.5850;    0.6461;    0.0117;
