time;row_1;row_2;row_3;row_4;
1;-96.4;332.4;376.525;1.85393;
2;-111;324.4;373.276;1.89749;
3;-128.6;313.6;369.244;1.95204;
4;-144.4;301.8;364.669;2.00432;
5;-158.2;289.6;359.827;2.05339;
6;-170.4;277.6;355.237;2.0995;
7;-202.6;254.2;353.5;2.21178;
8;-234;224.2;350.89;2.33494;
9;-262.6;190.8;349.316;2.46054;
10;-288.2;152.6;348.179;2.59245;
11;-309.6;109.6;347.3;2.73066;
12;-327.6;59.8;347.945;2.88313;
13;-339.2;8;349.963;3.03529;
14;-347;-47.6;356.266;-3.08974;
15;-350.2;-106.2;367.167;-2.93012;
16;-349.8;-166.6;384.034;-2.77552;
17;-342.2;-226.2;402.526;-2.62999;
18;-327;-281.6;420.11;-2.4969;
19;-308.4;-333;439.253;-2.37764;
20;-283.8;-378;455.319;-2.26868;
21;-252.4;-415.4;466.284;-2.16536;
22;-217.8;-442.8;471.659;-2.07191;
23;-177.8;-463.2;472.471;-1.97678;
24;-134.8;-475.4;468.798;-1.88209;
25;-89.2;-480.4;461.783;-1.78462;
26;-40.6;-478.2;451.774;-1.68033;
27;12.6;-463;433.883;-1.56201;
28;66.6;-438.6;413.528;-1.43053;
29;122.2;-407.6;395.094;-1.27965;
30;176;-371;380.569;-1.11589;
31;226;-329.6;370.758;-0.944855;
32;275.6;-281;366.914;-0.756591;
33;323.4;-223;369.547;-0.552252;
34;368.4;-160.4;382.821;-0.349995;
35;408.4;-96.6;405.268;-0.167253;
36;442.8;-32.6;434.026;-0.00798729;
37;465.6;25;460.009;0.117952;
38;475.2;80.8;479.193;0.231475;
39;472.4;133.8;491.41;0.33796;
40;457;183.8;496.221;0.443507;
41;427;229;491.462;0.552992;
42;377.6;265.6;472.113;0.674217;
43;319.4;290.2;445.482;0.799241;
44;255;306.8;416.499;0.938316;
45;252.2;313.4;420.213;0.952976;
46;228.6;331;421.917;1.02279;
47;175.6;348;412.378;1.15435;
48;88;353.6;390.845;1.36671;
