time;row_1;row_2;row_3;row_4;
1;15.2;331.2;334.561;1.50204;
2;-15.4;314.6;317.262;1.5948;
3;-46.8;293.8;298.928;1.70169;
4;-69.4;273.2;282.57;1.79061;
5;-79.2;253;265.361;1.84328;
6;-68.4;234.8;244.988;1.82081;
7;-80.2;200.2;215.313;1.91381;
8;-80.8;165.8;183.521;1.97997;
9;-72.2;135.6;152.448;2.00704;
10;-50;113.8;123.791;1.91879;
11;-16;101.6;104.494;1.64949;
12;27;103.4;111.534;1.25362;
13;74.6;117;145.205;0.967485;
14;121.2;139;191.519;0.831881;
15;159.8;169.6;240.266;0.798893;
16;180;203.6;278.872;0.832033;
17;176.2;199.6;273.356;0.832457;
18;160.6;195;259.592;0.864981;
19;132.6;186.2;235.25;0.931351;
20;96.8;172.4;203.845;1.03205;
21;54.2;151;165.608;1.18717;
22;4.4;116.2;119.394;1.46856;
23;-49.2;71.6;84.9498;2.08004;
24;-104.8;11;97.9592;3.00261;
25;-154.8;-62;158.572;-2.75744;
26;-197.2;-141.8;235.08;-2.50773;
27;-220.8;-189.4;283.338;-2.42159;
28;-232.2;-238.8;325.832;-2.33055;
29;-223.6;-284.8;355.288;-2.22363;
30;-202.2;-327.4;378.565;-2.11012;
31;-170.6;-363.2;395.679;-1.99488;
32;-129.2;-383.8;400.097;-1.87912;
33;-80.2;-389;393.156;-1.75604;
34;-26.2;-372.6;370.487;-1.62052;
35;25.8;-341.2;340.291;-1.47194;
36;71.6;-298.6;306.489;-1.30879;
37;107.6;-245.6;269.03;-1.12753;
38;129;-241.8;275.574;-1.05139;
39;153.6;-221;271.582;-0.934473;
40;176.2;-164;244.765;-0.720189;
41;183.8;-93.6;212.111;-0.44356;
