time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 23; 132;23;132;-12;5;133.562;1.39773;
2; 11; 137;17;134.5;-14;4;137.009;1.49042;
3; -3; 141;10.3333;136.667;-25;-1;140.599;1.59214;
4; -28; 140;0.75;137.5;-26;-8;142.348;1.76879;
5; -54; 132;-10.2;136.4;-31;-20;142.217;1.96027;
6; -85; 112;-22.6667;132.333;-38;-38;140.257;2.22186;
7; -123; 74;-37;124;-8;-37;143.322;2.60257;
8; -131; 37;-48.75;113.125;16;-36;136.008;2.86939;
9; -115; 1;-56.1111;100.667;39;-14;115.001;3.13667;
10; -76; -13;-58.1;89.3;37;4;77.1781;-2.96665;
11; -39; -9;-56.3636;80.3636;34;18;40.1247;-2.90427;
12; -5; 9;-52.0833;74.4167;28;42;9.91906;2.09911;
13; 23; 51;-46.3077;72.6154;11;25;55.5517;1.14392;
14; 34; 76;-40.5714;72.8571;6;24;82.8633;1.148;
15; 40; 100;-35.2;74.6667;0;25;107.301;1.18879;
16; 40; 125;-30.5;77.8125;-3;14;130.831;1.26008;
17; 37; 139;-26.5294;81.4118;-4;0;143.421;1.30986;
18; 33; 139;-23.2222;84.6111;-5;-4;142.442;1.337;
19; 28; 135;-20.5263;87.2632;0;-30;137.449;1.36565;
20; 28; 105;-18.1;88.15;-2;-59;108.251;1.30916;
21; 26; 46;-16;86.1429;-4;-85;52.4626;1.05228;
22; 22; -39;-14.2727;80.4545;5;-97;45.1552;-1.06191;
23; 27; -136;-12.4783;71.0435;5;-75;139.079;-1.37542;
24; 32; -211;-10.625;59.2917;10;-21;213.841;-1.42059;
25; 42; -232;-8.52;47.64;1;-11;236.197;-1.39203;
26; 43; -243;-6.53846;36.4615;2;0;247.202;-1.39596;
27; 45; -243;-4.62963;26.1111;-2;7;247.558;-1.388;
28; 43; -236;-2.92857;16.75;-1;2;240.312;-1.39089;
29; 42; -234;-1.37931;8.10345;-2;12;238.166;-1.39352;
30; 40; -222;0;0.433333;95.7931;-10.3;226.001;-1.39287;
