time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 61; 107;61;107;-3;7;122.628;1.05685;
2; 58; 114;59.5;110.5;-11;17;127.392;1.10439;
3; 47; 131;55.3333;117.333;-27;18;138.735;1.23065;
4; 20; 149;46.5;125.25;-31;7;150.03;1.44189;
5; -11; 156;35;131.4;-39;1;156.226;1.64585;
6; -50; 157;20.8333;135.667;-29;-7;164.784;1.88364;
7; -79; 150;6.57143;137.714;-43;-27;169.677;2.05986;
8; -122; 123;-9.5;135.875;-28;-46;173.595;2.3559;
9; -150; 77;-25.1111;129.333;-3;-76;169.147;2.67039;
10; -153; 1;-37.9;116.5;20;-34;153.716;3.13648;
11; -133; -33;-46.5455;102.909;37;-9;137.778;-2.89812;
12; -96; -42;-50.6667;90.8333;57;19;105.526;-2.73003;
13; -39; -23;-49.7692;82.0769;60;31;46.0014;-2.61262;
14; 21; 8;-44.7143;76.7857;39;50;21.7285;0.366466;
15; 60; 58;-37.7333;75.5333;21;52;82.7888;0.772586;
16; 81; 110;-30.3125;77.6875;1;15;136.01;0.939374;
17; 82; 125;-23.7059;80.4706;-3;0;148.926;0.993436;
18; 79; 125;-18;82.9444;-4;-16;147.31;1.0105;
19; 75; 109;-13.1053;84.3158;-11;-73;131.73;0.971665;
20; 64; 36;-9.25;81.9;-27;-97;72.7028;0.514637;
21; 37; -61;-7.04762;75.0952;-18;-120;71.1607;-1.03571;
22; 19; -181;-5.86364;63.4545;-3;-40;182.135;-1.47023;
23; 16; -221;-4.91304;51.087;7;-13;221.742;-1.50181;
24; 23; -234;-3.75;39.2083;3;-4;235.272;-1.47593;
25; 26; -238;-2.56;28.12;2;1;239.553;-1.46505;
26; 28; -237;-1.38462;17.9231;1;2;238.778;-1.45627;
27; 29; -235;-0.259259;8.55556;-2;10;236.909;-1.45112;
28; 27; -225;0.714286;0.214286;143.322;2.60257;226.743;-1.45461;
