time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 52; 168;52;168;-11;7;175.426;1.2754;
2; 41; 175;46.5;171.5;-12;5;179.361;1.3455;
3; 29; 180;40.6667;174.333;-30;1;182.005;1.41596;
4; -1; 181;30.25;176;-35;-6;180.838;1.58147;
5; -36; 175;17;175.8;-29;-8;178.686;1.77898;
6; -65; 167;3.33333;174.333;-38;-42;179.383;1.94716;
7; -103; 125;-11.8571;167.286;-14;-40;162.43;2.2651;
8; -117; 85;-25;157;8;-39;145.27;2.51803;
9; -109; 46;-34.3333;144.667;24;-26;119.101;2.74662;
10; -85; 20;-39.4;132.2;51;-1;88.1889;2.91482;
11; -34; 19;-38.9091;121.909;53;19;39.6819;2.64724;
12; 19; 38;-34.0833;114.917;35;39;41.9215;1.12517;
13; 54; 77;-27.3077;112;18;29;93.3745;0.966303;
14; 72; 106;-20.2143;111.571;3;21;127.477;0.979418;
15; 75; 127;-13.8667;112.6;-1;7;146.872;1.04221;
16; 74; 134;-8.375;113.938;-2;0;152.476;1.07103;
17; 72; 134;-3.64706;115.118;0;-7;151.528;1.08262;
18; 72; 127;0.555556;115.778;-12;-75;145.382;1.06003;
19; 60; 52;3.68421;112.421;-13;-77;78.5827;0.720192;
20; 47; -25;5.85;105.55;-24;-101;52.4976;-0.500081;
21; 23; -126;6.66667;94.5238;-18;-50;128.088;-1.39764;
22; 5; -176;6.59091;82.2273;-15;-54;176.219;-1.5477;
23; -10; -230;5.86957;68.6522;-10;-18;230.432;-1.61825;
24; -20; -248;4.79167;55.4583;-1;-10;249.054;-1.65494;
25; -21; -258;3.76;42.92;2;-4;259.102;-1.65554;
26; -19; -262;2.88462;31.1923;2;-8;262.929;-1.64667;
27; -17; -270;2.14815;20.037;0;-1;270.767;-1.63707;
28; -17; -271;1.46429;9.64286;3;6;271.765;-1.63682;
29; -14; -265;0.931034;0.172414;9.73793e-310;1.7481e-308;265.592;-1.62704;
