time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; -2; 133;-2;133;-13;6;132.342;1.5881;
2; -15; 139;-8.5;136;-14;4;139.165;1.68089;
3; -29; 143;-15.3333;138.333;-16;2;145.305;1.77376;
4; -45; 145;-22.75;140;-16;-3;151.262;1.87488;
5; -61; 142;-30.4;140.4;-17;-9;154.041;1.98001;
6; -78; 133;-38.3333;139.167;-21;-20;153.749;2.10506;
7; -99; 113;-47;135.429;-12;-26;149.916;2.29469;
8; -111; 87;-55;129.375;-4;-25;140.844;2.48188;
9; -115; 62;-61.6667;121.889;7;-24;130.585;2.65275;
10; -108; 38;-66.3;113.5;33;-25;114.542;2.80969;
11; -75; 13;-67.0909;104.364;28;-1;76.2921;2.97936;
12; -47; 12;-65.4167;96.6667;43;9;48.6269;2.90659;
13; -4; 21;-60.6923;90.8462;27;18;20.7705;1.77885;
14; 23; 39;-54.7143;87.1429;19;23;44.546;1.03584;
15; 42; 62;-48.2667;85.4667;7;16;74.163;0.973505;
16; 49; 78;-42.1875;85;-3;17;91.3861;1.00864;
17; 46; 95;-37;85.5882;-5;8;104.815;1.11954;
18; 41; 103;-32.6667;86.5556;-4;2;110.124;1.19214;
19; 37; 105;-29;87.5263;1;-1;110.593;1.23244;
20; 38; 104;-25.65;88.35;0;-5;109.989;1.22085;
21; 38; 99;-22.619;88.8571;2;-50;105.306;1.20457;
22; 40; 49;-19.7727;87.0455;2;-61;62.5454;0.882926;
23; 42; -12;-17.087;82.7391;-3;-83;43.5937;-0.295071;
24; 39; -95;-14.75;75.3333;4;-94;103.211;-1.18634;
25; 43; -189;-12.44;64.76;3;-66;194.426;-1.34932;
26; 46; -255;-10.1923;52.4615;8;-17;259.731;-1.39389;
27; 54; -272;-7.81481;40.4444;2;-3;277.917;-1.37631;
28; 56; -275;-5.53571;29.1786;-1;1;281.25;-1.3714;
29; 55; -274;-3.44828;18.7241;-1;2;280.073;-1.37419;
30; 54; -272;-1.53333;9.03333;1;22;277.917;-1.37631;
31; 55; -250;0.290323;0.677419;2;6;256.578;-1.35592;
