time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 43; 156;43;156;-9;12;161.503;1.30413;
2; 34; 168;38.5;162;-11;8;171.117;1.3734;
3; 23; 176;33.3333;166.667;-25;12;177.236;1.44317;
4; -2; 188;24.5;172;-30;4;187.81;1.58379;
5; -32; 192;13.2;176;-37;0;194.518;1.73836;
6; -69; 192;-0.5;178.667;-30;-7;203.978;1.91818;
7; -99; 185;-14.5714;179.571;-31;-30;209.851;2.06447;
8; -130; 155;-29;176.5;-11;-33;202.426;2.27102;
9; -141; 122;-41.4444;170.444;-6;-68;186.653;2.43069;
10; -147; 54;-52;158.8;4;-77;156.948;2.79175;
11; -143; -23;-60.2727;142.273;32;-35;145.306;-2.9812;
12; -111; -58;-64.5;125.583;45;-11;125.726;-2.66026;
13; -66; -69;-64.6154;110.615;44;9;95.9369;-2.33582;
14; -22; -60;-61.5714;98.4286;38;22;64.2523;-1.92758;
15; 16; -38;-56.4;89.3333;21;38;41.2525;-1.18407;
16; 37; 0;-50.5625;83.75;9;98;36.5594;-0.00563148;
17; 46; 98;-44.8824;84.5882;2;36;107.886;1.13483;
18; 48; 134;-39.7222;87.3333;-3;4;141.995;1.22926;
19; 45; 138;-35.2632;90;0;-2;144.82;1.25804;
20; 45; 136;-31.25;92.3;1;-10;142.918;1.25373;
21; 46; 126;-27.5714;93.9048;2;-56;133.79;1.22332;
22; 48; 70;-24.1364;92.8182;-8;-89;84.4574;0.972652;
23; 40; -19;-21.3478;87.9565;-2;-54;43.9746;-0.451982;
24; 38; -73;-18.875;81.25;-4;-51;82.2786;-1.09676;
25; 34; -124;-16.76;73.04;10;-44;128.66;-1.30691;
26; 44; -168;-14.4231;63.7692;6;-19;173.754;-1.3174;
27; 50; -187;-12.037;54.4815;1;-9;193.655;-1.312;
28; 51; -196;-9.78571;45.5357;-2;-14;202.615;-1.3186;
29; 49; -210;-7.75862;36.7241;-3;-7;215.742;-1.34377;
30; 46; -217;-5.96667;28.2667;-1;-3;221.932;-1.36404;
31; 45; -220;-4.32258;20.2581;5;3;224.669;-1.37114;
32; 50; -217;-2.625;12.8438;-1;4;222.788;-1.34647;
33; 49; -213;-1.06061;6;1;22;218.666;-1.34686;
34; 50; -191;0.441176;0.205882;1.49934e-023;4.66726e-062;197.524;-1.31719;
