time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 43; 168;43;168;-8;9;172.415;1.32164;
2; 35; 177;39;172.5;-18;7;179.442;1.37724;
3; 17; 184;31.6667;176.333;-22;5;183.834;1.48084;
4; -5; 189;22.5;179.5;-23;2;188.171;1.59995;
5; -28; 191;12.4;181.8;-22;-2;192.213;1.71954;
6; -50; 189;2;183;-44;-20;194.748;1.83302;
7; -94; 169;-11.7143;181;-21;-25;192.826;2.08289;
8; -115; 144;-24.625;176.375;-17;-37;183.88;2.24984;
9; -132; 107;-36.5556;168.667;-4;-41;169.728;2.46638;
10; -136; 66;-46.5;158.4;17;-33;151.212;2.69659;
11; -119; 33;-53.0909;147;25;-18;123.719;2.87921;
12; -94; 15;-56.5;136;66;11;95.5298;2.99355;
13; -28; 26;-54.3077;127.538;34;19;37.9597;2.41946;
14; 6; 45;-50;121.643;27;20;44.4345;1.44636;
15; 33; 65;-44.4667;117.867;22;36;71.8671;1.1013;
16; 55; 101;-38.25;116.813;22;36;113.974;1.07206;
17; 77; 137;-31.4706;118;6;16;156.126;1.05861;
18; 83; 153;-25.1111;119.944;-10;16;173.033;1.0737;
19; 73; 169;-19.9474;122.526;-7;-1;183.066;1.16351;
20; 66; 168;-15.65;124.8;-3;-12;179.476;1.19712;
21; 63; 156;-11.9048;126.286;-7;-45;167.216;1.18763;
22; 56; 111;-8.81818;125.591;-5;-73;123.296;1.10374;
23; 51; 38;-6.21739;121.783;-22;-163;62.6699;0.633347;
24; 29; -125;-4.75;111.5;-21;-62;129.098;-1.34808;
25; 8; -187;-4.24;99.56;-5;-51;188.059;-1.53082;
26; 3; -238;-3.96154;86.5769;1;-42;238.922;-1.56027;
27; 4; -280;-3.66667;73;6;-31;280.931;-1.55828;
28; 10; -311;-3.17857;59.2857;10;-21;312.054;-1.5403;
29; 20; -332;-2.37931;45.7931;7;1;333.481;-1.51224;
30; 27; -331;-1.4;33.2333;-3;1;332.967;-1.49108;
31; 24; -330;-0.580645;21.5161;-4;3;331.744;-1.49985;
32; 20; -327;0.0625;10.625;-6;17;328.489;-1.51135;
33; 14; -310;0.484848;0.909091;0;0;311.203;-1.52735;
