time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 69; 121;69;121;-14;15;138.353;1.0561;
2; 55; 136;62;128.5;-16;18;145.837;1.1907;
3; 39; 154;54.3333;137;-24;10;158.09;1.32735;
4; 15; 164;44.5;143.75;-27;9;164.036;1.48469;
5; -12; 173;33.2;149.6;-41;-5;172.91;1.64543;
6; -53; 168;18.8333;152.667;-35;-28;175.889;1.88221;
7; -88; 140;3.57143;150.857;-23;-44;165.355;2.13837;
8; -111; 96;-10.75;144;-12;-58;147.06;2.43544;
9; -123; 38;-23.2222;132.222;11;-40;129.423;2.84821;
10; -112; -2;-32.1;118.8;35;-12;112.922;-3.11882;
11; -77; -14;-36.1818;106.727;43;3;79.2441;-2.95666;
12; -34; -11;-36;96.9167;39;9;36.7615;-2.82138;
13; 5; -2;-32.8462;89.3077;38;41;4.84571;-0.559381;
14; 43; 39;-27.4286;85.7143;22;54;57.0067;0.739754;
15; 65; 93;-21.2667;86.2;8;32;112.485;0.964388;
16; 73; 125;-15.375;88.625;-3;4;143.812;1.04558;
17; 70; 129;-10.3529;91;-2;-4;145.841;1.07714;
18; 68; 125;-6;92.8889;-4;-27;141.371;1.07619;
19; 64; 98;-2.31579;93.1579;-15;-104;116.081;0.99602;
20; 49; -6;0.25;88.2;-29;-68;48.5539;-0.13576;
21; 20; -74;1.19048;80.4762;-23;-72;76.9804;-1.31997;
22; -3; -146;1;70.1818;-7;-81;146.623;-1.59735;
23; -10; -227;0.521739;57.2609;4;-27;227.832;-1.61863;
24; -6; -254;0.25;44.2917;7;-17;254.665;-1.59787;
25; 1; -271;0.28;31.68;4;0;271.571;-1.5704;
26; 5; -271;0.461538;20.0385;0;4;271.602;-1.55567;
27; 5; -267;0.62963;9.40741;3;29;267.603;-1.55545;
28; 8; -238;0.892857;0.571429;51;-196;238.677;-1.54101;
