time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 40; 150;40;150;-5;9;154.628;1.31032;
2; 35; 159;37.5;154.5;-6;6;162.194;1.35441;
3; 29; 165;34.6667;158;-20;8;166.919;1.39725;
4; 9; 173;28.25;161.75;-21;2;172.637;1.51966;
5; -12; 175;20.2;164.4;-24;0;174.836;1.6405;
6; -36; 175;10.8333;166.167;-30;-11;178.124;1.77532;
7; -66; 164;-0.142857;165.857;-28;-10;176.303;1.95558;
8; -94; 154;-11.875;164.375;-44;-48;180.012;2.12136;
9; -138; 106;-25.8889;157.889;-22;-38;173.794;2.4899;
10; -160; 68;-39.3;148.9;-6;-35;173.784;2.74323;
11; -166; 33;-50.8182;138.364;29;-26;169.308;2.94897;
12; -137; 7;-58;127.417;83;-17;137.326;3.09489;
13; -54; -10;-57.6923;116.846;40;10;55.2015;-2.94859;
14; -14; 0;-54.5714;108.5;32;21;14.1887;-3.10012;
15; 18; 21;-49.7333;102.667;20;31;27.0983;0.852987;
16; 38; 52;-44.25;99.5;12;41;63.8262;0.936512;
17; 50; 93;-38.7059;99.1176;9;48;104.987;1.07632;
18; 59; 141;-33.2778;101.444;3;16;152.236;1.17407;
19; 62; 157;-28.2632;104.368;-6;2;168.187;1.19438;
20; 56; 159;-24.05;107.1;0;0;167.96;1.23199;
21; 56; 159;-20.2381;109.571;-4;-12;167.96;1.23199;
22; 52; 147;-16.9545;111.273;-4;-46;155.313;1.2306;
23; 48; 101;-14.1304;110.826;-3;-56;111.219;1.12631;
24; 45; 45;-11.6667;108.083;-9;-156;63.0996;0.780784;
25; 36; -111;-9.76;99.32;-9;-62;117.198;-1.26016;
26; 27; -173;-8.34615;88.8462;-1;-40;175.648;-1.41748;
27; 26; -213;-7.07407;77.6667;-2;-34;215.144;-1.45048;
28; 24; -247;-5.96429;66.0714;1;-22;248.732;-1.47487;
29; 25; -269;-4.89655;54.5172;2;-27;270.729;-1.47898;
30; 27; -296;-3.83333;42.8333;4;-15;297.799;-1.4806;
31; 31; -311;-2.70968;31.4194;0;-6;313.109;-1.47219;
32; 31; -317;-1.65625;20.5313;0;-1;319.081;-1.47404;
33; 31; -318;-0.666667;10.2727;-3;-1;320.076;-1.47435;
34; 28; -319;0.176471;0.588235;1.6569e-047;6.72327e-067;320.797;-1.48395;
