time;row_1;row_2;row_3;row_4;
1;-0.0813627;173.788;169.58;1.57838;
2;-5.17297;166.951;162.864;1.60996;
3;-11.0029;158.831;155.099;1.64958;
4;-18.4666;149.763;146.873;1.70513;
5;-31.647;132.186;132.123;1.82207;
6;-44.1117;114.248;119.001;1.96146;
7;-55.3899;95.6757;107.556;2.1249;
8;-65.8854;75.0311;97.5512;2.32916;
9;-74.325;52.8673;89.8437;2.56931;
10;-80.5114;29.7443;85.6111;2.83876;
11;-83.9177;6.74929;85.1594;3.1118;
12;-84.1255;-15.8665;87.66;-2.91048;
13;-80.4317;-38.8238;92.2849;-2.65644;
14;-73.0879;-58.4237;97.173;-2.44111;
15;-62.434;-74.6993;101.375;-2.24945;
16;-49.9345;-86.7885;104.385;-2.08277;
17;-35.4468;-94.6742;105.46;-1.92573;
18;-18.9771;-97.4613;103.657;-1.76674;
19;-0.0292544;-94.9592;99.1795;-1.58323;
20;19.4681;-89.8374;95.807;-1.37899;
21;38.7028;-82.7503;94.7033;-1.16368;
22;56.7558;-74.5081;96.3481;-0.956266;
23;72.2475;-65.2812;99.3809;-0.774371;
24;85.1161;-55.3082;102.879;-0.616955;
25;94.4274;-43.5422;104.743;-0.473408;
26;101.301;-31.4957;106.276;-0.342663;
27;104.57;-19.103;105.963;-0.221851;
28;104.435;-7.477;103.891;-0.112757;
29;100.662;2.91701;99.4665;-0.0130258;
30;90.3534;11.6016;89.4551;0.0826943;
31;75.2099;16.8715;75.0809;0.169413;
32;55.6813;19.2122;56.5046;0.268678;
33;33.7204;17.3857;35.0836;0.384913;
34;11.1462;11.213;12.1596;0.613476;
35;-10.6888;1.88871;12.1177;-2.94862;
36;-28.7398;-9.22786;32.8218;-2.71969;
37;-36.5703;-13.4555;41.702;-2.70409;
38;-47.0711;-23.1621;55.4964;-2.62575;
