time;row_1;row_2;row_3;
   1;   -0.1461;   -0.0215;    0.7064;
   2;   -0.1971;   -0.0569;    0.8833;
   3;   -0.2410;   -0.1117;    0.9807;
   4;   -0.2757;   -0.1853;    1.0007;
   5;   -0.3025;   -0.2761;    0.9716;
   6;   -0.3234;   -0.3819;    0.9236;
   7;   -0.3399;   -0.4994;    0.8753;
   8;   -0.3530;   -0.6240;    0.8341;
   9;   -0.3638;   -0.7509;    0.7985;
  10;   -0.3729;   -0.8754;    0.7597;
  11;   -0.3809;   -0.9934;    0.7095;
  12;   -0.3880;   -1.1020;    0.6484;
  13;   -0.3946;   -1.2001;    0.5840;
  14;   -0.4024;   -1.2891;    0.5230;
  15;   -0.4134;   -1.3726;    0.4706;
  16;   -0.4297;   -1.4543;    0.4321;
  17;   -0.4527;   -1.5370;    0.4068;
  18;   -0.4827;   -1.6227;    0.3809;
  19;   -0.5191;   -1.7120;    0.3367;
  20;   -0.5607;   -1.8046;    0.2683;
  21;   -0.6057;   -1.8981;    0.1847;
  22;   -0.6517;   -1.9893;    0.0979;
  23;   -0.6956;   -2.0737;    0.0173;
  24;   -0.7347;   -2.1467;   -0.0507;
  25;   -0.7664;   -2.2023;   -0.1044;
  26;   -0.7873;   -2.2329;   -0.1466;
  27;   -0.7915;   -2.2287;   -0.1779;
  28;   -0.7703;   -2.1796;   -0.1955;
  29;   -0.7155;   -2.0790;   -0.1979;
  30;   -0.6246;   -1.9273;   -0.1882;
  31;   -0.5030;   -1.7325;   -0.1698;
  32;   -0.3616;   -1.5069;   -0.1414;
  33;   -0.2123;   -1.2640;   -0.0996;
  34;   -0.0650;   -1.0170;   -0.0478;
  35;    0.0703;   -0.7798;   -0.0008;
  36;    0.1824;   -0.5664;    0.0265;
  37;    0.2596;   -0.3872;    0.0352;
  38;    0.2961;   -0.2459;    0.0414;
  39;    0.2948;   -0.1384;    0.0585;
  40;    0.2652;   -0.0557;    0.0853;
  41;    0.2190;    0.0128;    0.1096;
  42;    0.1659;    0.0764;    0.1193;
  43;    0.1136;    0.1419;    0.1095;
  44;    0.0684;    0.2137;    0.0860;
  45;    0.0337;    0.2935;    0.0591;
  46;    0.0100;    0.3814;    0.0352;
  47;   -0.0045;    0.4773;    0.0160;
  48;   -0.0100;    0.5802;    0.0038;
  49;   -0.0044;    0.6884;    0.0016;
  50;    0.0150;    0.7993;    0.0064;
  51;    0.0473;    0.9089;    0.0099;
  52;    0.0877;    1.0131;    0.0068;
  53;    0.1306;    1.1078;   -0.0014;
  54;    0.1719;    1.1890;   -0.0102;
  55;    0.2107;    1.2531;   -0.0150;
  56;    0.2475;    1.2974;   -0.0146;
  57;    0.2836;    1.3201;   -0.0127;
  58;    0.3210;    1.3204;   -0.0149;
  59;    0.3619;    1.2989;   -0.0217;
  60;    0.4089;    1.2574;   -0.0282;
  61;    0.4637;    1.1992;   -0.0318;
  62;    0.5255;    1.1284;   -0.0366;
  63;    0.5917;    1.0495;   -0.0454;
  64;    0.6584;    0.9653;   -0.0548;
  65;    0.7214;    0.8770;   -0.0610;
  66;    0.7761;    0.7846;   -0.0656;
  67;    0.8179;    0.6882;   -0.0709;
  68;    0.8427;    0.5880;   -0.0732;
  69;    0.8480;    0.4848;   -0.0667;
  70;    0.8332;    0.3790;   -0.0498;
  71;    0.8005;    0.2715;   -0.0233;
  72;    0.7529;    0.1638;    0.0125;
  73;    0.6940;    0.0572;    0.0526;
  74;    0.6267;   -0.0481;    0.0858;
  75;    0.5544;   -0.1527;    0.1042;
  76;    0.4805;   -0.2561;    0.1097;
  77;    0.4080;   -0.3559;    0.1084;
  78;    0.3389;   -0.4481;    0.1031;
  79;    0.2741;   -0.5293;    0.0962;
  80;    0.2145;   -0.5967;    0.0944;
  81;    0.1616;   -0.6486;    0.1027;
  82;    0.1173;   -0.6849;    0.1186;
  83;    0.0821;   -0.7065;    0.1391;
  84;    0.0545;   -0.7151;    0.1689;
  85;    0.0316;   -0.7133;    0.2132;
  86;    0.0105;   -0.7037;    0.2652;
  87;   -0.0111;   -0.6893;    0.3115;
  88;   -0.0356;   -0.6735;    0.3482;
  89;   -0.0655;   -0.6595;    0.3826;
  90;   -0.1024;   -0.6500;    0.4169;
  91;   -0.1473;   -0.6466;    0.4436;
  92;   -0.2008;   -0.6503;    0.4573;
  93;   -0.2643;   -0.6613;    0.4603;
  94;   -0.3398;   -0.6798;    0.4555;
  95;   -0.4280;   -0.7055;    0.4446;
  96;   -0.5279;   -0.7367;    0.4296;
  97;   -0.6365;   -0.7706;    0.4063;
  98;   -0.7494;   -0.8031;    0.3604;
  99;   -0.8622;   -0.8302;    0.2840;
 100;   -0.9698;   -0.8492;    0.1937;
 101;   -1.0668;   -0.8586;    0.1201;
 102;   -1.1474;   -0.8570;    0.0792;
 103;   -1.2051;   -0.8428;    0.0630;
 104;   -1.2340;   -0.8138;    0.0523;
 105;   -1.2298;   -0.7691;    0.0297;
 106;   -1.1897;   -0.7085;   -0.0205;
 107;   -1.1137;   -0.6336;   -0.1139;
 108;   -1.0048;   -0.5469;   -0.2706;
 109;   -0.8692;   -0.4507;   -0.5174;
 110;   -0.7141;   -0.3467;   -0.8717;
 111;   -0.5469;   -0.2352;   -1.3105;
 112;   -0.3744;   -0.1168;   -1.7635;
 113;   -0.2045;    0.0054;   -2.1477;
 114;   -0.0482;    0.1228;   -2.4093;
 115;    0.0798;    0.2219;   -2.5345;
 116;    0.1654;    0.2882;   -2.5406;
 117;    0.2030;    0.3147;   -2.4664;
 118;    0.2010;    0.3078;   -2.3614;
 119;    0.1786;    0.2843;   -2.2675;
 120;    0.1545;    0.2606;   -2.2049;
 121;    0.1382;    0.2450;   -2.1726;
 122;    0.1302;    0.2374;   -2.1595;
 123;    0.1273;    0.2346;   -2.1552;
 124;    0.1264;    0.2339;   -2.1542;
