time;row_1;row_2;row_3;
   1;    0.0343;    0.1816;    0.7381;
   2;    0.0450;    0.2159;    0.9858;
   3;    0.0492;    0.2213;    1.1820;
   4;    0.0446;    0.1979;    1.2964;
   5;    0.0325;    0.1534;    1.3178;
   6;    0.0156;    0.0954;    1.2551;
   7;   -0.0056;    0.0257;    1.1391;
   8;   -0.0344;   -0.0603;    1.0162;
   9;   -0.0763;   -0.1695;    0.9276;
  10;   -0.1352;   -0.3063;    0.8856;
  11;   -0.2110;   -0.4699;    0.8747;
  12;   -0.3005;   -0.6567;    0.8729;
  13;   -0.4000;   -0.8626;    0.8651;
  14;   -0.5064;   -1.0822;    0.8374;
  15;   -0.6172;   -1.3078;    0.7771;
  16;   -0.7290;   -1.5298;    0.6859;
  17;   -0.8372;   -1.7393;    0.5853;
  18;   -0.9367;   -1.9307;    0.5015;
  19;   -1.0234;   -2.1020;    0.4482;
  20;   -1.0946;   -2.2533;    0.4195;
  21;   -1.1487;   -2.3849;    0.3955;
  22;   -1.1844;   -2.4959;    0.3555;
  23;   -1.2009;   -2.5838;    0.2893;
  24;   -1.1981;   -2.6449;    0.2012;
  25;   -1.1765;   -2.6745;    0.1081;
  26;   -1.1358;   -2.6669;    0.0346;
  27;   -1.0746;   -2.6155;   -0.0014;
  28;   -0.9907;   -2.5142;   -0.0034;
  29;   -0.8840;   -2.3612;    0.0069;
  30;   -0.7577;   -2.1609;    0.0095;
  31;   -0.6188;   -1.9229;    0.0003;
  32;   -0.4764;   -1.6600;   -0.0133;
  33;   -0.3400;   -1.3853;   -0.0268;
  34;   -0.2188;   -1.1126;   -0.0425;
  35;   -0.1200;   -0.8564;   -0.0594;
  36;   -0.0476;   -0.6300;   -0.0663;
  37;   -0.0009;   -0.4421;   -0.0521;
  38;    0.0242;   -0.2948;   -0.0199;
  39;    0.0339;   -0.1842;    0.0147;
  40;    0.0341;   -0.1023;    0.0381;
  41;    0.0290;   -0.0393;    0.0456;
  42;    0.0208;    0.0149;    0.0366;
  43;    0.0108;    0.0689;    0.0134;
  44;    0.0005;    0.1277;   -0.0149;
  45;   -0.0088;    0.1939;   -0.0351;
  46;   -0.0147;    0.2691;   -0.0405;
  47;   -0.0133;    0.3551;   -0.0341;
  48;   -0.0010;    0.4527;   -0.0207;
  49;    0.0247;    0.5604;   -0.0015;
  50;    0.0641;    0.6743;    0.0209;
  51;    0.1157;    0.7893;    0.0395;
  52;    0.1776;    0.9010;    0.0492;
