time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-34;149;-34;149;-25.2394;99.1634;-74.6667;292.333;152.955;1.79949;-25.2394;99.1634;104.232;1.84308;-74.6667;292.333;299.036;1.80454;
2;-38;145;-26;138;-25.2681;99.2604;-74.6667;292.667;150.043;1.8315;-12.3002;85.2408;87.7764;1.74359;-55;276;279.015;1.7495;
3;-38;146;9;104;-24.0676;98.3578;-70.6667;290;151.01;1.8298;-4.6847;75.652;77.2431;1.66774;-37.6667;252;252.64;1.69885;
4;-38;146;18;77;-18.9344;93.6729;-55;276;151.01;1.8298;1.82473;61.8992;63.135;1.58611;-18;227;225.923;1.62658;
5;-26;138;14;31;-12.3002;85.2408;-37.6667;252;140.528;1.76178;5.04039;46.4836;47.7649;1.5237;-0.666667;188.667;187.298;1.5455;
6;9;104;-6;13;-4.6847;75.652;-18;227;104.306;1.4909;2.13194;30.9379;32.173;1.59131;10;144.333;143.733;1.46341;
7;18;77;-40;-2;1.82473;61.8992;-0.666667;188.667;78.8985;1.34942;-6.87602;17.7634;21.3109;2.04166;5.33333;97.6667;96.8353;1.45968;
8;21;70;-61;-12;5.04039;46.4836;10;144.333;72.8649;1.28811;-19.9334;7.31602;24.2783;2.78195;-18;59;58.9331;1.78618;
9;14;31;-88;-14;2.13194;30.9379;5.33333;97.6667;33.7174;1.16454;-34.3715;-1.00163;37.1639;3.13549;-53.3333;28.6667;55.1277;2.6248;
10;-6;13;-100;-12;-6.87602;17.7634;-18;59;14.5898;2.04604;-48.731;-4.89708;51.6532;-3.07051;-93.6667;1.33333;88.262;-3.14051;
11;-40;-2;-113;-8;-19.9334;7.31602;-53.3333;28.6667;40.7262;-3.0918;-60.2305;-6.54773;63.2463;-3.05739;-136;-11.6667;131.25;-3.04165;
12;-61;-12;-102;-8;-34.3715;-1.00163;-93.6667;1.33333;62.8374;-2.94901;-72.0664;-5.73787;74.9938;-3.08143;-171.333;-18.3333;167.101;-3.02305;
13;-88;-14;-87;-12;-48.731;-4.89708;-136;-11.6667;89.7782;-2.98471;-59.2381;-9.47736;62.5759;-3.00938;-194.333;-19.6667;190.103;-3.0304;
14;-100;-12;-71;-18;-60.2305;-6.54773;-171.333;-18.3333;101.392;-3.02269;-42.4316;-20.9912;49.353;-2.7296;-210;-17.6667;205.484;-3.04853;
15;-113;-8;-57;-30;-67.5924;-6.55148;-194.333;-19.6667;113.959;-3.0711;-28.3404;-29.703;42.1902;-2.40075;-193.333;-19.6667;189.109;-3.02981;
16;-112;-7;-45;-46;-72.0664;-5.73787;-210;-17.6667;112.895;-3.07931;-11.0611;-38.237;39.5163;-1.92897;-176.333;-27.6667;173.387;-2.97299;
17;-109;-6;-26;-66;-73.5551;-4.99833;-216;-15.3333;109.841;-3.08669;9.3445;-45.4578;44.7122;-1.42371;-156;-40.6667;156.368;-2.86902;
18;-108;-6;25;-81;-73.7352;-4.67571;-218;-14;108.843;-3.08619;32.2049;-50.4598;57.3486;-1.03226;-129.333;-60;138.318;-2.68141;
19;-106;-7;63;-83;-72.5174;-4.74734;-214.333;-14;106.907;-3.07581;55.4082;-52.4266;73.4148;-0.771738;-87;-84.3333;118.376;-2.3313;
20;-106;-8;101;-81;-69.8169;-5.35139;-206;-15.6667;106.977;-3.06649;76.7697;-51.6601;89.5326;-0.598347;-37;-108;113.899;-1.85188;
21;-102;-8;135;-78;-65.4007;-6.72574;-193.333;-19.6667;102.989;-3.06357;92.027;-49.0058;101.221;-0.491572;20.3333;-129;132.944;-1.37596;
22;-87;-12;155;-70;-59.2381;-9.47736;-176.333;-27.6667;88.4967;-3.00527;102.56;-46.2248;109.446;-0.423692;84.3333;-145;171.739;-1.02099;
23;-71;-18;168;-65;-51.7586;-14.0723;-156;-40.6667;73.9079;-2.89519;112.402;-40.8818;116.563;-0.347118;151;-153;219.797;-0.779041;
24;-57;-30;0;0;-42.4316;-20.9912;-129.333;-60;65.0239;-2.66159;0;0;0;0;215.667;-152.667;269.477;-0.608735;
25;-45;-46;0;0;-28.3404;-29.703;-87;-84.3333;64.8441;-2.35236;0;0;0;0;262;-145.667;305.192;-0.502908;
26;-26;-66;0;0;-11.0611;-38.237;-37;-108;71.2121;-1.95476;0;0;0;0;296;-138;332.092;-0.433279;
27;25;-81;0;0;9.3445;-45.4578;20.3333;-129;84.5994;-1.27916;0;0;0;0;317.667;-131;349.16;-0.389016;
28;63;-83;0;0;32.2049;-50.4598;84.3333;-145;103.816;-0.926879;0;0;0;0;328;-125;356.571;-0.362452;
29;101;-81;0;0;55.4082;-52.4266;151;-153;128.959;-0.679389;0;0;0;0;0;0;0;0;
30;135;-78;0;0;76.7697;-51.6601;215.667;-152.667;155.342;-0.526246;0;0;0;0;0;0;0;0;
31;155;-70;0;0;92.027;-49.0058;262;-145.667;169.469;-0.425981;0;0;0;0;0;0;0;0;
32;168;-65;0;0;102.56;-46.2248;296;-138;179.516;-0.370665;0;0;0;0;0;0;0;0;
33;164;-60;0;0;108.768;-43.8371;317.667;-131;174.006;-0.352208;0;0;0;0;0;0;0;0;
34;165;-60;0;0;111.521;-42.0305;328;-125;174.945;-0.350236;0;0;0;0;0;0;0;0;
35;166;-60;0;0;112.402;-40.8818;331.667;-121;175.885;-0.348285;0;0;0;0;0;0;0;0;
36;166;-60;0;0;112.206;-40.4399;330.667;-119.333;175.885;-0.348285;0;0;0;0;0;0;0;0;
37;166;-58;0;0;112.499;-40.4255;331.667;-119.333;175.212;-0.337556;0;0;0;0;0;0;0;0;
