time;row_1;row_2;
     1;   -1.5252;    1.1326;
     2;   -1.5262;    1.1115;
     3;   -1.2104;    1.6292;
     4;   -1.7926;    1.6630;
     5;   -1.5551;    1.9949;
     6;   -1.2147;    1.8965;
     7;   -0.9898;    1.8680;
     8;   -0.5921;    1.6898;
     9;   -0.0800;    1.5449;
    10;    0.0487;    1.4048;
    11;    0.3672;    0.8793;
    12;    0.1743;    1.0421;
    13;   -0.3163;    1.4106;
    14;   -0.0174;    1.3911;
    15;    0.5142;    1.3404;
    16;    0.0803;    1.4387;
    17;   -0.1041;    1.7107;
    18;    0.4319;    1.2516;
    19;    0.5758;    1.2171;
    20;    0.8999;    0.7028;
    21;    0.3291;    0.5633;
    22;   -0.0719;    0.7266;
    23;   -0.3380;    0.8805;
    24;   -0.1879;    1.2052;
    25;    0.2893;    0.6356;
    26;    0.4400;    0.5050;
    27;    0.8720;    0.6406;
    28;    1.2531;    1.0415;
    29;    1.4351;    1.5764;
    30;    1.8636;    1.4384;
    31;    1.9008;    1.4179;
    32;    1.6658;    1.6679;
    33;    1.5861;    1.6403;
    34;    1.3860;    1.2024;
    35;    1.5745;    1.3776;
    36;    1.2328;    1.9467;
    37;    0.8571;    1.4166;
    38;    0.9070;    1.3776;
    39;    1.2587;    1.5834;
    40;    0.9900;    1.7268;
    41;    0.8062;    1.3204;
    42;    1.0842;    1.2484;
    43;    1.4753;    1.5916;
    44;    1.8594;    1.1826;
    45;    1.2991;    0.6886;
    46;    1.1739;    1.0341;
    47;    1.1190;    0.6475;
    48;    0.6963;    0.8773;
    49;    0.2471;    0.5277;
    50;    0.1271;    0.0597;
    51;   -0.4570;   -0.0769;
    52;   -0.7742;    0.0367;
    53;   -0.6544;    0.3215;
    54;   -0.4617;    0.7919;
    55;    0.0297;    0.3136;
    56;    0.2292;    0.4726;
    57;    0.7656;    0.5536;
    58;    1.3050;    0.5369;
    59;    1.6026;    0.9187;
    60;    1.6295;    1.4365;
    61;    1.4866;    1.8721;
    62;    1.0464;    1.6249;
    63;    1.5633;    1.3690;
    64;    1.3296;    0.9929;
    65;    1.9075;    1.2793;
    66;    1.7467;    1.6406;
    67;    1.4319;    1.8688;
    68;    1.4676;    1.7046;
    69;    0.8935;    1.2790;
    70;    1.0394;    0.7316;
    71;    0.4980;    0.2153;
    72;    0.1162;    0.6024;
    73;    0.4859;    0.9593;
    74;    0.6676;    1.0761;
    75;    0.9020;    0.8347;
    76;    1.3648;    0.5547;
    77;    1.9333;    0.9199;
    78;    1.5750;    0.7916;
    79;    1.0552;    1.3086;
    80;    1.3512;    1.2295;
    81;    1.9409;    1.5717;
    82;    1.7001;    1.1043;
    83;    1.6460;    1.2574;
    84;    1.7504;    1.6324;
    85;    1.3580;    1.5355;
    86;    1.5889;    1.7172;
    87;    1.0633;    1.2227;
    88;    0.5317;    1.3975;
    89;    0.4227;    1.5182;
    90;   -1.2018;   -2.4588;
    91;   -0.8297;   -1.3911;
    92;   -0.4988;   -0.8142;
    93;   -0.2272;   -0.4466;
    94;    0.0274;   -0.1904;
    95;    0.1529;    0.0602;
    96;    0.4263;    0.2503;
    97;    0.6393;    0.5215;
    98;    0.7741;    0.7411;
    99;    1.0068;    0.9685;
   100;    1.2264;    1.0172;
   101;    1.3026;    1.1456;
   102;    1.2358;    1.0905;
   103;    1.2292;    1.0621;
   104;    1.2553;    0.9251;
   105;    1.0839;    0.8775;
   106;    0.9587;    0.7064;
   107;    0.7640;    0.7011;
   108;    0.6685;    0.5326;
   109;    0.5339;    0.3163;
   110;    0.3112;    0.0731;
   111;    0.0448;   -0.0604;
   112;   -0.2772;   -0.1959;
   113;   -0.7504;   -0.1784;
   114;   -1.1418;   -0.3663;
   115;    1.0305;   -0.2385;
   116;    0.6037;    0.1530;
   117;    0.2907;   -0.0017;
   118;    0.7291;    0.4516;
   119;    0.7417;    0.7084;
   120;    0.5802;    0.4455;
   121;    0.7533;   -0.0921;
   122;    0.9578;   -0.1913;
   123;    1.3646;   -0.1744;
   124;    1.3288;   -0.2760;
   125;    1.0681;    0.3162;
   126;    1.4687;    0.1873;
   127;    1.3823;   -0.1892;
   128;    1.9127;    0.3289;
   129;    1.5292;    0.2242;
   130;    1.7161;    0.7003;
   131;    1.7309;    0.9646;
   132;    1.4484;    0.7068;
   133;    1.1820;    1.2493;
   134;    0.6320;    1.1009;
   135;    0.4227;    1.4128;
   136;    0.2836;    1.5961;
   137;    0.8201;    1.3859;
   138;    0.5638;    1.2754;
   139;    0.8011;    1.1451;
   140;    1.0310;    1.2977;
   141;    1.3755;    1.6662;
   142;    1.3910;    1.8808;
   143;    1.3154;    1.7250;
   144;    1.2569;    1.4461;
   145;    1.8089;    1.0035;
   146;    1.7133;    1.3628;
   147;    1.4368;    0.9368;
   148;    1.1255;    1.4397;
   149;    0.5661;    1.2508;
   150;    0.2415;    1.3927;
