time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 34; 148;34;148;-11;2;151.635;1.34589;
2; 23; 150;28.5;149;-21;0;151.544;1.41966;
3; 2; 150;19.6667;149.333;-28;-2;149.827;1.55867;
4; -26; 148;8.25;149;-14;-3;150.117;1.74611;
5; -40; 145;-1.4;148.2;-27;-5;150.288;1.84147;
6; -67; 140;-12.3333;146.833;-22;-5;155.12;2.01873;
7; -89; 135;-23.2857;145.143;-18;-6;161.645;2.15523;
8; -107; 129;-33.75;143.125;-16;-10;167.577;2.26479;
9; -123; 119;-43.6667;140.444;-19;-11;171.148;2.37424;
10; -142; 108;-53.5;137.2;-19;-10;178.439;2.49281;
11; -161; 98;-63.2727;133.636;-7;-9;188.542;2.59614;
12; -168; 89;-72;129.917;-8;-9;190.195;2.65573;
13; -176; 80;-80;126.077;-19;-22;193.42;2.71622;
14; -195; 58;-88.2143;121.214;-6;-19;203.567;2.85361;
15; -201; 39;-95.7333;115.733;-6;-18;204.894;2.95099;
16; -207; 21;-102.688;109.813;-2;-25;208.227;3.04146;
17; -209; -4;-108.941;103.118;0;-27;209.226;-3.1216;
18; -209; -31;-114.5;95.6667;7;-30;211.495;-2.99361;
19; -202; -61;-119.105;87.4211;8;-23;211.238;-2.84774;
20; -194; -84;-122.85;78.85;10;-21;211.646;-2.73252;
21; -184; -105;-125.762;70.0952;11;-23;212.102;-2.62271;
22; -173; -128;-127.909;61.0909;13;-23;215.461;-2.50442;
23; -160; -151;-129.304;51.8696;16;-24;220.262;-2.38509;
24; -144; -175;-129.917;42.4167;39;-21;226.888;-2.25943;
25; -105; -196;-128.92;32.88;22;-11;222.602;-2.06294;
26; -83; -207;-127.154;23.6538;14;-3;223.259;-1.95259;
27; -69; -210;-125;15;31;-1;221.277;-1.88878;
28; -38; -211;-121.893;6.92857;56;1;214.608;-1.74967;
29; 18; -210;-117.069;-0.551724;30;6;210.937;-1.48623;
30; 48; -204;-111.567;-7.33333;30;11;209.708;-1.34076;
31; 78; -193;-105.452;-13.3226;22;11;208.267;-1.18787;
32; 100; -182;-99.0313;-18.5938;20;14;207.736;-1.06958;
33; 120; -168;-92.3939;-23.1212;21;21;206.499;-0.951788;
34; 141; -147;-85.5294;-26.7647;50;38;203.697;-0.807503;
35; 191; -109;-77.6286;-29.1143;26;37;219.845;-0.519722;
36; 217; -72;-69.4444;-30.3056;20;21;228.517;-0.321383;
37; 237; -51;-61.1622;-30.8649;18;40;242.284;-0.212858;
38; 255; -11;-52.8421;-30.3421;18;33;255.062;-0.043861;
39; 273; 22;-44.4872;-29;11;29;273.687;0.0797973;
40; 284; 51;-36.275;-27;3;21;288.33;0.177169;
41; 287; 72;-28.3902;-24.5854;-2;16;295.671;0.245347;
42; 285; 88;-20.9286;-21.9048;-15;12;298.047;0.299078;
43; 270; 100;-14.1628;-19.0698;-42;15;287.688;0.354329;
44; 228; 115;-8.65909;-16.0227;-60;18;255.114;0.466832;
45; 168; 133;-4.73333;-12.7111;-56;11;214.015;0.669499;
46; 112; 144;-2.19565;-9.30435;-54;5;182.17;0.90993;
47; 58; 149;-0.914894;-5.93617;-23;-1;159.653;1.20024;
48; 35; 148;-0.166667;-2.72917;-18;-8;151.861;1.33947;
49; 17; 140;0.183673;0.183673;0;0;140.824;1.4511;
