time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;
1; 70; 138;70;138;-13;3;154.27;1.10169;
2; 57; 141;63.5;139.5;-9;0;151.623;1.18721;
3; 48; 141;58.3333;140;-6;1;148.49;1.24345;
4; 42; 142;54.25;140.5;-9;0;147.629;1.28412;
5; 33; 142;50;140.8;-32;5;145.341;1.34355;
6; 1; 147;41.8333;141.833;-36;-5;146.607;1.56572;
7; -35; 142;30.8571;141.857;-24;-10;145.928;1.81481;
8; -59; 132;19.625;140.625;-18;-7;144.33;1.99386;
9; -77; 125;8.88889;138.889;-12;-5;146.611;2.1258;
10; -89; 120;-0.9;137;-16;-11;149.238;2.2119;
11; -105; 109;-10.3636;134.455;-23;-19;151.241;2.34054;
12; -128; 90;-20.1667;130.75;-27;-18;156.456;2.53178;
13; -155; 72;-30.5385;126.231;-28;-16;170.972;2.70946;
14; -183; 56;-41.4286;121.214;-9;-12;191.506;2.847;
15; -192; 44;-51.4667;116.067;-12;-19;197.139;2.91856;
16; -204; 25;-61;110.375;-15;-27;205.732;3.02171;
17; -219; -2;-70.2941;103.765;-5;-24;219.269;-3.13067;
18; -224; -26;-78.8333;96.5556;-4;-36;225.804;-3.02443;
19; -228; -62;-86.6842;88.2105;2;-42;236.63;-2.87475;
20; -226; -104;-93.65;78.6;21;-30;249.179;-2.7093;
21; -205; -134;-98.9524;68.4762;28;-41;245.341;-2.56187;
22; -177; -175;-102.5;57.4091;29;-30;249.365;-2.36147;
23; -148; -205;-104.478;46;28;-17;253.312;-2.19601;
24; -120; -222;-105.125;34.8333;33;-1;252.826;-2.06649;
25; -87; -223;-104.4;24.52;29;-2;239.831;-1.94316;
26; -58; -225;-102.615;14.9231;30;2;232.802;-1.82372;
27; -28; -223;-99.8519;6.11111;37;6;225.175;-1.69661;
28; 9; -217;-95.9643;-1.85714;68;21;217.571;-1.5306;
29; 77; -196;-90;-8.55172;39;23;210.857;-1.19828;
30; 116; -173;-83.1333;-14.0333;40;26;208.477;-0.982206;
31; 156; -147;-75.4194;-18.3226;40;32;214.433;-0.757864;
32; 196; -115;-66.9375;-21.3438;27;35;227.226;-0.532679;
33; 223; -80;-58.1515;-23.1212;20;29;236.809;-0.34638;
34; 243; -51;-49.2941;-23.9412;21;70;248.125;-0.208645;
35; 264; 19;-40.3429;-22.7143;-2;30;264.4;0.0704239;
36; 262; 49;-31.9444;-20.7222;-7;27;266.219;0.183604;
37; 255; 76;-24.1892;-18.1081;-21;19;265.727;0.288506;
38; 234; 95;-17.3947;-15.1316;-21;15;252.163;0.384582;
39; 213; 110;-11.4872;-11.9231;-47;10;239.318;0.475729;
40; 166; 120;-7.05;-8.625;-38;5;204.393;0.62509;
41; 128; 125;-3.7561;-5.36585;-28;-1;178.451;0.772958;
42; 100; 124;-1.28571;-2.28571;-35;-11;158.83;0.891825;
43; 65; 113;0.255814;0.395349;3.86519e-270;8.09967e-308;129.891;1.04899;
