time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-130;179;-130;179;-50.5947;122.306;-137;361.333;221.206;2.20223;-50.5947;122.306;127.571;2.04498;-137;361.333;361.397;2.00728;
2;-91;179;-91;179;-40.3072;122.984;-108.333;363.333;200.668;2.04471;-40.3072;122.984;123.839;1.9685;-108.333;363.333;352.114;1.93102;
3;-47;181;-47;181;-25.3316;123.646;-70;365;186.716;1.82846;-25.3316;123.646;119.48;1.85052;-70;365;342.11;1.82424;
4;-5;185;-5;185;-8.50862;124.072;-38;365.333;184.637;1.60102;-8.50862;124.072;116.389;1.71013;-38;365.333;335.848;1.73162;
5;68;186;68;186;17.9518;124.814;38;367.333;197.422;1.22228;17.9518;124.814;116.46;1.48227;38;367.333;334.254;1.50427;
6;91;186;91;186;39.0951;125.402;101;369.333;206.412;1.11735;39.0951;125.402;120.756;1.30741;101;369.333;346.168;1.32206;
7;98;185;81;172;53.5477;125.485;147.667;370;208.688;1.0851;53.5477;125.485;125.375;1.19605;147.667;370;361.125;1.19694;
8;98;185;52;127;60.8585;124.017;176.333;365.667;208.688;1.0851;48.3097;106.18;105.515;1.17528;176.333;365.667;368.646;1.12018;
9;93;183;9;91;58.1966;117.469;171;346;204.615;1.10214;34.4465;90.2369;85.7204;1.25294;171;346;348.64;1.10938;
10;81;172;-15;55;48.3097;106.18;143.667;314.333;189.467;1.13243;17.2922;71.0526;62.9836;1.4172;143.667;314.333;308.29;1.14305;
11;52;127;-44;28;34.4465;90.2369;106;271;136.6;1.18485;-0.929133;49.6798;41.7613;1.77785;106;271;253.76;1.20732;
12;9;91;-62;0;17.2922;71.0526;58.6667;218.667;90.9434;1.47807;-17.8386;30.0431;33.1783;2.44715;58.6667;218.667;189.757;1.34282;
13;-15;55;-72;-7;-0.929133;49.6798;7;157.667;56.7335;1.84897;-31.1234;15.3442;39.326;2.97468;7;157.667;124.159;1.64158;
14;-44;28;-64;5;-17.8386;30.0431;-43.3333;98.6667;52.4064;2.588;-39.7269;5.33977;47.5099;-3.06848;-43.3333;98.6667;87.748;2.30998;
15;-62;0;-48;13;-31.1234;15.3442;-84.6667;54;62.5805;-3.13444;-28.4299;5.13846;36.2723;-3.04018;-84.6667;54;102.455;2.94332;
16;-70;-5;-16;16;-39.7269;5.33977;-111.667;22;70.7889;-3.06456;-14.7514;6.19538;22.5595;-3.02541;-111.667;22;127.994;-3.04912;
17;-72;-7;12;13;-45.042;-0.143381;-130;3;72.96;-3.03934;1.17583;4.11551;8.0022;-2.51461;-130;3;149.003;-2.93325;
18;-72;-5;41;4;-46.7068;-1.79705;-136.667;-4.66667;72.7831;-3.06668;18.2561;-2.03002;15.1617;-0.79661;-136.667;-4.66667;157.23;-2.89431;
