time;row;
     1;    5.4630
     2;    6.9270
     3;    7.4160
     4;    7.4160
     5;    7.9040
     6;    8.3920
     7;    8.8810
     8;    7.9040
     9;    5.4630
    10;    3.9980
    11;    3.9980
    12;    5.4630
    13;    6.4390
    14;    5.4630
    15;    3.5100
    16;    0.5800
    17;   -0.8850
    18;   -0.3970
    19;    1.0680
    20;    2.0450
    21;    2.0450
    22;    2.0450
    23;    3.0210
    24;    4.4860
    25;    5.9510
    26;    6.4390
    27;    5.9510
    28;    6.4390
    29;    8.8810
    30;   12.2990
    31;   14.2520
    32;   13.2750
    33;   10.3450
    34;    8.3920
    35;    8.3920
    36;    9.8570
    37;   11.3220
    38;   10.8340
    39;    8.3920
    40;    6.4390
    41;    6.9270
    42;    9.8570
    43;   13.2750
    44;   13.7630
    45;   10.3450
    46;    4.4860
    47;    0.0920
    48;    0.0920
    49;    3.0210
    50;    7.9040
    51;    9.8570
    52;    9.8570
    53;    7.9040
    54;    6.4390
    55;    5.9510
    56;    5.4630
    57;    3.9980
    58;    1.0680
    59;   -1.3730
    60;   -0.8850
    61;    1.5560
    62;    3.5100
    63;    3.0210
    64;   -0.3970
    65;   -3.8150
    66;   -3.3260
    67;    0.5800
    68;    5.4630
    69;    7.4160
    70;    5.9510
    71;    3.5100
    72;    1.5560
    73;    3.0210
    74;    5.4630
    75;    5.4630
    76;    3.9980
    77;    1.5560
    78;    1.5560
    79;    3.9980
    80;    6.9270
    81;    8.8810
    82;    8.3920
    83;    6.4390
    84;    4.9740
    85;    5.4630
    86;    8.3920
    87;   11.8100
    88;   13.7630
    89;   13.7630
    90;   11.3220
    91;    7.9040
    92;    5.9510
    93;    5.4630
    94;    6.9270
    95;    7.4160
    96;    6.9270
    97;    4.9740
    98;    2.5330
    99;    3.0210
   100;    4.4860
   101;    7.4160
   102;    9.3690
   103;    9.8570
   104;    8.8810
   105;    7.9040
   106;    7.9040
   107;    8.8810
   108;    8.8810
   109;    7.9040
   110;    6.9270
   111;    5.9510
   112;    5.9510
   113;    6.9270
   114;    7.4160
   115;    7.4160
   116;    7.9040
   117;    7.9040
   118;    8.8810
   119;    9.8570
   120;   11.3220
   121;   11.3220
   122;   12.2990
   123;   13.2750
   124;   13.2750
   125;   12.7870
   126;   10.3450
   127;    8.3920
   128;    7.4160
   129;    8.3920
   130;    9.8570
   131;   10.8340
   132;    9.3690
   133;    6.4390
   134;    4.9740
   135;    5.9510
   136;    9.3690
   137;   12.7870
   138;   13.7630
   139;   12.7870
   140;   10.8340
   141;    8.8810
   142;    8.3920
   143;    9.3690
   144;    9.8570
   145;    8.8810
   146;    5.9510
   147;    3.0210
   148;    0.5800
   149;    0.5800
   150;    1.5560
   151;    3.0210
   152;    3.9980
   153;    4.4860
   154;    4.4860
   155;    5.4630
   156;    6.4390
   157;    6.4390
   158;    5.4630
   159;    4.9740
   160;    4.9740
   161;    5.9510
   162;    6.4390
   163;    6.4390
   164;    6.9270
   165;    8.3920
   166;   10.8340
   167;   13.7630
   168;   13.7630
   169;   11.8100
   170;    8.3920
   171;    6.4390
   172;    7.9040
   173;   10.8340
   174;   12.2990
   175;   11.8100
   176;    9.8570
   177;    7.9040
   178;    7.9040
   179;    8.3920
   180;    9.3690
   181;    9.3690
   182;    9.8570
   183;   10.3450
   184;   11.8100
   185;   13.2750
   186;   13.7630
   187;   13.2750
   188;   12.2990
   189;   11.8100
   190;   10.8340
   191;    9.3690
   192;    6.4390
   193;    4.4860
   194;    5.9510
   195;    9.3690
   196;   12.7870
   197;   13.7630
   198;   10.8340
   199;    6.9270
   200;    4.4860
   201;    4.4860
   202;    6.4390
   203;    8.3920
   204;    8.8810
   205;    7.9040
   206;    6.4390
   207;    5.4630
   208;    6.4390
   209;    7.9040
   210;    8.3920
   211;    6.9270
   212;    4.4860
   213;    2.0450
   214;    2.0450
   215;    3.9980
   216;    7.9040
   217;   11.3220
   218;   13.2750
   219;   12.2990
   220;    9.8570
   221;    7.4160
   222;    5.9510
   223;    6.4390
   224;    7.9040
   225;    9.8570
   226;   11.3220
   227;   12.2990
   228;   13.2750
   229;   15.2280
   230;   17.1810
   231;   17.1810
   232;   15.2280
   233;   12.7870
   234;   10.8340
   235;   11.3220
   236;   13.7630
   237;   15.2280
   238;   13.7630
   239;    9.8570
   240;    5.9510
   241;    4.4860
   242;    6.4390
   243;   10.3450
   244;   12.7870
   245;   13.2750
   246;   11.3220
   247;    9.3690
   248;    7.4160
   249;    7.4160
   250;    7.9040
   251;    7.9040
   252;    7.9040
   253;    9.3690
   254;   10.3450
   255;   11.3220
   256;   10.8340
