time;row;
     1;   -1.4040
     2;    0.0610
     3;    1.0380
     4;    0.5490
     5;    0.0610
     6;    0.0610
     7;    0.0610
     8;    0.5490
     9;    2.0140
    10;    3.9670
    11;    6.8970
    12;    9.3380
    13;   10.3150
    14;    8.8500
    15;    6.4090
    16;    4.4560
    17;    4.4560
    18;    6.4090
    19;    9.3380
    20;   10.8030
    21;   10.3150
    22;    8.3620
    23;    5.4320
    24;    3.9670
    25;    4.4560
    26;    6.4090
    27;    8.3620
    28;   10.8030
    29;   12.2680
    30;   13.2450
    31;   14.7090
    32;   16.1740
    33;   16.6630
    34;   15.6860
    35;   12.2680
    36;    7.3850
    37;    2.9910
    38;    0.0610
    39;   -1.4040
    40;   -1.4040
    41;    0.0610
    42;    2.5020
    43;    5.4320
    44;    7.8740
    45;    9.3380
    46;    9.3380
    47;    7.8740
    48;    6.4090
    49;    6.8970
    50;    9.8270
    51;   13.2450
    52;   16.1740
    53;   16.6630
    54;   14.7090
    55;   12.2680
    56;   10.3150
    57;    9.8270
    58;   11.2920
    59;   14.2210
    60;   16.6630
    61;   17.1510
    62;   14.7090
    63;    9.8270
    64;    4.9440
    65;    1.5260
    66;    0.5490
    67;    2.0140
    68;    3.9670
    69;    4.9440
    70;    3.9670
    71;    2.0140
    72;    0.5490
    73;    2.0140
    74;    4.9440
    75;    9.3380
    76;   13.2450
    77;   15.6860
    78;   18.1270
    79;   19.5920
    80;   21.0570
    81;   21.0570
    82;   18.1270
    83;   14.2210
    84;   10.3150
    85;    8.3620
    86;    8.3620
    87;    9.8270
    88;   11.7800
    89;   12.7560
    90;   12.7560
    91;   12.2680
    92;   11.2920
    93;   10.3150
    94;    9.3380
    95;    8.3620
    96;    6.8970
    97;    5.9200
    98;    5.9200
    99;    6.4090
   100;    7.8740
   101;    9.8270
   102;   11.2920
   103;   12.7560
   104;   14.2210
   105;   15.6860
   106;   16.6630
   107;   17.1510
   108;   14.7090
   109;   10.3150
   110;    4.9440
   111;    0.0610
   112;   -2.3800
   113;   -3.3570
   114;   -2.8690
   115;   -1.8920
   116;   -1.8920
   117;   -2.3800
   118;   -2.3800
   119;   -1.8920
   120;   -1.4040
   121;   -0.9160
   122;    0.5490
   123;    2.9910
   124;    8.3620
   125;   14.7090
   126;   20.5690
   127;   23.0100
   128;   21.5450
   129;   17.1510
   130;   11.7800
   131;    7.3850
   132;    4.9440
   133;    2.9910
   134;    2.0140
   135;    0.5490
   136;   -0.4270
   137;   -0.4270
   138;    0.5490
   139;    2.0140
   140;    3.4790
   141;    3.9670
   142;    4.4560
   143;    3.9670
   144;    3.9670
   145;    4.9440
   146;    6.8970
   147;    9.3380
   148;   10.8030
   149;   10.3150
   150;    8.8500
   151;    7.3850
   152;    6.8970
   153;    7.8740
   154;    8.3620
   155;    8.8500
   156;    8.8500
   157;    8.3620
   158;    8.3620
   159;    7.3850
   160;    5.4320
   161;    2.9910
   162;    0.0610
   163;   -1.4040
   164;   -1.4040
   165;    0.0610
   166;    2.5020
   167;    3.4790
   168;    4.4560
   169;    5.4320
   170;    5.9200
   171;    6.8970
   172;    7.3850
   173;    8.3620
   174;    9.3380
   175;   10.3150
   176;   10.8030
   177;   10.3150
   178;   10.3150
   179;   10.3150
   180;   11.2920
   181;   12.2680
   182;   12.7560
   183;   12.2680
   184;   11.7800
   185;   11.2920
   186;   11.7800
   187;   11.2920
   188;    9.3380
   189;    6.4090
   190;    4.9440
   191;    5.4320
   192;    8.3620
   193;   11.2920
   194;   12.7560
   195;   11.7800
   196;    9.8270
   197;    8.8500
   198;    8.8500
   199;   10.3150
   200;   11.7800
   201;   14.2210
   202;   17.1510
   203;   20.0810
   204;   21.5450
   205;   20.0810
   206;   15.6860
   207;   11.2920
   208;    8.3620
   209;    8.8500
   210;   10.3150
   211;   11.2920
   212;   10.3150
   213;    9.8270
   214;   10.3150
   215;   13.2450
   216;   16.1740
   217;   16.6630
   218;   14.7090
   219;   12.7560
   220;   12.2680
   221;   14.2210
   222;   17.1510
   223;   17.6390
   224;   16.6630
   225;   14.2210
   226;   12.7560
   227;   13.7330
   228;   15.1980
   229;   14.7090
   230;   11.2920
   231;    5.9200
   232;    1.5260
   233;    0.0610
   234;    2.0140
   235;    6.8970
   236;   10.8030
   237;   12.7560
   238;   12.2680
   239;   10.3150
   240;    7.3850
   241;    5.4320
   242;    5.4320
   243;    8.3620
   244;   12.7560
   245;   17.6390
   246;   19.5920
   247;   18.6160
   248;   14.7090
   249;   10.3150
   250;    7.3850
   251;    7.8740
   252;    9.8270
   253;   12.2680
   254;   11.7800
   255;   10.3150
   256;    9.3380
