time;row_1;row_2;row_3;
   1;   -0.1969;    0.1806;    1.0644;
   2;   -0.2796;    0.2400;    1.3937;
   3;   -0.3594;    0.2873;    1.6192;
   4;   -0.4275;    0.3186;    1.7108;
   5;   -0.4810;    0.3344;    1.6829;
   6;   -0.5222;    0.3362;    1.5787;
   7;   -0.5569;    0.3237;    1.4494;
   8;   -0.5903;    0.2959;    1.3296;
   9;   -0.6262;    0.2510;    1.2204;
  10;   -0.6678;    0.1885;    1.1009;
  11;   -0.7174;    0.1087;    0.9625;
  12;   -0.7761;    0.0129;    0.8213;
  13;   -0.8426;   -0.0970;    0.6984;
  14;   -0.9134;   -0.2176;    0.6008;
  15;   -0.9837;   -0.3437;    0.5255;
  16;   -1.0485;   -0.4696;    0.4675;
  17;   -1.1040;   -0.5905;    0.4162;
  18;   -1.1477;   -0.7040;    0.3577;
  19;   -1.1784;   -0.8093;    0.2916;
  20;   -1.1951;   -0.9068;    0.2364;
  21;   -1.1965;   -0.9975;    0.2099;
  22;   -1.1810;   -1.0820;    0.2097;
  23;   -1.1464;   -1.1598;    0.2165;
  24;   -1.0909;   -1.2284;    0.2110;
  25;   -1.0122;   -1.2827;    0.1849;
  26;   -0.9084;   -1.3164;    0.1417;
  27;   -0.7784;   -1.3227;    0.0930;
  28;   -0.6239;   -1.2965;    0.0514;
  29;   -0.4500;   -1.2355;    0.0235;
  30;   -0.2640;   -1.1406;    0.0088;
  31;   -0.0737;   -1.0155;    0.0027;
  32;    0.1158;   -0.8650;    0.0007;
  33;    0.3003;   -0.6936;    0.0001;
  34;    0.4756;   -0.5046;    0.0000;
  35;    0.6380;   -0.3001;    0.0000;
  36;    0.7857;   -0.0812;    0.0000;
  37;    0.9199;    0.1516;    0.0000;
  38;    1.0432;    0.3971;    0.0000;
  39;    1.1580;    0.6527;    0.0000;
  40;    1.2654;    0.9143;    0.0000;
  41;    1.3656;    1.1771;    0.0000;
  42;    1.4595;    1.4369;    0.0000;
  43;    1.5496;    1.6907;    0.0000;
  44;    1.6384;    1.9372;    0.0000;
  45;    1.7274;    2.1767;    0.0000;
  46;    1.8157;    2.4097;    0.0000;
  47;    1.9003;    2.6361;    0.0000;
  48;    1.9760;    2.8531;    0.0000;
  49;    2.0368;    3.0530;    0.0000;
  50;    2.0757;    3.2223;    0.0000;
  51;    2.0850;    3.3423;    0.0000;
  52;    2.0560;    3.3932;    0.0000;
  53;    1.9803;    3.3586;    0.0000;
  54;    1.8522;    3.2295;    0.0000;
  55;    1.6712;    3.0065;    0.0000;
  56;    1.4437;    2.7005;    0.0000;
  57;    1.1812;    2.3310;    0.0000;
  58;    0.8970;    1.9216;    0.0000;
  59;    0.6034;    1.4949;    0.0000;
  60;    0.3100;    1.0680;    0.0000;
  61;    0.0249;    0.6507;    0.0000;
  62;   -0.2454;    0.2471;    0.0000;
  63;   -0.4962;   -0.1427;    0.0000;
  64;   -0.7260;   -0.5206;    0.0000;
  65;   -0.9376;   -0.8908;    0.0000;
  66;   -1.1363;   -1.2578;    0.0000;
  67;   -1.3262;   -1.6237;    0.0000;
  68;   -1.5072;   -1.9838;    0.0000;
  69;   -1.6752;   -2.3255;    0.0000;
  70;   -1.8233;   -2.6317;    0.0000;
  71;   -1.9448;   -2.8871;    0.0000;
  72;   -2.0343;   -3.0826;    0.0000;
  73;   -2.0879;   -3.2157;    0.0000;
  74;   -2.1028;   -3.2877;    0.0000;
  75;   -2.0760;   -3.3009;    0.0000;
  76;   -2.0048;   -3.2582;    0.0000;
  77;   -1.8877;   -3.1643;    0.0000;
  78;   -1.7265;   -3.0257;    0.0000;
  79;   -1.5261;   -2.8498;   -0.0000;
  80;   -1.2937;   -2.6433;   -0.0000;
  81;   -1.0369;   -2.4113;   -0.0000;
  82;   -0.7632;   -2.1575;   -0.0000;
  83;   -0.4801;   -1.8852;   -0.0000;
  84;   -0.1966;   -1.5982;   -0.0000;
  85;    0.0781;   -1.3017;   -0.0000;
  86;    0.3360;   -1.0015;   -0.0000;
  87;    0.5720;   -0.7029;   -0.0001;
  88;    0.7849;   -0.4097;   -0.0007;
  89;    0.9756;   -0.1234;   -0.0037;
  90;    1.1465;    0.1548;   -0.0165;
  91;    1.2989;    0.4223;   -0.0596;
  92;    1.4323;    0.6737;   -0.1764;
  93;    1.5442;    0.9011;   -0.4311;
  94;    1.6300;    1.0945;   -0.8759;
  95;    1.6843;    1.2429;   -1.4907;
  96;    1.7027;    1.3367;   -2.1441;
  97;    1.6852;    1.3720;   -2.6400;
  98;    1.6401;    1.3569;   -2.8389;
  99;    1.5832;    1.3117;   -2.7538;
 100;    1.5316;    1.2608;   -2.5233;
 101;    1.4955;    1.2216;   -2.2974;
 102;    1.4757;    1.1989;   -2.1503;
 103;    1.4671;    1.1887;   -2.0798;
 104;    1.4642;    1.1852;   -2.0541;
 105;    1.4634;    1.1842;   -2.0468;
 106;    1.4632;    1.1840;   -2.0452;
 107;    1.4632;    1.1840;   -2.0450;
 108;    1.4632;    1.1839;   -2.0449;
 109;    1.4632;    1.1839;   -2.0449;
 110;    1.4631;    1.1839;   -2.0449;
 111;    1.4630;    1.1838;   -2.0447;
 112;    1.4621;    1.1831;   -2.0435;
 113;    1.4581;    1.1798;   -2.0378;
 114;    1.4431;    1.1677;   -2.0169;
 115;    1.4000;    1.1328;   -1.9566;
 116;    1.3016;    1.0532;   -1.8191;
 117;    1.1246;    0.9100;   -1.5718;
 118;    0.8730;    0.7064;   -1.2201;
