time;row_1;row_2;
     1;    1.7915;   -1.4442;
     2;    1.7760;   -1.4428;
     3;    1.7885;   -1.4473;
     4;    1.7695;   -1.4573;
     5;    1.7659;   -1.4508;
     6;    1.7535;   -1.4600;
     7;    1.7612;   -1.4737;
     8;    1.7776;   -1.4847;
     9;    1.7916;   -1.4784;
    10;    1.7872;   -1.4897;
    11;    1.7806;   -1.5000;
    12;    1.7756;   -1.5175;
    13;    1.7755;   -1.5326;
    14;    1.7765;   -1.5143;
    15;    1.7614;   -1.5090;
    16;    1.7524;   -1.5025;
    17;    1.7511;   -1.5049;
    18;    1.7443;   -1.5068;
    19;    1.7615;   -1.5208;
    20;    1.7492;   -1.5355;
    21;    1.7494;   -1.5263;
    22;    1.7639;   -1.5330;
    23;    1.7526;   -1.5276;
    24;    1.7525;   -1.5387;
    25;    1.7397;   -1.5374;
    26;    1.7555;   -1.5350;
    27;    1.7392;   -1.5342;
    28;    1.7472;   -1.5436;
    29;    1.7632;   -1.5295;
    30;    1.7736;   -1.5244;
    31;    1.7760;   -1.5237;
    32;    1.7809;   -1.5397;
    33;    1.7846;   -1.5203;
    34;    1.7657;   -1.5127;
    35;    1.7716;   -1.5161;
    36;    1.7843;   -1.5245;
    37;    1.7698;   -1.5408;
    38;    1.7804;   -1.5349;
    39;    1.7712;   -1.5190;
    40;    1.7717;   -1.5310;
    41;    1.7808;   -1.5329;
    42;    1.7723;   -1.5327;
    43;    1.7768;   -1.5247;
    44;    1.7814;   -1.5446;
    45;    1.7786;   -1.5326;
    46;    1.7696;   -1.5218;
    47;    1.7707;   -1.5328;
    48;    1.7906;   -1.5224;
    49;    1.7872;   -1.5276;
    50;   -2.4878;   -1.0332;
    51;   -1.3236;   -0.9950;
    52;   -0.6332;   -0.9204;
    53;   -0.1317;   -0.8114;
    54;    0.2443;   -0.6730;
    55;    0.5177;   -0.5103;
    56;    0.6977;   -0.3288;
    57;    0.7931;   -0.1370;
    58;    0.8125;    0.0586;
    59;    0.7647;    0.2508;
    60;    0.6635;    0.4319;
    61;    0.5225;    0.5948;
    62;    0.3576;    0.7334;
    63;    0.1855;    0.8419;
    64;    0.0228;    0.9173;
    65;   -0.1157;    0.9553;
    66;    1.7678;   -1.5993;
    67;    1.7577;   -1.5914;
    68;    1.7409;   -1.5734;
    69;    1.7571;   -1.5717;
    70;    1.7419;   -1.5680;
    71;    1.7523;   -1.5781;
    72;    1.7448;   -1.5662;
    73;    1.7252;   -1.5701;
    74;    1.7066;   -1.5770;
    75;    1.7138;   -1.5870;
    76;    1.6953;   -1.5785;
    77;    1.7099;   -1.5860;
    78;    1.6956;   -1.5773;
    79;    1.6883;   -1.5716;
    80;    1.6957;   -1.5631;
    81;    1.6827;   -1.5798;
    82;    1.6851;   -1.5884;
    83;    1.6908;   -1.5824;
    84;    1.6943;   -1.5797;
    85;    1.7141;   -1.5600;
    86;    1.6979;   -1.5677;
    87;    1.7071;   -1.5554;
    88;    1.7137;   -1.5510;
    89;    1.7247;   -1.5704;
    90;    1.7141;   -1.5736;
    91;    1.7127;   -1.5775;
    92;    1.7237;   -1.5732;
    93;    1.7290;   -1.5740;
    94;    1.7095;   -1.5558;
    95;    1.7121;   -1.5401;
    96;    1.7121;   -1.5374;
    97;    1.7128;   -1.5511;
    98;    1.7136;   -1.5315;
    99;    1.7144;   -1.5228;
   100;    1.7150;   -1.5387;
   101;    1.6951;   -1.5210;
   102;    1.7043;   -1.5245;
   103;    1.7107;   -1.5204;
   104;    1.6991;   -1.5289;
   105;    1.7001;   -1.5331;
   106;    1.6880;   -1.5317;
   107;    1.7080;   -1.5422;
   108;    1.7045;   -1.5314;
   109;    1.7105;   -1.5184;
   110;    1.7096;   -1.4994;
   111;    1.7240;   -1.4970;
   112;    1.7309;   -1.5149;
   113;    1.7248;   -1.5255;
   114;    0.5986;    1.2779;
   115;    0.2958;    0.7145;
   116;    0.1974;    0.2362;
   117;    0.1458;   -0.1568;
   118;    0.1120;   -0.4630;
   119;    0.0862;   -0.6820;
   120;    0.0641;   -0.8135;
   121;    0.0435;   -0.8579;
   122;    0.0230;   -0.8140;
   123;    0.0010;   -0.6821;
   124;   -0.0250;   -0.4634;
   125;   -0.0589;   -0.1573;
   126;   -0.1105;    0.2356;
   127;   -0.2088;    0.7136;
   128;   -0.5122;    1.2768;
   129;    1.7569;   -1.5570;
   130;    1.7598;   -1.5541;
   131;    1.7680;   -1.5397;
   132;    1.7652;   -1.5560;
   133;    1.7513;   -1.5685;
   134;    1.7567;   -1.5489;
   135;    1.7451;   -1.5485;
   136;    1.7274;   -1.5553;
   137;    1.7111;   -1.5614;
   138;    1.7278;   -1.5693;
   139;    1.7328;   -1.5675;
   140;    1.7143;   -1.5785;
   141;    1.6961;   -1.5645;
   142;    1.6954;   -1.5693;
   143;    1.6962;   -1.5778;
   144;    1.6942;   -1.5892;
   145;    1.7035;   -1.5866;
   146;    1.7123;   -1.5821;
   147;    1.7137;   -1.5892;
   148;    1.7142;   -1.5864;
   149;    1.7063;   -1.6049;
   150;    1.7147;   -1.5932;
