time;row_1;row_2;row_3;row_4;
1;242.6;571.6;608.192;1.16975;
2;221.6;561.8;591.176;1.19599;
3;198.2;549.4;571.33;1.22616;
4;174.6;534.6;549.696;1.25748;
5;150.2;516.6;525.349;1.29111;
6;130.2;500.2;504.279;1.32025;
7;83.4;470;464.962;1.40175;
8;35.8;431.4;420.851;1.49796;
9;-9.4;387.4;376.017;1.60956;
10;-52.8;338;331.444;1.74661;
11;-94.2;283.6;289.523;1.92115;
12;-128.6;230.6;256.569;2.11928;
13;-156.4;177;231.175;2.34469;
14;-179.2;122.6;215.175;2.59994;
15;-196.4;69.8;209.79;2.86081;
16;-209.2;17.6;214.456;3.11392;
17;-218.6;-36.8;228.962;-2.92831;
18;-223.8;-85;248.542;-2.74212;
19;-225.2;-128;269.404;-2.59659;
20;-220.4;-166.8;287.634;-2.47226;
21;-211.4;-199.6;302.551;-2.3686;
22;-198.4;-227.8;314.302;-2.27536;
23;-179;-250.8;320.637;-2.18267;
24;-154.2;-268;321.889;-2.08877;
25;-124.2;-281;319.985;-1.98702;
26;-90.6;-290.8;317.266;-1.87745;
27;-54.2;-294.6;311.967;-1.76229;
28;-11.6;-292.4;304.528;-1.62591;
29;31.8;-287.2;300.049;-1.48194;
30;73.4;-277.8;297.397;-1.33932;
31;113.6;-263;295.292;-1.19482;
32;150.4;-246;295.774;-1.05755;
33;179.4;-225.4;294.202;-0.937011;
34;200.8;-204.6;291.617;-0.835465;
35;213;-182.4;284.347;-0.751171;
36;213.8;-158.8;269.413;-0.685072;
37;205.6;-135.6;248.712;-0.633677;
38;184.2;-115.2;219.42;-0.616502;
39;158;-96.6;187.289;-0.616355;
40;125.4;-82;152.406;-0.661851;
41;84.6;-76.4;118.592;-0.836932;
42;40.6;-75.6;94.1819;-1.18516;
43;35.6;-72;89.0259;-1.222;
44;12;-66.8;78.7616;-1.48402;
45;-21.8;-64.8;81.0834;-1.90993;
46;-61.2;-73.8;108.212;-2.23112;
