time;row_1;row_2;row_3;row_4;
1;353.4;509.4;595.985;0.936899;
2;340.4;512.2;590.666;0.957441;
3;325.2;513.6;583.211;0.980137;
4;310.6;511;573.021;0.998773;
5;289.4;504.2;556.007;1.02421;
6;264;491;531.735;1.05212;
7;217.2;473.2;494.102;1.11657;
8;165;447.4;449.425;1.19584;
9;110.8;415;401.284;1.2921;
10;57.6;376.6;352.077;1.40762;
11;4.2;334;304.824;1.55834;
12;-48;284;259.357;1.75853;
13;-97.4;228.8;222.274;2.02641;
14;-144.8;170.6;202.678;2.36947;
15;-182.6;113.4;201.445;2.71037;
16;-212.2;59.8;214.795;2.99865;
17;-234.8;12.8;235.776;-3.07198;
18;-247.2;-34.4;255.642;-2.89017;
19;-253.8;-78.2;275.961;-2.74185;
20;-255.2;-121.2;296.57;-2.60974;
21;-251;-160.6;315.005;-2.49493;
22;-240.4;-193.8;328.201;-2.39456;
23;-223.8;-222.6;337.151;-2.29829;
24;-199.8;-248.8;342.587;-2.19492;
25;-171.8;-269.8;345.044;-2.09333;
26;-138.4;-284.2;342.763;-1.98773;
27;-99.8;-292.2;336.658;-1.87302;
28;-59.8;-291.6;326.4;-1.75631;
29;-20.6;-286.6;316.498;-1.63721;
30;15.6;-275.4;304.979;-1.52095;
31;49;-260.4;293.649;-1.40454;
32;76.8;-241;280.792;-1.29525;
33;99;-219;267.066;-1.19267;
34;113.2;-192;248.299;-1.09924;
35;119.6;-164.8;227.692;-1.01985;
36;116.8;-139.8;205.205;-0.967673;
37;103.8;-118;179.885;-0.958451;
38;82.4;-98.2;151.506;-0.998928;
39;54.4;-82.6;124.156;-1.12087;
40;22.6;-74;105.56;-1.35895;
41;-10.8;-68.4;98.241;-1.6851;
42;-13.6;-63;93.2575;-1.72154;
43;-26.8;-56;89.4378;-1.87987;
44;-51.6;-51.4;95.9209;-2.1438;
45;-88.6;-55;122.521;-2.38393;
