time;row_1;row_2;row_3;row_4;
1;43.2;285.2;268.433;1.55188;
2;57.6;279;262.907;1.49665;
3;70;271.4;256.573;1.44623;
4;78.8;261.8;248.339;1.40626;
5;81.8;247.4;234.685;1.3836;
6;71.6;228.2;214.019;1.41373;
7;66.6;197.4;182.816;1.41439;
8;49.8;165.2;148.843;1.49226;
9;23.2;133.8;117.933;1.69768;
10;-4.6;103.8;96.9102;2.02734;
11;-32.4;74.8;91.3002;2.45346;
12;-59;45.4;101.242;2.85536;
13;-82.4;11.6;120.636;-3.09835;
14;-101.2;-23.6;145.067;-2.85926;
15;-114;-55.4;168.394;-2.69838;
16;-104.6;-84.8;175.201;-2.52287;
17;-78.6;-109;171.621;-2.31872;
18;-39;-129.6;165.485;-2.05561;
19;8.8;-147.8;167.207;-1.74708;
20;54.8;-164.2;181.782;-1.47893;
21;97.2;-177.6;203.193;-1.27579;
22;137;-185.6;225.275;-1.1164;
23;146.4;-193.4;236.462;-1.09516;
24;178.6;-204.4;262.05;-1.00502;
25;210.6;-202.8;279.248;-0.905047;
26;231;-189.6;282.505;-0.819291;
