time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;29;207;29;207;-2.89391;133.536;-17;389;208.235;1.43282;-2.89391;133.536;133.572;1.58365;-17;389;380.996;1.61068;
2;7;205;7;205;-10.4562;128.537;-38.6667;374;204.364;1.53829;-19.9827;120.317;121.802;1.72581;-38.6667;374;367.546;1.67125;
3;-18;195;-18;195;-19.9827;120.317;-62.6667;351.333;195.122;1.66503;-30.5662;109.465;113.366;1.83303;-62.6667;351.333;348.383;1.74639;
4;-58;160;-58;160;-30.5662;109.465;-82;326.667;169.612;1.92205;-48.9448;89.7115;101.659;2.05996;-82;326.667;328.304;1.81756;
5;-90;127;-90;127;-48.9448;89.7115;-134.667;272;155.259;2.19197;-63.061;66.3321;90.7356;2.32133;-134.667;272;295.272;2.03751;
6;-116;86;-116;86;-63.061;66.3321;-176;206;144.25;2.50925;-70.3096;42.7806;81.3122;2.58719;-176;206;263.488;2.29309;
7;-129;43;-129;43;-70.3096;42.7806;-200;137.667;136.086;2.82586;-65.5939;23.3117;68.514;2.79402;-200;137.667;236.674;2.56332;
8;-117;7;-117;7;-65.5939;23.3117;-189.667;80.6667;117.526;3.08833;-52.2168;9.4693;51.9155;2.95767;-189.667;80.6667;201.314;2.77393;
9;-90;-10;-90;-10;-52.2168;9.4693;-156.667;37.6667;90.9954;-3.02325;-32.2773;2.30613;31.1877;3.06677;-156.667;37.6667;157.618;2.95423;
10;-27;-11;-27;-11;-32.2773;2.30613;-104.333;12.3333;29.7729;-2.73614;-9.03449;2.94139;8.39901;2.78059;-104.333;12.3333;102.605;3.10234;
11;9;-2;9;-2;-9.03449;2.94139;-39.3333;10;9.06612;-0.30744;14.1231;10.9762;18.8447;0.623398;-39.3333;10;37.5645;3.09651;
12;41;10;41;10;14.1231;10.9762;29;30.6667;41.6818;0.22394;36.6692;29.1713;47.7992;0.657092;29;30.6667;38.0661;0.627831;
13;66;36;66;36;36.6692;29.1713;99.3333;82.6667;74.5101;0.492893;53.202;51.1823;74.6945;0.755372;99.3333;82.6667;125.534;0.63397;
14;88;69;88;69;53.202;51.1823;148.667;143.333;111.085;0.661691;64.4296;74.4775;99.2716;0.848808;148.667;143.333;202.174;0.731345;
15;121;146;121;146;64.4296;74.4775;182.333;207.333;188.822;0.87771;66.7644;96.8736;118.344;0.959294;182.333;207.333;271.144;0.824228;
16;121;171;121;171;66.7644;96.8736;190.333;271.667;208.666;0.954332;59.2856;115.467;130.362;1.08851;190.333;271.667;326;0.940497;
17;110;190;110;190;59.2856;115.467;172.333;328.667;218.722;1.04572;43.3336;128.536;136.048;1.23749;172.333;328.667;364.63;1.0729;
18;65;203;65;203;43.3336;128.536;132.667;373.333;212.335;1.26146;32.563;111.878;116.879;1.27796;132.667;373.333;389.008;1.21783;
19;12;207;12;207;32.563;111.878;108.667;322.333;206.585;1.51442;22.2197;87.9235;91.0075;1.31079;108.667;322.333;332.892;1.23252;
20;-31;203;-31;203;22.2197;87.9235;77.3333;261.667;204.673;1.72462;12.7463;59.6138;61.2426;1.34145;77.3333;261.667;265.432;1.26804;
21;49;-7;49;-7;12.7463;59.6138;41.3333;192;49.2536;-0.157874;4.0525;29.4257;29.9116;1.39507;41.3333;192;188.691;1.34013;
22;27;-11;27;-11;4.0525;29.4257;8.33333;111.333;29.1145;-0.415184;-6.73537;-4.58203;7.18761;-2.4549;8.33333;111.333;103.524;1.47269;
23;2;-19;2;-19;-6.73537;-4.58203;-23.3333;6.66667;19.8117;-1.48787;-18.1058;-36.9344;40.6064;-2.00083;-23.3333;6.66667;21.5887;-3.06554;
24;-34;-39;-34;-39;-18.1058;-36.9344;-45;-105.333;52.5366;-2.28366;-39.1622;-56.878;68.3749;-2.15981;-45;-105.333;121.572;-1.93402;
25;-83;-107;-83;-107;-39.1622;-56.878;-105.667;-159.667;136.226;-2.22928;-57.559;-80.0457;97.8889;-2.1846;-105.667;-159.667;197.489;-2.12457;
26;-96;-133;-96;-133;-57.559;-80.0457;-159;-224.333;164.841;-2.19513;-69.4674;-102.878;123.459;-2.15693;-159;-224.333;280.769;-2.16502;
27;-133;-170;-133;-170;-69.4674;-102.878;-195.333;-290.667;216.652;-2.23387;-70.97;-122.607;141.058;-2.08838;-195.333;-290.667;356.143;-2.14527;
28;-133;-205;-133;-205;-70.97;-122.607;-203.333;-352;245.184;-2.14589;-58.9896;-135.085;146.914;-1.97525;-203.333;-352;412.837;-2.08077;
29;-107;-218;-107;-218;-58.9896;-135.085;-172;-389.667;243.669;-2.02706;-37.7573;-142.761;147.349;-1.82168;-172;-389.667;432.838;-1.97491;
30;-58;-223;-58;-223;-37.7573;-142.761;-118.333;-415.667;231.229;-1.82594;-9.23588;-144.363;144.562;-1.62657;-118.333;-415.667;439.695;-1.83902;
31;11;-220;11;-220;-9.23588;-144.363;-41;-424;221;-1.52263;20.8787;-137.139;138.876;-1.41131;-41;-424;434.08;-1.66121;
32;65;-211;65;-211;20.8787;-137.139;44.6667;-404.333;221.391;-1.2745;47.1697;-124.605;133.632;-1.20061;44.6667;-404.333;415.249;-1.45864;
33;99;-195;99;-195;47.1697;-124.605;123.333;-370.333;219.193;-1.10401;65.7573;-107.481;126.598;-1.01371;123.333;-370.333;398.784;-1.2516;
34;124;-146;124;-146;65.7573;-107.481;182.667;-323.333;191.887;-0.870634;70.3412;-87.0008;112.604;-0.882618;182.667;-323.333;379.494;-1.06317;
35;129;-116;129;-116;70.3412;-87.0008;200;-266;173.717;-0.736951;62.151;-66.1102;91.5295;-0.8067;200;-266;340.544;-0.936512;
36;120;-82;120;-82;62.151;-66.1102;181;-206;145.466;-0.605065;44.8097;-48.1332;66.5518;-0.80794;181;-206;281.684;-0.864555;
37;63;-48;63;-48;44.8097;-48.1332;137.333;-151.667;79.3715;-0.66127;0;0;0;0;137.333;-151.667;212.018;-0.854936;
38;8;-31;8;-31;40.9241;-41.0053;136;-130.333;32.6503;-1.33458;0;0;0;0;136;-130.333;195.479;-0.788413;
39;-32;-32;0;0;20.853;-28.8908;76.6667;-90.6667;46.0353;-2.35029;0;0;0;0;0;0;0;0;
