time;row;
     1;  11.18837;
     2;  12.27176;
     3;  12.44138;
     4;  11.69956;
     5;  13.62350;
     6;  12.24569;
     7;  14.06230;
     8;  14.82396;
     9;  12.15295;
    10;  10.56416;
    11;  10.12654;
    12;   6.65924;
    13;   7.40204;
    14;   4.24156;
    15;   6.72563;
    16;   8.08154;
    17;   5.24656;
    18;   7.64655;
    19;   7.18507;
    20;   7.37576;
    21;   7.51224;
    22;   3.59417;
    23;   6.55083;
    24;   6.93560;
    25;   5.73869;
    26;   6.26956;
    27;   7.00696;
    28;   5.28196;
    29;   5.52975;
    30;   4.78974;
    31;   3.75861;
    32;   4.57446;
    33;   6.59830;
    34;   5.20831;
    35;   7.34329;
    36;   7.46190;
    37;   5.04562;
    38;   7.83010;
    39;   8.18819;
    40;   7.91361;
    41;   6.42273;
    42;   6.30040;
    43;   7.14122;
    44;   6.09455;
    45;   4.72100;
    46;   6.69706;
    47;   6.82371;
    48;   7.56683;
    49;   8.04291;
    50;   6.66669;
    51;   7.27733;
    52;   8.08151;
    53;   4.69388;
    54;   7.75596;
    55;   7.55399;
    56;   1.71588;
    57;   7.10159;
    58;   6.48625;
    59;   6.03492;
    60;   7.28626;
    61;   6.80742;
    62;   6.99792;
    63;   3.67539;
    64;   7.05811;
    65;   6.76534;
    66;   4.12321;
    67;   5.94517;
    68;   7.13928;
    69;   7.43370;
    70;   5.24203;
    71;   4.66251;
    72;   5.33936;
    73;   3.53606;
    74;   6.49392;
    75;   5.11064;
    76;   5.03717;
    77;   5.71279;
    78;   3.28115;
    79;   5.43202;
    80;   6.83195;
    81;   5.60208;
    82;   4.34954;
    83;   5.43573;
    84;   5.77908;
    85;   6.72259;
    86;   5.85270;
    87;   6.76871;
    88;   6.74343;
    89;   7.07801;
    90;   6.61896;
    91;   5.00545;
    92;   3.48536;
    93;   4.66847;
    94;   6.33151;
    95;   5.71774;
    96;   6.02328;
    97;   5.68060;
    98;   6.02402;
    99;   2.95474;
   100;   4.06312;
   101;   5.69956;
   102;   2.46247;
   103;   6.52183;
   104;   7.07002;
   105;   6.20877;
   106;   4.76188;
   107;   4.74577;
   108;   5.54530;
   109;   5.29321;
   110;   5.77651;
   111;   5.74392;
   112;   5.08838;
   113;   2.41637;
   114;   3.76552;
   115;   2.64425;
   116;   5.83346;
   117;   4.80333;
   118;   4.71018;
   119;   4.69894;
   120;   5.55100;
   121;   6.02783;
   122;   6.59774;
   123;   6.21072;
   124;   5.13238;
   125;   6.40650;
   126;   7.24581;
   127;   6.18536;
   128;   6.19171;
   129;   5.62679;
   130;   3.28503;
   131;   6.08145;
   132;   6.83527;
   133;   6.76299;
   134;   6.12647;
   135;   5.29999;
   136;   5.59318;
   137;   6.49790;
   138;   5.64093;
   139;   4.67142;
   140;   4.11239;
   141;   4.56762;
   142;   5.80807;
   143;   4.58667;
   144;   1.96635;
   145;   3.94814;
   146;   5.57211;
   147;   4.86207;
   148;   3.37555;
   149;   4.51955;
   150;   5.77652;
   151;   6.20140;
   152;   5.09217;
   153;   1.46646;
   154;   5.89306;
   155;   6.32190;
   156;   6.63999;
   157;   6.31270;
   158;   5.73958;
   159;   5.82113;
   160;   5.98270;
   161;   5.87027;
   162;   5.94221;
   163;   4.93687;
   164;   5.34590;
   165;   5.98058;
   166;   5.84007;
   167;   2.58518;
   168;   6.22996;
   169;   6.04509;
   170;   5.28691;
   171;   3.25985;
   172;   5.16685;
   173;   5.53402;
   174;   5.30642;
   175;   5.36873;
   176;   5.92615;
   177;   3.97105;
   178;   4.93256;
   179;   4.87582;
   180;   3.43135;
   181;   1.49136;
   182;   7.06814;
   183;   6.57788;
   184;   6.88416;
   185;   5.18373;
   186;   6.38060;
   187;   4.96517;
   188;   4.02236;
   189;   3.36240;
   190;   6.29005;
   191;   5.56239;
   192;   5.44899;
   193;   6.24205;
   194;   4.11293;
   195;   5.45071;
   196;   5.73844;
   197;   6.35364;
   198;   6.21647;
   199;   4.64383;
   200;   6.49280;
   201;   2.36763;
   202;   3.74930;
   203;   4.02098;
   204;   5.73520;
   205;   5.98975;
   206;   4.71100;
   207;   6.68228;
   208;   4.75520;
   209;   5.14716;
   210;   5.70709;
   211;   5.45064;
   212;   4.85710;
   213;   5.81770;
   214;   6.65793;
   215;   5.66424;
   216;   4.14955;
   217;   4.86117;
   218;   5.79438;
   219;   5.94495;
   220;   6.64605;
   221;   6.35969;
   222;   5.28291;
   223;   4.51390;
   224;   4.98619;
   225;   6.58793;
   226;   6.58349;
   227;   5.22425;
   228;   6.70628;
   229;   6.47405;
   230;   5.52225;
   231;   4.68556;
   232;   2.23161;
   233;   5.97587;
   234;   6.69745;
   235;   7.31205;
   236;   6.82140;
   237;   4.59822;
   238;   3.31613;
   239;   5.29701;
   240;   5.94640;
   241;   5.52687;
   242;   5.52268;
   243;   4.83949;
   244;   7.08695;
   245;   7.92473;
   246;   7.24655;
   247;   6.87124;
   248;   6.98178;
   249;   5.90890;
   250;   4.78050;
   251;   6.64125;
   252;   4.35031;
   253;   6.62882;
   254;   6.66624;
   255;   4.10496;
   256;   5.14079;
