time;row;
     1;  12.28139;
     2;  13.05784;
     3;  15.31223;
     4;  19.42946;
     5;  19.39682;
     6;  15.79899;
     7;  13.00960;
     8;  19.22200;
     9;  20.82649;
    10;  19.24114;
    11;  12.91038;
    12;  18.22349;
    13;  21.67388;
    14;  21.60346;
    15;  17.75942;
    16;  17.10882;
    17;  23.22388;
    18;  24.67425;
    19;  22.83616;
    20;  17.37538;
    21;  19.64704;
    22;  23.53313;
    23;  23.46119;
    24;  20.78413;
    25;  18.55648;
    26;  22.57542;
    27;  24.17349;
    28;  22.51939;
    29;  18.47734;
    30;  15.36334;
    31;  18.29170;
    32;  17.81727;
    33;  15.84500;
    34;  13.52742;
    35;  16.85471;
    36;  18.09692;
    37;  16.52027;
    38;  13.55313;
    39;  13.41977;
    40;  16.26256;
    41;  15.94923;
    42;  13.78034;
    43;  10.63593;
    44;  14.25474;
    45;  15.36197;
    46;  14.51711;
    47;  11.47943;
    48;  12.46834;
    49;  14.45454;
    50;  14.79185;
    51;  12.86151;
    52;  11.38111;
    53;  12.87790;
    54;  14.64307;
    55;  13.83442;
    56;  11.80025;
    57;  12.28373;
    58;  13.74678;
    59;  13.94893;
    60;  10.85849;
    61;  11.69236;
    62;  11.77095;
    63;  14.22558;
    64;  12.97416;
    65;  11.95861;
    66;  12.29830;
    67;  14.68129;
    68;  14.12734;
    69;  11.45723;
    70;  11.51376;
    71;  13.31568;
    72;  14.68428;
    73;  13.12401;
    74;  12.13129;
    75;  12.25518;
    76;  14.52171;
    77;  13.82353;
    78;  11.28760;
    79;  11.16853;
    80;  14.26200;
    81;  15.56670;
    82;  14.90271;
    83;  12.69062;
    84;  13.70296;
    85;  14.92028;
    86;  14.51896;
    87;  10.65346;
    88;  11.67335;
    89;  13.38715;
    90;  14.88639;
    91;  13.58381;
    92;  11.38732;
    93;  11.66388;
    94;  14.25321;
    95;  13.96243;
    96;  12.42057;
    97;  12.63941;
    98;  14.00536;
    99;  15.48119;
   100;  14.08131;
   101;  12.34454;
   102;  13.96548;
   103;  17.34510;
   104;  17.24764;
   105;  15.44747;
   106;  14.28345;
   107;  14.72510;
   108;  15.68476;
   109;  14.13507;
   110;   8.23540;
   111;  11.55697;
   112;  14.55024;
   113;  14.49281;
   114;  12.32499;
   115;  12.92717;
   116;  13.89874;
   117;  14.68369;
   118;  13.22648;
   119;  12.10558;
   120;  12.68347;
   121;  14.91158;
   122;  14.70235;
   123;  13.23883;
   124;  11.97161;
   125;  12.42413;
   126;  12.55947;
   127;  11.97548;
   128;  10.75745;
   129;  11.87589;
   130;  13.48611;
   131;  13.60387;
   132;  11.38742;
   133;  11.40461;
   134;  12.39660;
   135;  13.69155;
   136;  12.62870;
   137;  10.71063;
   138;  12.10787;
   139;  14.58406;
   140;  14.97098;
   141;  13.51790;
   142;  12.99466;
   143;  14.12105;
   144;  15.76463;
   145;  15.42684;
   146;  12.54015;
   147;  12.85092;
   148;  15.62400;
   149;  15.62453;
   150;  13.66900;
   151;  12.39878;
   152;  13.09749;
   153;  13.53078;
   154;  12.35120;
   155;   9.89903;
   156;  10.29490;
   157;  13.31570;
   158;  13.62772;
   159;  12.35132;
   160;   9.78759;
   161;  12.78157;
   162;  13.40319;
   163;  13.12884;
   164;  11.27934;
   165;  11.89977;
   166;  13.44576;
   167;  13.69888;
   168;  12.39165;
   169;   8.86450;
   170;   9.80460;
   171;   9.81169;
   172;  10.37897;
   173;   7.54395;
   174;   9.47711;
   175;  11.05442;
   176;  12.24434;
   177;  10.75662;
   178;   9.96174;
   179;  10.76766;
   180;  10.66875;
   181;   8.57730;
   182;   7.33411;
   183;   4.45514;
   184;  10.41554;
   185;  11.44373;
   186;  10.98871;
   187;   7.36620;
   188;  10.29139;
   189;  10.90825;
   190;  10.64467;
   191;   9.22020;
   192;   9.02473;
   193;   8.31549;
   194;   8.83275;
   195;   4.84642;
   196;   8.05136;
   197;   7.08647;
   198;   7.93554;
   199;   6.77883;
   200;   8.18901;
   201;   2.95298;
   202;   8.60173;
   203;   6.59913;
   204;   7.31052;
   205;   6.99018;
   206;   9.31614;
   207;  10.23691;
   208;   9.92192;
   209;   8.87812;
   210;  10.19761;
   211;   9.66410;
   212;   9.44257;
   213;   8.79845;
   214;  10.20792;
   215;  11.21457;
   216;  11.51341;
   217;  10.67413;
   218;   9.23714;
   219;  10.52955;
   220;  11.03450;
   221;   9.84288;
   222;   9.86663;
   223;   8.83642;
   224;  10.63632;
   225;  10.39063;
   226;   9.25948;
   227;   6.87887;
   228;  10.66699;
   229;  10.15511;
   230;   9.53829;
   231;   7.35104;
   232;  11.03665;
   233;  11.72301;
   234;  11.99720;
   235;  10.19751;
   236;   9.48916;
   237;  12.13074;
   238;  12.24577;
   239;   5.97100;
   240;   8.91987;
   241;  10.84976;
   242;  11.59424;
   243;  12.13026;
   244;  11.68964;
   245;   8.47486;
   246;  10.13218;
   247;  10.62771;
   248;  10.03862;
   249;   5.70967;
   250;   7.77110;
   251;   8.82655;
   252;   8.31583;
   253;   8.30050;
   254;   7.24657;
   255;   8.71363;
   256;   7.56090;
