time;row;
     1;  11.34077;
     2;  12.35473;
     3;  12.76326;
     4;  12.85703;
     5;  14.80481;
     6;  13.97152;
     7;  12.37934;
     8;  14.09422;
     9;  12.66562;
    10;  12.66658;
    11;  12.67314;
    12;  10.01128;
    13;  10.69218;
    14;   6.65462;
    15;  10.31554;
    16;  10.48076;
    17;   8.56842;
    18;   6.90670;
    19;   6.35043;
    20;   7.37355;
    21;   8.45227;
    22;   5.05952;
    23;   2.75165;
    24;   6.42183;
    25;   6.52926;
    26;   5.43870;
    27;   5.68362;
    28;   6.76988;
    29;   4.69825;
    30;   7.64847;
    31;   7.79541;
    32;   6.19173;
    33;   6.64789;
    34;   4.54348;
    35;   7.32812;
    36;   6.80712;
    37;   5.94533;
    38;   7.02066;
    39;   5.78377;
    40;   4.60931;
    41;   7.43432;
    42;   6.90509;
    43;   5.51750;
    44;   7.09887;
    45;   4.75866;
    46;   9.19133;
    47;   9.03234;
    48;   7.49518;
    49;   9.28013;
    50;   8.98015;
    51;   8.44627;
    52;   8.22643;
    53;   7.37053;
    54;   6.50128;
    55;   7.04117;
    56;   6.58678;
    57;   7.02648;
    58;   7.23885;
    59;   6.45582;
    60;   7.00827;
    61;   6.05880;
    62;   5.85528;
    63;   7.99830;
    64;   7.94903;
    65;   5.23568;
    66;   3.87530;
    67;   5.81183;
    68;   6.20891;
    69;   5.23263;
    70;   4.45688;
    71;   7.31748;
    72;   5.64721;
    73;   4.28038;
    74;   9.14083;
    75;   9.33815;
    76;   5.80256;
    77;   6.21159;
    78;   6.37502;
    79;   8.30313;
    80;   8.30696;
    81;   6.36414;
    82;   5.13740;
    83;   5.57356;
    84;   6.65361;
    85;   6.83798;
    86;   7.10259;
    87;   7.78706;
    88;   7.43195;
    89;   4.29925;
    90;   7.08329;
    91;   7.46640;
    92;   7.43059;
    93;   5.58098;
    94;   5.68636;
    95;   5.94514;
    96;   6.79307;
    97;   6.62737;
    98;   5.07307;
    99;   4.68089;
   100;   5.22927;
   101;   6.53160;
   102;   6.01297;
   103;   6.63213;
   104;   6.58838;
   105;   6.10586;
   106;   5.97026;
   107;   5.96066;
   108;   4.91651;
   109;   6.30339;
   110;   4.37029;
   111;   4.46764;
   112;   3.06490;
   113;   4.34933;
   114;   5.42712;
   115;   6.02477;
   116;   4.43459;
   117;   3.79351;
   118;   3.19163;
   119;   3.97246;
   120;   6.77931;
   121;   6.19660;
   122;   4.47304;
   123;   5.16124;
   124;   6.30500;
   125;   6.29323;
   126;   4.88084;
   127;   4.41623;
   128;   6.09471;
   129;   6.69525;
   130;   5.19343;
   131;   6.93215;
   132;   7.21662;
   133;   5.64889;
   134;   5.19488;
   135;   4.87779;
   136;   5.28271;
   137;   5.23378;
   138;  -1.53785;
   139;   3.28405;
   140;   2.89729;
   141;   6.12001;
   142;   7.47386;
   143;   5.46884;
   144;   5.44623;
   145;   5.60738;
   146;   4.98100;
   147;   5.00851;
   148;   6.58542;
   149;   5.26643;
   150;   5.80999;
   151;   5.34047;
   152;   3.75869;
   153;   4.60673;
   154;   3.53182;
   155;   3.29245;
   156;   4.75259;
   157;   6.96063;
   158;   6.02169;
   159;   4.33864;
   160;   5.58247;
   161;   5.69844;
   162;   6.30689;
   163;   3.84866;
   164;   1.37945;
   165;   5.69791;
   166;   3.38480;
   167;   5.08377;
   168;   5.28693;
   169;   4.94523;
   170;   5.23612;
   171;   4.34308;
   172;   5.54891;
   173;   5.27736;
   174;   3.51521;
   175;   4.51095;
   176;   4.08248;
   177;   5.56879;
   178;   6.65194;
   179;   7.19906;
   180;   6.55236;
   181;   4.70205;
   182;   4.20978;
   183;   5.11326;
   184;   5.37085;
   185;   5.83387;
   186;   5.75735;
   187;   5.50137;
   188;   3.09366;
   189;   2.94860;
   190;   2.78137;
   191;   2.04766;
   192;   4.66532;
   193;   4.46601;
   194;   3.52731;
   195;   6.40651;
   196;   5.65043;
   197;   4.17286;
   198;   5.47327;
   199;   5.19173;
   200;   3.13028;
   201;   5.29875;
   202;   6.67122;
   203;   7.19791;
   204;   6.69053;
   205;   6.06452;
   206;   6.40566;
   207;   5.13819;
   208;   5.85257;
   209;   6.68601;
   210;   4.10111;
   211;   5.57899;
   212;   5.84616;
   213;   2.14878;
   214;   4.12434;
   215;   4.35240;
   216;   5.64022;
   217;   2.51828;
   218;   5.73099;
   219;   4.08831;
   220;   4.92919;
   221;   6.61947;
   222;   6.41918;
   223;   5.99255;
   224;   5.70396;
   225;   3.40472;
   226;   5.24335;
   227;   4.78314;
   228;   5.30854;
   229;   5.96237;
   230;   7.03766;
   231;   6.76207;
   232;   5.31311;
   233;   3.63858;
   234;   3.59063;
   235;   5.56811;
   236;   5.25188;
   237;   7.06485;
   238;   7.31121;
   239;   5.58177;
   240;   4.25873;
   241;   4.39650;
   242;   6.36948;
   243;   5.96735;
   244;   4.67368;
   245;   5.32176;
   246;   4.90508;
   247;   4.11069;
   248;   3.74100;
   249;   6.01139;
   250;   6.47964;
   251;   5.09570;
   252;   7.10057;
   253;   7.71858;
   254;   6.54255;
   255;   0.89975;
   256;   4.76862;
