time;row;
     1;  10.93227;
     2;  14.69207;
     3;  18.64076;
     4;  18.44513;
     5;  14.90148;
     6;  19.21310;
     7;  20.64538;
     8;  18.66751;
     9;  16.78156;
    10;  20.22509;
    11;  19.79517;
    12;  16.33552;
    13;  20.40348;
    14;  21.62866;
    15;  19.25373;
    16;  21.32699;
    17;  24.07536;
    18;  23.45812;
    19;  20.15741;
    20;  24.22226;
    21;  25.11295;
    22;  22.67471;
    23;  19.69025;
    24;  22.60273;
    25;  21.85863;
    26;  18.14212;
    27;  20.19027;
    28;  20.66054;
    29;  18.92531;
    30;  21.19098;
    31;  22.96076;
    32;  21.58978;
    33;  19.54407;
    34;  20.85561;
    35;  20.54763;
    36;  17.28338;
    37;  18.10064;
    38;  19.41135;
    39;  18.00661;
    40;  13.99192;
    41;  16.37813;
    42;  16.38595;
    43;  13.92070;
    44;  15.29482;
    45;  16.50068;
    46;  15.34211;
    47;  11.04529;
    48;  15.41184;
    49;  14.77104;
    50;  12.79252;
    51;  12.87527;
    52;  14.32118;
    53;  12.82288;
    54;  11.80029;
    55;  13.92113;
    56;  12.46083;
    57;  10.96410;
    58;  11.52252;
    59;  13.53336;
    60;   8.48765;
    61;  11.01658;
    62;  13.20374;
    63;  11.71532;
    64;   8.77213;
    65;   9.45961;
    66;  12.76160;
    67;  11.32113;
    68;  12.33407;
    69;  13.57231;
    70;  13.38945;
    71;  10.76767;
    72;  13.74619;
    73;  14.56912;
    74;  12.07475;
    75;  13.18812;
    76;  15.75962;
    77;  16.31840;
    78;  15.26341;
    79;  15.41623;
    80;  15.87853;
    81;  14.61574;
    82;  11.95059;
    83;  14.28129;
    84;  13.17458;
    85;  12.85468;
    86;  13.68029;
    87;  13.78879;
    88;  11.91855;
    89;  12.11946;
    90;  14.01532;
    91;  11.79346;
    92;  11.67652;
    93;  13.60253;
    94;  13.81260;
    95;  12.62399;
    96;  13.26919;
    97;  14.27539;
    98;  13.59060;
    99;  12.25386;
   100;  14.62693;
   101;  14.62500;
   102;  14.65169;
   103;  14.99085;
   104;  15.68588;
   105;  15.08897;
   106;  15.62869;
   107;  16.60508;
   108;  16.16377;
   109;  15.85459;
   110;  15.99566;
   111;  16.37050;
   112;  14.92788;
   113;  13.77949;
   114;  14.51134;
   115;  14.11806;
   116;  12.15247;
   117;  14.41486;
   118;  14.63943;
   119;  14.02506;
   120;  13.86597;
   121;  15.04753;
   122;  14.01223;
   123;  13.77499;
   124;  14.99869;
   125;  15.21055;
   126;  13.92755;
   127;  13.12087;
   128;  14.48931;
   129;  13.76055;
   130;  13.25897;
   131;  14.26947;
   132;  14.60243;
   133;  13.50462;
   134;  12.95703;
   135;  14.08609;
   136;  13.78294;
   137;  11.56435;
   138;  12.97898;
   139;  12.82729;
   140;  12.38634;
   141;  12.24351;
   142;  13.49071;
   143;  12.40435;
   144;  12.34985;
   145;  11.44213;
   146;  11.95490;
   147;  10.62776;
   148;  10.68729;
   149;  11.96868;
   150;  10.51370;
   151;  10.23254;
   152;   8.32860;
   153;  10.86672;
   154;   9.22814;
   155;  10.44157;
   156;  10.02233;
   157;  10.13212;
   158;   9.89792;
   159;   9.18267;
   160;  10.94837;
   161;   8.04571;
   162;   8.02142;
   163;   9.53038;
   164;   9.58316;
   165;   8.72215;
   166;  10.20775;
   167;   9.60036;
   168;   8.51795;
   169;  11.04727;
   170;   9.81754;
   171;  10.93001;
   172;   9.40346;
   173;   8.64242;
   174;  10.93995;
   175;   6.25419;
   176;   5.32246;
   177;   8.77119;
   178;   8.99151;
   179;   9.71518;
   180;   6.81452;
   181;   9.66117;
   182;   8.34735;
   183;   8.45080;
   184;   9.05783;
   185;   8.39851;
   186;   8.70627;
   187;   8.28320;
   188;   8.85915;
   189;   6.10932;
   190;   9.53685;
   191;   7.46307;
   192;   8.92556;
   193;   8.72877;
   194;   8.31612;
   195;   7.81506;
   196;   8.63516;
   197;   8.22635;
   198;   8.94489;
   199;   8.29226;
   200;   7.72865;
   201;   9.28322;
   202;   5.40333;
   203;   9.72655;
   204;   5.27697;
   205;   9.02121;
   206;   9.31938;
   207;   6.55804;
   208;   9.43030;
   209;   8.17013;
   210;   9.14734;
   211;   8.11462;
   212;   8.20928;
   213;   8.45337;
   214;   9.18479;
   215;   7.46394;
   216;   8.93945;
   217;   8.50014;
   218;   8.32963;
   219;   8.10102;
   220;   8.25692;
   221;   9.12086;
   222;   8.44312;
   223;   8.93454;
   224;   7.21362;
   225;   8.94561;
   226;   8.92118;
   227;   7.01720;
   228;   8.81585;
   229;   8.34863;
   230;   8.47582;
   231;   8.59960;
   232;   7.20291;
   233;   9.38995;
   234;   8.30622;
   235;   9.58950;
   236;   8.59350;
   237;   8.96828;
   238;   9.59964;
   239;   9.26106;
   240;   9.46035;
   241;   8.57161;
   242;   7.22644;
   243;  10.09712;
   244;   9.06018;
   245;   9.98964;
   246;   8.62076;
   247;   9.75623;
   248;   8.36641;
   249;   7.45538;
   250;   9.46419;
   251;   9.81364;
   252;   9.18040;
   253;  10.11417;
   254;   7.20863;
   255;   9.43033;
   256;   4.01526;
