time;row_1;row_2;row_3;row_4;
1;-13.1657;85.2482;80.7642;1.67244;
2;-9.95884;81.4882;76.7496;1.63583;
3;-6.33208;74.976;70.0884;1.59022;
4;-2.41541;66.5771;61.7292;1.52938;
5;3.94425;53.4916;49.4019;1.38934;
6;6.27206;39.3542;36.2415;1.25536;
7;2.12352;24.2449;20.6041;1.21927;
8;-6.59191;11.5101;6.80521;1.81129;
9;-19.0436;2.78056;14.2313;-2.99205;
10;-32.4894;-1.96864;28.3628;-2.89696;
11;-43.4741;-4.01769;39.5224;-2.91398;
12;-50.1813;-4.49815;46.1769;-2.93662;
13;-50.4551;-4.82869;46.513;-2.93086;
14;-46.1765;-7.17088;42.9373;-2.8566;
15;-38.4502;-11.7411;37.3873;-2.68028;
16;-28.2767;-18.6669;33.145;-2.35061;
17;-15.5807;-26.5721;33.2131;-1.89594;
18;0.072288;-34.5306;39.7525;-1.44359;
19;17.3816;-39.7564;49.939;-1.10672;
20;35.0379;-42.5858;62.0942;-0.870654;
21;52.1172;-43.3473;74.7459;-0.701671;
22;60.061;-44.6215;81.7412;-0.650824;
23;71.2474;-42.6472;89.8336;-0.557763;
