time;row_1;row_2;row_3;row_4;
1;26.8336;84.7667;97.0008;1.23468;
2;21.8144;85.5188;96.1847;1.28655;
3;17.4751;85.547;95.0865;1.33045;
4;11.7862;84.6063;92.9699;1.3875;
5;0.879178;83.084;90.0929;1.50372;
6;-10.8951;79.7298;86.726;1.63698;
7;-21.8931;74.6997;83.2061;1.77329;
8;-33.5571;68.1695;80.1736;1.93286;
9;-46.4276;59.3348;77.9598;2.12864;
10;-59.4059;50.0154;78.5584;2.33302;
11;-72.1069;40.409;81.9225;2.52735;
12;-83.2653;31.0691;86.805;2.69008;
13;-93.3055;21.9884;92.7303;2.82585;
14;-102.049;12.055;98.7085;2.94933;
15;-108.708;2.7329;103.987;3.04973;
16;-114.072;-7.25276;108.914;-3.13749;
17;-118.206;-17.4085;113.542;-3.04808;
18;-121.269;-27.8138;117.995;-2.9626;
19;-122.238;-39.0662;121.442;-2.87273;
20;-122.001;-49.2478;124.311;-2.79317;
21;-120.513;-58.8779;126.562;-2.71757;
22;-117.757;-67.8373;128.074;-2.64489;
23;-112.8;-76.5126;128.24;-2.56692;
24;-105.116;-85.2335;127.052;-2.47631;
25;-96.3606;-92.3173;125.019;-2.38839;
26;-86.5301;-98.6744;122.723;-2.29568;
27;-75.9192;-104.419;120.562;-2.19804;
28;-64.652;-108.942;118.199;-2.09824;
29;-53.7267;-112.192;116.038;-2.00264;
30;-43.1898;-113.999;113.739;-1.91173;
31;-32.4783;-115.139;111.724;-1.81782;
32;-21.6393;-115.517;109.952;-1.72125;
33;-9.74024;-115.186;108.477;-1.61304;
34;2.23512;-113;106.451;-1.50128;
35;14.0779;-109.432;104.413;-1.3855;
36;25.5617;-104.501;102.411;-1.26613;
37;37.5369;-98.5747;101.215;-1.13533;
38;48.9607;-90.8077;99.926;-0.998457;
39;59.0644;-82.1581;99.0079;-0.864959;
40;68.6213;-72.9365;99.0795;-0.730772;
41;77.221;-63.5508;100.032;-0.603178;
42;84.9852;-54.1685;101.829;-0.483763;
43;90.5898;-43.0666;102.385;-0.362012;
44;95.213;-32.4831;103.604;-0.250445;
45;98.9875;-21.1129;105.125;-0.136516;
46;101.378;-10.1434;106.589;-0.0313129;
47;101.849;0.842464;107.281;0.0713573;
48;100.509;11.7042;107.277;0.173417;
49;98.5558;20.9305;107.36;0.261317;
50;94.9021;30.013;106.62;0.352591;
51;89.6357;38.1304;104.906;0.442666;
52;83.6878;45.9333;103.321;0.535701;
53;77.182;52.4046;101.42;0.623425;
54;70.2106;57.6356;99.1634;0.707396;
55;62.4353;62.1142;96.5352;0.795111;
56;54.5244;66.1499;94.2589;0.885132;
57;46.1149;69.6375;92.0473;0.979978;
58;37.4986;72.5338;90.0807;1.07748;
59;28.7767;75.7039;89.2165;1.18059;
60;19.1648;78.7903;88.9856;1.29393;
61;9.07324;80.0227;87.9877;1.40833;
62;-1.1798;79.703;86.6008;1.52483;
63;-4.61904;80.1401;86.9481;1.56458;
64;-11.9079;79.8498;86.9185;1.64852;
