time;row_1;row_2;row_3;row_4;
1;-221.2;214.4;271.704;2.37;
2;-236.8;175.6;258.741;2.52009;
3;-238.8;150.4;246.646;2.60799;
4;-230;133.2;230.552;2.65283;
5;-208.4;121.8;206.129;2.65246;
6;-178;113.6;175.582;2.61232;
7;-158.6;62.6;137.417;2.86404;
8;-132.8;18;106.585;-3.07636;
9;-81.2;27;54.7964;3.10412;
10;-27.2;25.8;1.14078;2.29744;
11;26.6;20.4;53.2367;-0.0855223;
12;71.6;-0.4;101.266;-0.252996;
13;107;-30;144.312;-0.390611;
14;134.8;-60.6;182.53;-0.48779;
15;152;-92;213.35;-0.580148;
16;163;-89.6;221.381;-0.543836;
17;197.6;-37;232.449;-0.269759;
18;196.8;-84.4;248.584;-0.455467;
19;161.2;-194.8;288.961;-0.864043;
