time;row_1;row_2;row_3;row_4;
1;-86.2;348.2;287.149;1.79963;
2;-49.6;350.2;283.106;1.67177;
3;-33.2;347.6;279.327;1.61426;
4;-33.2;337.8;269.537;1.61584;
5;-41.8;317.2;249.527;1.654;
6;-55.6;284.8;219.004;1.72915;
7;-19.6;240.4;171.87;1.56228;
8;2.4;180.6;114.494;1.3644;
9;11.8;112.4;54.8091;0.927793;
10;7.2;39;40.8807;-0.807414;
11;-3;-40.4;110.424;-1.40647;
12;-41.8;-77.6;147.6;-1.71175;
13;-66.8;-109.4;183.72;-1.82239;
14;-79;-133.6;210.275;-1.84993;
15;-69;-147.6;221.388;-1.78905;
16;-45.4;-150.2;220.086;-1.6816;
17;-12.2;-137.8;206.527;-1.52787;
18;24.4;-110.8;185.009;-1.32252;
19;26.2;-121;195.34;-1.32642;
20;-19;-39.6;108.156;-1.55171;
21;10.4;7.2;68.9355;-1.09683;
22;109.6;10.4;143.013;-0.418631;
