time;row_1;row_2;row_3;row_4;
1;-170.8;182.6;191.153;2.59822;
2;-179;153.2;185.319;2.75756;
3;-178.4;131.2;177.669;2.87135;
4;-171.2;116.2;167.197;2.94638;
5;-155.6;110.2;150.756;2.96536;
6;-135;108.2;130.135;2.95273;
7;-122.2;68.8;115.991;-3.01218;
8;-103.2;38.6;106.114;-2.7019;
9;-54;60.6;52.2397;-2.68209;
10;-3.2;85.2;4.22864;0.345371;
11;41.6;95;50.0553;0.22631;
12;78.6;89.4;85.9636;0.0655583;
13;104.4;77;111.784;-0.060586;
14;122;57.6;131.803;-0.19987;
15;130.2;32;146.809;-0.360373;
16;136.8;33.2;152.601;-0.337762;
17;189.8;110.8;198.825;0.136379;
18;190.8;78.6;198.046;-0.0260999;
19;142;-36.8;191.81;-0.679729;
