time;row_1;row_2;row_3;row_4;
1;-83.8671;-89.7504;133.191;-2.14101;
2;-80.3785;-80.4576;123.503;-2.15785;
3;-77.7194;-66.7284;110.731;-2.20655;
4;-73.7777;-48.2516;93.8479;-2.28976;
5;-65.9252;-17.0637;66.8289;-2.51048;
6;-57.4346;15.8266;45.9335;-2.99869;
7;-49.7782;46.8572;45.047;2.56683;
8;-42.7602;73.9897;60.1071;2.10862;
9;-36.7113;95.4531;77.1595;1.89722;
10;-32.1822;111.839;91.7259;1.79298;
11;-29.4152;124.216;103.332;1.74044;
12;-27.1334;131.74;110.418;1.70856;
13;-24.0207;134.138;112.418;1.6782;
14;-18.3182;130.484;108.302;1.62945;
15;-8.70345;116.653;94.3416;1.53617;
16;3.36641;95.9005;75.1145;1.36519;
17;17.056;68.3366;54.3652;1.0076;
18;31.4022;37.0302;45.7827;0.325997;
19;44.3077;3.64771;59.3089;-0.321133;
20;54.5538;-28.3591;83.6575;-0.651486;
21;61.7271;-54.8257;106.724;-0.808572;
22;67.1953;-77.2968;127.28;-0.899536;
23;69.6529;-87.1867;136.618;-0.93048;
24;71.6013;-99.3572;147.652;-0.969154;
