time;row_1;row_2;row_3;row_4;
1;-81.8986;-9.0907;80.6318;-2.72443;
2;-75.1155;-3.57316;72.2314;-2.75622;
3;-69.6958;3.29238;64.773;-2.82303;
4;-62.2284;12.4462;55.1814;-2.93845;
5;-47.8914;30.0371;40.2314;2.98037;
6;-33.5461;48.6466;35.6613;2.36208;
7;-20.1893;68.2372;46.2442;1.83346;
8;-8.27264;87.0679;63.4889;1.57223;
9;1.82927;103.567;80.612;1.44629;
10;9.33261;113.607;91.7155;1.37865;
11;14.801;114.369;93.6538;1.32286;
12;18.7015;106.68;87.3415;1.25792;
13;20.7175;90.8882;73.2508;1.16525;
14;22.6534;68.173;54.2164;0.965822;
15;23.8992;39.0818;35.6303;0.450148;
16;23.8368;5.81409;36.6167;-0.506549;
17;22.7476;-27.0548;59.3331;-1.02244;
18;20.5307;-58.3372;86.8026;-1.23367;
19;17.7415;-85.5458;112.162;-1.33756;
20;16.167;-98.8511;124.828;-1.37448;
21;14.0638;-114.294;139.656;-1.41083;
