time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-61;127;-61;127;-56.8526;36.3411;-171;99;141.09;2.02493;-56.8526;36.3411;63.7492;2.65543;-171;99;187.534;2.68253;
2;-80;47;-80;47;-59.0405;32.3305;-176.333;89.3333;93.4517;2.61721;-54.6172;24.8611;57.1392;2.81547;-176.333;89.3333;188.354;2.74112;
3;-98;29;-98;29;-58.2485;28.499;-171.333;84.3333;103;2.85831;-48.7983;15.8055;49.1861;2.9524;-157;84;168.492;2.72553;
4;-96;18;-96;18;-54.6172;24.8611;-157;84;98.5142;2.96002;-37.0667;14.6169;37.4548;2.92466;-143.333;50;144.531;2.90343;
5;-83;14;-83;14;-48.7983;15.8055;-143.333;50;85.0204;2.97868;-23.3721;15.2674;24.4848;2.77779;-113.333;44.3333;114.052;2.88965;
6;-53;17;-53;17;-37.0667;14.6169;-113.333;44.3333;56.4493;2.8396;-10.7369;16.7032;14.4217;2.36104;-76.6667;44.3333;79.0725;2.7738;
7;-20;25;-20;25;-23.3721;15.2674;-76.6667;44.3333;32.4208;2.27115;-0.763431;18.1673;11.6154;1.59435;-40.6667;47.6667;49.3624;2.44253;
8;10;30;10;30;-10.7369;16.7032;-40.6667;47.6667;31.1499;1.27416;13.437;28.989;26.4053;1.01523;-9;52.3333;36.9414;1.73717;
9;12;29;88;121;-0.763431;18.1673;-9;52.3333;30.8571;1.20264;24.7782;32.5533;36.2543;0.79964;38;87;82.014;1.04895;
10;12;28;80;43;13.437;28.989;38;87;29.9263;1.19062;37.4548;18.726;39.8488;0.310385;71.3333;93;107.014;0.804445;
11;12;28;65;-11;24.7782;32.5533;71.3333;93;29.9263;1.19062;40.1271;1.59007;40.9193;-0.121638;89.6667;79.3333;112.2;0.600847;
12;88;121;50;-57;32.4424;29.1713;89.6667;79.3333;148.921;0.946028;40.8946;-19.2859;48.7896;-0.558179;102.333;50.6667;110.81;0.319121;
13;80;43;45;-97;37.4548;18.726;102.333;50.6667;89.9365;0.495844;36.1002;-46.5461;64.487;-0.967449;113.333;9;116.42;-0.0593196;
14;65;-11;45;-117;40.1271;1.59007;113.333;9;65.0781;-0.173126;32.5577;-66.017;79.7424;-1.14348;124.333;-39.3333;138.689;-0.409626;
15;50;-57;45;-132;40.8946;-19.2859;124.333;-39.3333;75.3948;-0.861489;0;0;0;0;110;-123.667;179.504;-0.890716;
16;45;-97;0;0;36.1002;-46.5461;110;-123.667;106.748;-1.14486;0;0;0;0;98;-184;223.915;-1.10343;
17;45;-117;0;0;32.5577;-66.017;98;-184;125.234;-1.21089;0;0;0;0;91.3333;-212.667;247.225;-1.17982;
18;45;-132;0;0;30.7961;-74.8861;91.3333;-212.667;139.373;-1.24881;0;0;0;0;0;0;0;0;
19;44;-138;0;0;30.3857;-84.3017;89.6667;-244.333;144.776;-1.26848;0;0;0;0;0;0;0;0;
