time;row_1;row_2;row_3;row_4;row_5;row_6;row_7;row_8;row_9;row_10;row_11;row_12;row_13;row_14;row_15;row_16;row_17;row_18;
1;-81;236;-81;236;-66.5063;112.81;-199;316.333;248.817;1.90451;-66.5063;112.81;108.436;2.14935;-199;316.333;323.33;2.16936;
2;-94;190;-94;190;-68.5931;98.669;-204.333;276.667;211.39;2.03425;-68.5931;98.669;98.1962;2.24604;-204.333;276.667;294.781;2.26026;
3;-109;131;-109;131;-67.7702;85.7946;-199.667;247.667;170.041;2.27046;-67.7702;85.7946;87.945;2.33035;-199.667;247.667;269.845;2.3153;
4;-110;71;-110;71;-64.3928;74.3428;-186.667;235.333;130.855;2.57633;-64.3928;74.3428;77.506;2.40055;-186.667;235.333;251.969;2.31053;
5;-95;44;-95;44;-58.7431;53.0188;-172.667;171.333;104.772;2.71773;-58.7431;53.0188;60.1358;2.60006;-172.667;171.333;197.994;2.47696;
6;-71;34;-71;34;-48.4;39.6806;-146.333;126.667;78.7862;2.70814;-48.4;39.6806;44.8142;2.73656;-146.333;126.667;150.907;2.60265;
7;-39;44;-39;44;-34.4603;34.1865;-108.333;103.667;58.4558;2.31274;-34.4603;34.1865;29.8407;2.7217;-108.333;103.667;106.49;2.60488;
8;-15;56;-15;56;-20.4296;34.2329;-68.3333;99.6667;57.2299;1.84506;-20.4296;34.2329;17.9952;2.39576;-68.3333;99.6667;72.1053;2.36666;
9;5;62;5;62;-8.88519;36.5277;-33.6667;105;61.2564;1.49727;-8.88519;36.5277;14.6023;1.68565;-33.6667;105;58.2727;1.86414;
10;10;59;89;158;-0.800069;39.2002;-7.33333;114;58.8626;1.40869;12.2606;51.0171;34.9273;0.97941;-7.33333;114;65.4738;1.42544;
11;9;60;86;81;12.2606;51.0171;35.3333;152;59.6991;1.42793;24.0173;55.4433;45.7413;0.8193;35.3333;152;115.256;1.10126;
12;8;61;75;-36;24.0173;55.4433;69;160.333;60.5571;1.44663;33.4111;46.1881;47.2677;0.536661;69;160.333;140.397;0.913168;
13;89;158;59;-117;33.4111;46.1881;92.3333;127.667;180.305;1.05775;39.9269;24.9947;47.2323;0.0629886;92.3333;127.667;134.418;0.62319;
14;86;81;52;-166;39.9269;24.9947;108.667;69;117.153;0.752744;43.8731;-5.2477;57.9074;-0.490324;108.667;69;127.033;0.15637;
15;75;-36;47;-187;43.8731;-5.2477;123;-6.33333;83.1416;-0.45998;45.1624;-39.5126;80.8054;-0.865642;123;-6.33333;150.448;-0.378182;
16;59;-117;0;0;45.1624;-39.5126;136;-89;131.624;-1.11024;40.1766;-78.3806;111.024;-1.12981;136;-89;206.05;-0.735274;
17;52;-166;0;0;40.1766;-78.3806;122;-206.667;174.674;-1.27151;36.1467;-106.192;135.347;-1.2447;122;-206.667;291.112;-1.07373;
18;47;-187;0;0;36.1467;-106.192;109.333;-298;193.577;-1.32821;33.3946;-121.184;148.852;-1.2945;109.333;-298;369.423;-1.22231;
19;47;-195;0;0;33.3946;-121.184;99.6667;-349.667;201.352;-1.33775;0;0;0;0;99.6667;-349.667;415.543;-1.28667;
20;48;-193;0;0;31.966;-126.903;94.6667;-371.333;199.642;-1.33057;0;0;0;0;94.6667;-371.333;435.076;-1.31167;
21;46;-191;0;0;31.4904;-129.183;93;-381;197.229;-1.338;0;0;0;0;0;0;0;0;
22;44;-182;0;0;31.4374;-129.086;93;-381.667;188.011;-1.33731;0;0;0;0;0;0;0;0;
