time;row_1;row_2;row_3;row_4;
1;-8.55589;120.475;120.394;1.63126;
2;-15.9011;118.387;118.988;1.69398;
3;-25.3515;115.231;117.423;1.77726;
4;-35.1332;110.532;115.312;1.86876;
5;-53.2823;101.318;113.616;2.0462;
6;-68.6052;89.001;111.357;2.22004;
7;-79.6445;74.5862;107.978;2.38291;
8;-84.9577;59.2236;102.341;2.52808;
9;-83.3903;44.0119;93.0198;2.6524;
10;-72.9643;30.8102;77.9064;2.73921;
11;-54.6854;22.0634;57.6689;2.75464;
12;-27.0581;19.8572;32.3565;2.49258;
13;2.93241;23.0946;23.1796;1.38804;
14;31.4413;31.1514;44.9716;0.755971;
15;56.1198;43.9794;72.1289;0.65047;
16;73.8366;60.145;96.0408;0.672712;
17;83.6221;76.9779;114.402;0.734535;
18;80.9248;93.3425;124.155;0.847154;
19;72.3226;106.489;129.202;0.96469;
20;59.4836;99.2091;116.082;1.01989;
21;43.1946;84.7712;95.4632;1.08616;
22;25.1444;64.9329;69.8251;1.18268;
23;6.49888;42.3395;42.7521;1.38782;
24;-11.4733;17.9562;20.3863;2.09438;
25;-29.816;-5.47783;29.115;-2.94178;
26;-48.2187;-22.8617;52.3424;-2.68318;
27;-64.7185;-46.1394;78.6201;-2.50967;
28;-77.9911;-71.4553;105.041;-2.38955;
29;-84.8074;-98.9356;129.71;-2.27045;
30;-84.9266;-124.338;150.106;-2.16187;
31;-77.2481;-145.18;164.122;-2.05203;
32;-61.5427;-157.85;169.243;-1.93486;
33;-39.5766;-163.144;167.872;-1.80095;
34;-13.9281;-162.43;163.221;-1.64836;
35;14.9107;-151.964;153.123;-1.46486;
36;42.9348;-136.05;143.341;-1.25722;
37;65.6784;-116.583;134.705;-1.05057;
38;81.6632;-94.3685;125.865;-0.851322;
39;89.4645;-68.1659;113.676;-0.646374;
40;89.715;-42.6502;100.623;-0.441011;
41;80.6606;-21.1055;84.6909;-0.255532;
42;78.1857;-12.7879;80.5367;-0.163246;
43;69.9896;4.54645;71.3963;0.0594978;
