time;open;close;diff;volume;
   1;   53.0000;   54.7537;    1.7614;351717.1429;
   2;   52.2260;   52.9271;    0.7020;585211.4286;
   3;   51.9520;   51.9763;   -0.0240;636062.8571;
   4;   52.4320;   51.9520;   -0.3959;425051.4286;
   5;   52.8837;   52.4320;   -0.4685;229300.0000;
   6;   53.3963;   52.8837;   -0.6525;221734.2857;
   7;   54.4734;   53.3851;   -0.9846;184982.8571;
   8;   55.4906;   54.5180;   -0.8866;266551.4286;
   9;   55.7437;   55.5751;   -0.2246;360788.5714;
  10;   55.3751;   55.6923;    0.2390;308360.0000;
  11;   55.1523;   55.2837;    0.0901;192940.0000;
  12;   55.2926;   55.1249;    0.0475;194651.4286;
  13;   54.8954;   55.3551;    0.3131;319905.7143;
  14;   54.3109;   54.8534;    0.5247;290597.1429;
  15;   54.1180;   54.4377;    0.3874;294240.0000;
  16;   54.0597;   54.2977;    0.1710;261568.5714;
  17;   54.2211;   54.1763;   -0.0167;321554.2857;
  18;   54.3197;   54.2306;   -0.0328;243205.7143;
  19;   54.1729;   54.3891;    0.1799;241794.2857;
  20;   53.8443;   54.1694;    0.2334;272220.0000;
  21;   53.6554;   53.7709;    0.2868;331802.8571;
  22;   53.0751;   53.6109;    0.4524;362748.5714;
  23;   52.5294;   53.0649;    0.4623;226922.8571;
  24;   52.5794;   52.6151;    0.0878;182037.1429;
  25;   52.8894;   52.7009;   -0.1473;217954.2857;
  26;   52.9451;   52.9751;    0.1087;267574.2857;
  27;   52.5783;   52.9554;    0.1479;236920.0000;
  28;   52.8311;   52.4514;   -0.2744;202448.5714;
  29;   53.4497;   52.6514;   -0.8452;217505.7143;
  30;   54.0309;   53.3657;   -0.3649;234714.2857;
  31;   53.1323;   53.9126;    0.4386;277942.8571;
  32;   52.0080;   52.8037;    0.9546;240057.1429;
  33;   51.1009;   51.7263;    0.4772;252014.2857;
  34;   51.3006;   50.9603;   -0.2689;326020.0000;
  35;   52.4537;   51.4714;   -0.9795;360254.2857;
  36;   53.7137;   52.7000;   -0.8342;289031.4286;
  37;   54.1591;   53.9786;   -0.3924;345060.0000;
  38;   54.4874;   54.1643;   -0.3271;337391.4286;
  39;   55.3389;   54.5286;   -0.7739;309000.0000;
  40;   56.2929;   55.3286;   -0.9327;338537.1429;
  41;   56.8246;   56.2929;   -0.4711;643534.2857;
  42;   56.4517;   56.8246;    0.2571;907945.7143;
  43;   55.6417;   56.5691;    1.0342;1358362.8571;
  44;   53.5120;   55.1720;    1.5920;1526760.0000;
  45;   51.0049;   52.8577;    1.8878;1356668.5714;
  46;   48.9091;   50.4906;    1.4036;691917.1429;
  47;   48.4494;   48.9634;    0.6916;350971.4286;
  48;   48.0109;   48.4049;    0.4675;223822.8571;
  49;   47.1823;   48.0751;    0.8136;282977.1429;
  50;   46.1454;   46.9697;    0.7110;190977.1429;
  51;   45.9180;   45.8443;   -0.0248;389765.7143;
  52;   46.4466;   45.7054;   -0.6221;455760.0000;
  53;   47.1883;   46.4997;   -0.8725;362971.4286;
  54;   48.0037;   47.1883;   -0.5620;123805.7143;
  55;   47.8791;   48.0037;   -0.0573;339088.5714;
  56;   47.4580;   47.8791;    0.4888;354557.1429;
  57;   46.9834;   47.4691;    0.3311;262094.2857;
  58;   46.9989;   46.9389;    0.1986;210160.0000;
  59;   46.7263;   46.9357;   -0.0290;396451.4286;
  60;   46.9691;   46.6714;   -0.1485;319731.4286;
  61;   47.4131;   47.0214;   -0.4432;409171.4286;
  62;   48.0517;   47.4286;   -0.6608;577237.1429;
  63;   49.1849;   48.2429;   -0.9224;560234.2857;
  64;   50.3620;   49.5031;   -0.7899;484737.1429;
  65;   50.8006;   50.6874;   -0.0746;488040.0000;
  66;   49.9720;   50.7234;    0.6131;580105.7143;
  67;   48.9834;   49.7249;    0.7796;413828.5714;
  68;   48.3174;   48.7949;    0.4407;381642.8571;
  69;   48.1746;   48.3089;    0.2745;289460.0000;
  70;   47.8691;   48.1849;    0.1682;313794.2857;
