time;open;close;diff;volume;
   1;   94.7114;   81.7714;  -12.7768;3159497.1429;
   2;  104.2063;   95.3643;   -9.0467;2341571.4286;
   3;  110.3626;  105.2786;   -5.4493;1667002.8571;
   4;  113.2551;  110.5786;   -1.7749;1026937.1429;
   5;  112.1323;  113.7643;    0.7417;903148.5714;
   6;  111.7480;  112.3214;    0.3784;751437.1429;
   7;  114.1340;  111.4000;   -2.0590;788720.0000;
   8;  117.0111;  114.1143;   -3.0481;754977.1429;
   9;  119.4826;  117.0857;   -2.5313;876348.5714;
  10;  121.6411;  119.6897;   -1.8978;831225.7143;
  11;  122.6123;  121.9023;   -0.4149;692777.1429;
  12;  120.9077;  122.4606;    1.2351;525582.8571;
  13;  118.9606;  120.5803;    1.4241;649742.8571;
  14;  118.7637;  118.7446;    0.2096;636431.4286;
  15;  119.5594;  118.9677;   -0.4794;817588.5714;
  16;  118.9651;  118.9706;   -0.0139;719342.8571;
  17;  117.5054;  118.0706;    0.2015;566300.0000;
  18;  116.7797;  116.8851;    0.6740;487180.0000;
  19;  114.8269;  116.7137;    1.6615;775914.2857;
  20;  112.0580;  114.5951;    2.3747;828720.0000;
  21;  110.5840;  111.8969;    1.2121;788782.8571;
  22;  111.2194;  110.5857;   -0.2043;929842.8571;
  23;  112.1363;  111.1611;   -1.4179;1006448.5714;
  24;  114.4463;  112.0523;   -2.2216;803771.4286;
  25;  117.0351;  114.6280;   -2.1613;569377.1429;
  26;  117.8206;  117.2780;   -0.6617;608822.8571;
  27;  117.2420;  118.0451;    0.6400;721208.5714;
  28;  116.3637;  116.9866;    0.6018;773691.4286;
  29;  116.2494;  116.0626;   -0.0473;931360.0000;
  30;  116.5206;  116.0369;   -0.4761;842534.2857;
  31;  117.3277;  116.5737;   -0.8345;770931.4286;
  32;  118.8891;  117.3166;   -1.7088;882760.0000;
  33;  121.5089;  118.9337;   -2.2586;984177.1429;
  34;  123.3803;  121.5720;   -1.9761;725482.8571;
  35;  124.4360;  123.4249;   -0.7365;442402.8571;
  36;  124.3894;  124.4249;   -0.6368;452122.8571;
  37;  126.0426;  124.3894;   -1.0080;490168.5714;
  38;  127.2614;  126.0426;   -1.5746;638268.5714;
  39;  128.5914;  127.2614;   -1.0906;535117.1429;
