time;row_1;row_2;row_3;row_4;
1;-63.5889;122.819;141.059;2.13317;
2;-52.0078;124.344;136.587;2.05541;
3;-38.2393;126.231;132.488;1.95665;
4;-23.1861;128.173;129.457;1.84303;
5;2.43278;131.032;127.879;1.64272;
6;4.77244;131.223;127.923;1.62437;
7;-2.22805;128.989;126.267;1.68071;
8;-17.2928;122.707;122.68;1.80874;
9;-35.3;111.586;117.847;1.98032;
10;-52.8822;95.1092;112.054;2.18421;
11;-66.3588;73.8594;105.042;2.40742;
12;-64.3346;51.5468;89.8864;2.57743;
13;-61.9582;28.8462;77.8293;2.80966;
14;-58.8779;10.3277;70.8321;3.04482;
15;-55.1601;-2.37455;67.0395;-3.05409;
16;-47.9983;-7.46046;60.6174;-2.96005;
17;-36.4006;-6.74999;49.1018;-2.93163;
18;-20.5493;-2.79691;32.7796;-2.94879;
19;0.454718;1.05941;11.4283;-2.9278;
20;22.9353;1.2875;11.5237;-0.191789;
21;45.8185;-2.55667;34.7251;-0.174849;
22;65.7955;-10.5524;55.9616;-0.253532;
23;82.4069;-20.6783;74.7944;-0.328951;
24;95.6754;-32.356;91.3747;-0.403057;
25;105.577;-46.1251;106.247;-0.485808;
26;113.004;-59.9252;119.578;-0.558924;
27;116.621;-72.5896;129.661;-0.626995;
28;116.681;-84.529;137.053;-0.697341;
29;110.294;-95.849;140.011;-0.788742;
30;96.4369;-105.572;138.154;-0.909793;
31;76.1927;-112.314;132.583;-1.06213;
32;51.9802;-116.967;127.032;-1.2475;
33;27.4603;-119.921;124.418;-1.44316;
34;4.77779;-121.217;124.889;-1.62563;
35;-5.48622;-121.937;126.583;-1.70637;
36;-19.0452;-121.243;128.442;-1.8119;
