time;row_1;row_2;row_3;row_4;
1;-61.1894;102.827;115.495;2.17369;
2;-49.0589;103.686;109.825;2.07813;
3;-37.7791;104.026;105.122;1.98263;
4;-25.2907;104.729;101.447;1.86678;
5;-2.12011;105.963;98.4789;1.63603;
6;2.29059;106.019;98.3459;1.59123;
7;-2.28792;103.323;95.8563;1.63957;
8;-12.9802;97.5336;91.4866;1.76082;
9;-26.4406;88.4301;86.3904;1.9346;
10;-40.088;75.9637;81.4311;2.1473;
11;-51.4193;61.9813;77.7928;2.36921;
12;-50.4205;48.6449;68.3468;2.49913;
13;-48.1244;37.3372;60.2247;2.62696;
14;-44.0367;29.8107;53.1559;2.71247;
15;-37.8044;25.9976;45.9105;2.73151;
16;-28.8052;25.5184;37.5985;2.64767;
17;-18.0673;26.2288;29.0486;2.44961;
18;-4.78495;26.1765;20.5947;2.02763;
19;10.784;23.8258;17.3865;1.1886;
20;28.0165;17.3644;25.6128;0.387171;
21;45.6217;7.14709;41.3257;-0.0132289;
22;62.476;-9.14169;60.5634;-0.281691;
23;76.2969;-28.4572;80.5636;-0.465339;
24;85.0228;-49.8542;99.1363;-0.619335;
25;86.9458;-73.0306;115.528;-0.773635;
26;80.5989;-95.2716;128.154;-0.933068;
27;68.4452;-114.681;138.167;-1.088;
28;52.6493;-128.648;144.661;-1.23001;
29;36.5318;-138.715;149.914;-1.3541;
30;21.5722;-144.477;153.148;-1.45777;
31;14.2902;-146.691;154.708;-1.50617;
32;6.74282;-147.366;155.079;-1.55504;
