time;row_1;row_2;row_3;row_4;
1;-57.0032;119.886;136.115;2.09358;
2;-45.0407;120.61;131.208;2.01174;
3;-29.6666;121.519;126.28;1.89833;
4;-14.2418;122.672;123.322;1.77659;
5;11.8889;124.56;122.611;1.56321;
6;34.07;126.774;126.944;1.38771;
7;31.3191;125.526;125.241;1.4075;
8;18.877;120.004;118.317;1.50382;
9;-1.55418;109.185;107.961;1.68696;
10;-22.9152;93.2748;97.4027;1.92599;
11;-41.2437;70.7946;86.3967;2.21958;
12;-55.1268;45.9341;79.3833;2.55437;
13;-53.4994;23.2401;67.8823;2.82261;
14;-49.8321;5.39525;60.8881;3.08501;
15;-43.972;-6.25638;55.5405;-2.99326;
16;-35.4426;-11.7183;48.373;-2.85509;
17;-25.448;-10.9866;38.6373;-2.80012;
18;-13.7184;-7.61873;26.468;-2.77161;
19;-0.654087;-3.67878;12.9058;-2.69011;
20;14.1003;-2.48436;5.43613;-0.954601;
21;29.2501;-4.89172;19.5298;-0.358022;
22;43.4718;-10.1885;34.7059;-0.357368;
23;56.7018;-20.4166;50.9195;-0.454812;
24;67.9315;-33.9944;67.3651;-0.562857;
25;76.4197;-49.5196;83.2736;-0.666327;
26;81.9141;-64.7277;97.3698;-0.754341;
27;84.7023;-78.9054;109.435;-0.831379;
28;84.3772;-92.0755;119.296;-0.90786;
29;78.5139;-103.396;125.147;-1.00059;
30;67.8097;-113.16;128.385;-1.11206;
31;52.6726;-121.009;129.844;-1.24373;
32;33.6248;-127.148;131.074;-1.397;
33;12.3923;-131.005;132.964;-1.56001;
34;3.67006;-133.357;135.506;-1.62461;
35;-10.7985;-134.519;138.194;-1.72889;
