time;row_1;row_2;row_3;
   1;   -0.0813;    0.0750;    0.8567;
   2;   -0.1277;    0.0822;    1.0339;
   3;   -0.1801;    0.0710;    1.0980;
   4;   -0.2359;    0.0389;    1.0609;
   5;   -0.2943;   -0.0154;    0.9704;
   6;   -0.3548;   -0.0948;    0.8805;
   7;   -0.4146;   -0.2035;    0.8254;
   8;   -0.4695;   -0.3440;    0.8085;
   9;   -0.5151;   -0.5146;    0.8130;
  10;   -0.5482;   -0.7093;    0.8247;
  11;   -0.5677;   -0.9194;    0.8425;
  12;   -0.5749;   -1.1346;    0.8654;
  13;   -0.5731;   -1.3455;    0.8823;
  14;   -0.5669;   -1.5444;    0.8800;
  15;   -0.5612;   -1.7260;    0.8546;
  16;   -0.5608;   -1.8874;    0.8090;
  17;   -0.5693;   -2.0280;    0.7457;
  18;   -0.5895;   -2.1497;    0.6684;
  19;   -0.6228;   -2.2574;    0.5828;
  20;   -0.6706;   -2.3575;    0.4898;
  21;   -0.7341;   -2.4552;    0.3844;
  22;   -0.8130;   -2.5512;    0.2667;
  23;   -0.9033;   -2.6397;    0.1509;
  24;   -0.9937;   -2.7069;    0.0603;
  25;   -1.0661;   -2.7345;    0.0112;
  26;   -1.1003;   -2.7047;    0.0011;
  27;   -1.0804;   -2.6064;    0.0111;
  28;   -1.0002;   -2.4370;    0.0190;
  29;   -0.8625;   -2.2021;    0.0127;
  30;   -0.6763;   -1.9124;   -0.0048;
  31;   -0.4544;   -1.5824;   -0.0185;
  32;   -0.2130;   -1.2297;   -0.0118;
  33;    0.0279;   -0.8720;    0.0209;
  34;    0.2475;   -0.5246;    0.0699;
  35;    0.4297;   -0.1966;    0.1158;
  36;    0.5684;    0.1087;    0.1406;
  37;    0.6682;    0.3919;    0.1356;
  38;    0.7397;    0.6530;    0.1035;
  39;    0.7930;    0.8895;    0.0466;
  40;    0.8341;    1.0964;   -0.0564;
  41;    0.8646;    1.2667;   -0.2560;
  42;    0.8847;    1.3938;   -0.6004;
  43;    0.8945;    1.4734;   -1.0883;
  44;    0.8944;    1.5055;   -1.6481;
  45;    0.8841;    1.4965;   -2.1626;
  46;    0.8638;    1.4586;   -2.5179;
  47;    0.8361;    1.4074;   -2.6551;
  48;    0.8065;    1.3580;   -2.6000;
  49;    0.7815;    1.3202;   -2.4450;
  50;    0.7648;    1.2968;   -2.2892;
  51;    0.7558;    1.2851;   -2.1848;
  52;    0.7520;    1.2804;   -2.1334;
  53;    0.7508;    1.2788;   -2.1142;
  54;    0.7504;    1.2784;   -2.1087;
  55;    0.7504;    1.2783;   -2.1074;
  56;    0.7503;    1.2783;   -2.1072;
  57;    0.7503;    1.2783;   -2.1072;
  58;    0.7503;    1.2783;   -2.1072;
  59;    0.7503;    1.2783;   -2.1072;
  60;    0.7503;    1.2782;   -2.1070;
  61;    0.7498;    1.2774;   -2.1057;
  62;    0.7477;    1.2738;   -2.0998;
  63;    0.7401;    1.2608;   -2.0783;
  64;    0.7179;    1.2231;   -2.0162;
  65;    0.6675;    1.1371;   -1.8745;
  66;    0.5767;    0.9825;   -1.6196;
  67;    0.4477;    0.7627;   -1.2573;
