time;row_1;row_2;row_3;
   1;    0.2156;    0.1787;    0.7101;
   2;    0.2415;    0.2011;    0.9420;
   3;    0.2224;    0.1824;    1.1197;
   4;    0.1624;    0.1175;    1.2205;
   5;    0.0781;    0.0093;    1.2438;
   6;   -0.0138;   -0.1356;    1.2026;
   7;   -0.1043;   -0.3093;    1.1139;
   8;   -0.1928;   -0.5044;    0.9923;
   9;   -0.2826;   -0.7150;    0.8536;
  10;   -0.3764;   -0.9363;    0.7198;
  11;   -0.4738;   -1.1622;    0.6157;
  12;   -0.5713;   -1.3822;    0.5547;
  13;   -0.6628;   -1.5823;    0.5299;
  14;   -0.7414;   -1.7472;    0.5234;
  15;   -0.8002;   -1.8642;    0.5207;
  16;   -0.8329;   -1.9256;    0.5116;
  17;   -0.8342;   -1.9280;    0.4838;
  18;   -0.8004;   -1.8717;    0.4242;
  19;   -0.7302;   -1.7595;    0.3315;
  20;   -0.6256;   -1.5971;    0.2210;
  21;   -0.4910;   -1.3938;    0.1161;
  22;   -0.3319;   -1.1613;    0.0368;
  23;   -0.1543;   -0.9119;   -0.0061;
  24;    0.0360;   -0.6555;   -0.0104;
  25;    0.2335;   -0.3985;    0.0182;
  26;    0.4339;   -0.1439;    0.0690;
  27;    0.6352;    0.1073;    0.1314;
  28;    0.8376;    0.3547;    0.1948;
  29;    1.0419;    0.5981;    0.2433;
  30;    1.2466;    0.8363;    0.2574;
  31;    1.4473;    1.0664;    0.2315;
  32;    1.6375;    1.2820;    0.1867;
  33;    1.8103;    1.4749;    0.1576;
  34;    1.9597;    1.6359;    0.1649;
  35;    2.0797;    1.7568;    0.2026;
  36;    2.1639;    1.8315;    0.2476;
  37;    2.2060;    1.8561;    0.2745;
  38;    2.2011;    1.8290;    0.2658;
  39;    2.1472;    1.7510;    0.2216;
  40;    2.0445;    1.6258;    0.1646;
  41;    1.8953;    1.4596;    0.1291;
  42;    1.7040;    1.2608;    0.1397;
  43;    1.4778;    1.0384;    0.1970;
  44;    1.2272;    0.8007;    0.2775;
  45;    0.9642;    0.5537;    0.3445;
  46;    0.7001;    0.3021;    0.3699;
  47;    0.4432;    0.0503;    0.3527;
  48;    0.1994;   -0.1969;    0.3158;
  49;   -0.0264;   -0.4344;    0.2793;
  50;   -0.2285;   -0.6575;    0.2440;
  51;   -0.4022;   -0.8613;    0.2025;
  52;   -0.5450;   -1.0403;    0.1553;
  53;   -0.6562;   -1.1875;    0.1103;
  54;   -0.7348;   -1.2961;    0.0733;
  55;   -0.7782;   -1.3616;    0.0449;
  56;   -0.7844;   -1.3837;    0.0244;
  57;   -0.7539;   -1.3655;    0.0112;
  58;   -0.6904;   -1.3117;    0.0043;
  59;   -0.6007;   -1.2274;    0.0013;
  60;   -0.4931;   -1.1183;    0.0003;
  61;   -0.3765;   -0.9909;    0.0001;
  62;   -0.2594;   -0.8520;    0.0000;
  63;   -0.1481;   -0.7079;    0.0000;
  64;   -0.0451;   -0.5636;    0.0000;
  65;    0.0511;   -0.4218;    0.0000;
  66;    0.1431;   -0.2833;    0.0000;
  67;    0.2335;   -0.1471;    0.0000;
  68;    0.3248;   -0.0107;    0.0000;
  69;    0.4198;    0.1281;    0.0000;
  70;    0.5202;    0.2707;    0.0000;
  71;    0.6257;    0.4161;    0.0000;
  72;    0.7340;    0.5612;    0.0000;
  73;    0.8415;    0.7015;    0.0000;
  74;    0.9456;    0.8326;    0.0000;
  75;    1.0444;    0.9507;    0.0000;
  76;    1.1368;    1.0527;    0.0000;
  77;    1.2210;    1.1359;    0.0000;
  78;    1.2932;    1.1973;    0.0000;
  79;    1.3468;    1.2333;    0.0000;
  80;    1.3733;    1.2396;    0.0000;
  81;    1.3644;    1.2116;    0.0000;
  82;    1.3143;    1.1466;    0.0000;
  83;    1.2213;    1.0447;    0.0000;
  84;    1.0884;    0.9094;    0.0000;
  85;    0.9233;    0.7464;    0.0000;
  86;    0.7374;    0.5616;    0.0000;
  87;    0.5432;    0.3611;    0.0000;
  88;    0.3522;    0.1509;    0.0000;
  89;    0.1727;   -0.0616;    0.0000;
  90;    0.0106;   -0.2693;    0.0000;
  91;   -0.1314;   -0.4671;    0.0000;
  92;   -0.2535;   -0.6525;    0.0000;
  93;   -0.3587;   -0.8250;    0.0000;
  94;   -0.4506;   -0.9830;    0.0000;
  95;   -0.5307;   -1.1231;    0.0000;
  96;   -0.5970;   -1.2403;    0.0000;
  97;   -0.6450;   -1.3297;    0.0000;
  98;   -0.6694;   -1.3877;    0.0000;
  99;   -0.6653;   -1.4116;    0.0000;
 100;   -0.6300;   -1.3999;    0.0000;
 101;   -0.5631;   -1.3519;    0.0000;
 102;   -0.4669;   -1.2682;    0.0000;
 103;   -0.3457;   -1.1512;    0.0000;
 104;   -0.2046;   -1.0046;   -0.0000;
 105;   -0.0478;   -0.8332;   -0.0000;
 106;    0.1217;   -0.6426;   -0.0000;
 107;    0.3018;   -0.4381;   -0.0000;
 108;    0.4901;   -0.2241;   -0.0000;
 109;    0.6850;   -0.0038;   -0.0000;
 110;    0.8867;    0.2205;   -0.0000;
 111;    1.0953;    0.4460;   -0.0000;
 112;    1.3074;    0.6673;   -0.0001;
 113;    1.5132;    0.8758;   -0.0009;
 114;    1.6967;    1.0604;   -0.0045;
 115;    1.8393;    1.2090;   -0.0191;
 116;    1.9240;    1.3109;   -0.0661;
 117;    1.9392;    1.3588;   -0.1878;
 118;    1.8808;    1.3505;   -0.4405;
 119;    1.7551;    1.2906;   -0.8592;
 120;    1.5814;    1.1931;   -1.4039;
 121;    1.3932;    1.0803;   -1.9405;
 122;    1.2305;    0.9782;   -2.3034;
 123;    1.1234;    0.9067;   -2.4062;
 124;    1.0773;    0.8711;   -2.2977;
 125;    1.0738;    0.8621;   -2.1072;
 126;    1.0872;    0.8655;   -1.9441;
 127;    1.1004;    0.8709;   -1.8475;
 128;    1.1078;    0.8742;   -1.8048;
